Beta,Energy,Energy Squared,Magnetization,Magnetization Squared,Absolute Magnetization,Specific Heat,Susceptibility,Cluster Size,Non-Wrapping Cluster Size,Wrapping Prob. (Neither),Dominant Frequency,Dominant Amplitude,Rho T,Unique Families,Overlap,Absolute Overlap,Overlap Variance,Free Energy,Wrapping Prob. (Z-dir.),Wrapping Prob. (X-dir.),Wrapping Prob. (both dir.),Z-Wrapping Cluster Size,X-Wrapping Cluster Size,Both-Wrapping Cluster Size
0.00543676,-0.00227549,1.94114,0.0148665,1.02488,0.048392,5.73377e-05,0.0023127,1.02344,1.02344,1,0.192354,1.65451,1.10284,96,0.012591,0.0559769,0.00165932,0.0254223,0,0,0,0,0,0
0.0110609,-0.0171875,1.81125,0.00820313,0.858594,0.0453906,0.000212344,0.00366288,1.0476,1.0476,1,0.185625,1.62745,1.24,89,0.00445312,0.0521094,0.00119514,0.0365965,0,0,0,0,0,0
0.0170068,-0.0270619,2.06443,0.00966495,0.985825,0.0481637,0.000542871,0.00666617,1.07039,1.07039,1,0.180412,1.70769,1.37103,83,-0.00314111,0.0522713,0.001756,0.0705825,0,0,0,0,0,0
0.0227244,-0.0357364,2.22339,0.00448639,1.09499,0.0521349,0.000979324,0.00907082,1.09761,1.09761,1,0.191832,1.64819,1.57828,79,-0.0079672,0.0494276,0.00138642,0.11798,0,0,0,0,0,0
0.0284125,-0.0679612,2.85922,-0.0104672,1.16171,0.0543083,0.00135365,0.0115545,1.1219,1.1219,1,0.183859,1.65863,1.57414,78,0.00212379,0.0502124,0.00133401,0.177914,0,0,0,0,0,0
0.0344616,-0.0797937,3.12379,-0.0075091,0.918234,0.0484678,0.00177407,0.0109194,1.15074,1.15074,1,0.209345,1.62238,1.66839,76,-0.00493022,0.0483161,0.0015238,0.29111,0,0,0,0,0,0
0.0408706,-0.0870098,3.81495,0.000229779,1.16131,0.0550705,0.00313511,0.0157319,1.18875,1.18875,1,0.164828,1.71242,1.7301,72,-0.00543811,0.0521599,0.00188271,0.430007,0,0,0,0,0,0
0.0465884,-0.0834345,3.74757,-0.0121359,1.01699,0.0505158,0.00426603,0.016945,1.20982,1.20982,1,0.17051,1.71719,1.68725,71,0.00310983,0.049378,0.00114866,0.565231,0,0,0,0,0,0
0.0521757,-0.116815,5.34702,-0.00989583,1.32396,0.0587054,0.0050463,0.0230461,1.24079,1.24079,1,0.166667,1.73482,1.69615,71,-0.00684524,0.0526786,0.00143581,0.692465,0,0,0,0,0,0
0.0579291,-0.123968,5.90389,0.000884434,1.08962,0.051592,0.00660974,0.0236478,1.28192,1.28192,1,0.18809,1.78967,1.83339,69,-0.00176887,0.0501179,0.00151997,0.872292,0,0,0,0,0,0
0.0635105,-0.126606,6.30549,0.0113172,1.21189,0.0535193,0.00888206,0.0303976,1.30907,1.30907,1,0.179907,1.80223,1.86042,68,0.00598715,0.051986,0.00136571,1.05735,0,0,0,0,0,0
0.0687892,-0.135761,6.74116,0.00825472,1.52565,0.0635318,0.00957197,0.0338689,1.34136,1.34136,1,0.160967,1.77509,1.95799,64,0.00958137,0.0448113,0.00124293,1.2362,0,0,0,0,0,0
0.0742968,-0.152891,7.68984,-0.0124854,1.41516,0.0592144,0.00941516,0.0384511,1.38111,1.38111,1,0.185748,1.78399,1.96524,63,0.00284755,0.0446116,0.00115683,1.43537,0,0,0,0,0,0
0.0802947,-0.150897,7.39988,0.00115741,1.16059,0.0543981,0.0101272,0.0323624,1.41866,1.41866,1,0.167245,1.76995,2.1262,63,-0.00947627,0.0518663,0.00155804,1.67803,0,0,0,0,0,0
0.0865447,-0.175781,10.2193,0.00036169,1.63411,0.0654659,0.0172957,0.0464706,1.45967,1.45967,1,0.15625,1.82751,2.22908,60,-0.0036169,0.0493345,0.00127908,1.92736,0,0,0,0,0,0
0.0916995,-0.181641,10.4598,0.0128348,1.45006,0.0616629,0.0169314,0.0437097,1.52039,1.52039,1,0.16183,1.80817,2.34375,57,0.011091,0.0501535,0.00169333,2.16709,0,0,0,0,0,0
0.0972198,-0.192319,11.2074,-0.00073014,1.42932,0.0565129,0.0164346,0.0594727,1.54384,1.54384,1,0.143692,1.80737,2.34955,57,0.00540304,0.0530082,0.00169533,2.43171,0,0,0,0,0,0
0.10316,-0.201608,12.9654,0.00379248,1.51851,0.0593143,0.0272445,0.0637376,1.58369,1.58369,1,0.168689,1.82928,2.34706,55,0.00394417,0.0533981,0.00148629,2.73193,0,0,0,0,0,0
0.108056,-0.230972,15.5526,0.00440903,1.54626,0.0613397,0.0221326,0.0630009,1.63342,1.63342,1,0.136757,1.90855,2.59778,54,0.00177908,0.0502011,0.00157283,2.9924,0,0,0,0,0,0
0.113745,-0.247525,17.9876,-7.73515e-05,1.51191,0.0635056,0.0297947,0.054538,1.68456,1.68456,1,0.144802,1.91157,2.73503,53,0.00440903,0.0545328,0.00145757,3.33663,0,0,0,0,0,0
0.118907,-0.246597,17.521,0.00309406,1.88119,0.0691522,0.0276234,0.0781206,1.75664,1.75664,1,0.142946,1.89756,2.85266,53,-0.00533725,0.0484994,0.00136249,3.67158,0,0,0,0,0,0
0.124511,-0.253558,18.4771,-0.00819926,2.18162,0.0725557,0.0312916,0.103837,1.76563,1.76563,1,0.12995,1.94865,2.9899,50,-0.00371287,0.0573948,0.00162249,4.03321,0,0,0,0,0,0
0.130025,-0.255625,18.82,0.00859375,1.5775,0.061875,0.0353666,0.0776769,1.8375,1.8375,1,0.143125,1.85011,3.1,50,-0.00960937,0.0466406,0.00138727,4.39901,0,0,0,0,0,0
0.135441,-0.2728,21.5504,-0.000797194,2.0169,0.0727041,0.045841,0.089894,1.88367,1.88367,1,0.132015,1.96698,3.1237,50,0.0125957,0.0530931,0.00184969,4.76134,0,0,0,0,0,0
0.140396,-0.278975,22.2178,0.00659891,1.68704,0.0669751,0.0452207,0.0756333,1.95445,1.95445,1,0.143204,1.8964,3.11999,49,0.00568871,0.0533222,0.00160757,5.11521,0,0,0,0,0,0
0.145568,-0.294772,24.7248,-0.00976562,1.96484,0.0665565,0.0525688,0.120941,1.9821,1.9821,1,0.140024,2.05816,3.19896,47,0.0133714,0.0539363,0.00148658,5.49228,0,0,0,0,0,0
0.150541,-0.31235,27.0883,-0.000976562,1.73993,0.0639273,0.0478718,0.104436,2.07234,2.07234,1,0.15024,1.99727,3.3284,46,0.00015024,0.0507812,0.00147306,5.87535,0,0,0,0,0,0
