Beta,Energy,Energy Squared,Magnetization,Magnetization Squared,Absolute Magnetization,Specific Heat,Susceptibility,Cluster Size,Non-Wrapping Cluster Size,Wrapping Prob. (Neither),Dominant Frequency,Dominant Amplitude,Rho T,Unique Families,Overlap,Absolute Overlap,Overlap Variance,Free Energy,Wrapping Prob. (Z-dir.),Wrapping Prob. (X-dir.),Wrapping Prob. (both dir.),Z-Wrapping Cluster Size,X-Wrapping Cluster Size,Both-Wrapping Cluster Size
0.0049799,-0.00260417,2.0815,0.0297181,0.98652,0.0487132,5.15769e-05,0.00188757,1.01991,1.01991,1,0.179534,1.65254,1.1534,93,0.0146293,0.0471048,0.00155515,0.0349569,0,0,0,0,0,0
0.0104116,-0.0329517,2.06993,0.000928218,1.16801,0.0524443,0.00019425,0.00482997,1.04338,1.04338,1,0.170792,1.63058,1.28419,88,0.00719369,0.0505105,0.00123589,0.0465561,0,0,0,0,0,0
0.0162632,-0.0264542,2.33601,0.00379022,1.44322,0.0574722,0.000570471,0.00971959,1.06947,1.06947,1,0.193069,1.71253,1.34301,85,-0.00332611,0.0517481,0.00133897,0.103735,0,0,0,0,0,0
0.0215969,-0.0395047,2.37028,-7.37028e-05,1.20887,0.0574145,0.000919216,0.00788263,1.08711,1.08711,1,0.201651,1.67358,1.44179,84,0.00936026,0.0509287,0.00104708,0.147795,0,0,0,0,0,0
0.0271768,-0.0670269,2.91764,-0.00554907,0.9816,0.0478972,0.00130546,0.0107158,1.11952,1.11952,1,0.191589,1.68281,1.49358,82,0.00584112,0.0565129,0.00148148,0.21221,0,0,0,0,0,0
0.0330687,-0.0748512,3.1375,0.00848214,0.979762,0.05,0.00186252,0.0112355,1.15205,1.15205,1,0.191071,1.68643,1.55102,79,7.44048e-05,0.0505208,0.00140447,0.321116,0,0,0,0,0,0
0.0390708,-0.0698618,3.04868,0.0107422,1.4689,0.0634766,0.00274657,0.0170898,1.171,1.171,1,0.16887,1.73973,1.62722,77,0.00691106,0.0537861,0.00178564,0.444116,0,0,0,0,0,0
0.0449106,-0.0949636,3.87621,0.00621966,1.14624,0.0512743,0.00316176,0.0212517,1.20923,1.20923,1,0.183859,1.74041,1.68725,74,0.00697816,0.0386833,0.000755388,0.556585,0,0,0,0,0,0
0.051167,-0.108796,5.03356,0.00896991,1.32841,0.0564236,0.00524499,0.0262695,1.23917,1.23917,1,0.145255,1.75886,1.71468,72,0.00708912,0.0500579,0.00157678,0.716477,0,0,0,0,0,0
0.0567012,-0.117472,5.22784,0.00568182,1.21278,0.0538352,0.00544996,0.026697,1.27008,1.27008,1,0.169886,1.72876,1.78512,71,0.00348011,0.0536222,0.00132999,0.878353,0,0,0,0,0,0
0.0627176,-0.114679,5.10321,0.00910264,0.986669,0.0482368,0.00683049,0.0245232,1.31447,1.31447,1,0.188073,1.69504,1.96111,67,0.00931766,0.046445,0.00128659,1.0671,0,0,0,0,0,0
0.068662,-0.141323,7.40011,0.00641741,1.14118,0.0530134,0.0107832,0.0289558,1.34278,1.34278,1,0.185826,1.76698,2.08865,65,0.000906808,0.0482003,0.00133284,1.24955,0,0,0,0,0,0
0.0738414,-0.152204,7.77846,0.0136021,1.39021,0.0599191,0.0100759,0.034786,1.38233,1.38233,1,0.157924,1.7751,2.12054,64,0.00355748,0.0528041,0.00159917,1.44488,0,0,0,0,0,0
0.0796037,-0.15195,7.97706,0.0106795,1.24384,0.0555476,0.013094,0.0361352,1.42429,1.42429,1,0.179472,1.80074,2.21362,61,0.00623567,0.0453698,0.00127499,1.6771,0,0,0,0,0,0
0.0850529,-0.185369,10.3722,-0.00184659,1.32301,0.0576705,0.0113975,0.0401098,1.45354,1.45354,1,0.163636,1.74761,2.19835,61,0.00745739,0.0526278,0.00134907,1.89692,0,0,0,0,0,0
0.0912935,-0.19546,11.9422,0.00051592,1.4686,0.0602152,0.0180179,0.0493331,1.49678,1.49678,1,0.176887,1.83612,2.20719,60,-0.00913915,0.0571934,0.00178332,2.20088,0,0,0,0,0,0
0.0966211,-0.199766,12.4264,-0.00540304,1.57739,0.0646904,0.0206347,0.0488973,1.53358,1.53358,1,0.155958,1.79745,2.19233,60,0,0.0533002,0.00171904,2.47543,0,0,0,0,0,0
0.10189,-0.214699,14.0613,-0.0145399,2.04152,0.0712529,0.0234711,0.0755836,1.58858,1.58858,1,0.153356,1.91541,2.26337,59,-0.00224248,0.0457899,0.00121557,2.75269,0,0,0,0,0,0
0.107099,-0.232205,15.8212,-0.00426794,1.71369,0.0660446,0.0231458,0.0639431,1.6134,1.6134,1,0.155671,1.92991,2.36626,57,0.00397859,0.0444878,0.00129243,3.04685,0,0,0,0,0,0
0.112614,-0.243601,17.4649,0.00327381,2.10119,0.0730655,0.0288316,0.0827169,1.67571,1.67571,1,0.136905,1.9726,2.47619,54,-0.00811012,0.0579613,0.00174593,3.38249,0,0,0,0,0,0
