Beta,Energy,Energy Squared,Magnetization,Magnetization Squared,Absolute Magnetization,Specific Heat,Susceptibility,Cluster Size,Non-Wrapping Cluster Size,Wrapping Probability,Dominant Frequency, Dominant Amplitude
0,0.0230469,2.60492,0.00765625,0.885312,0.0492187,0,0,1,1,0,0.205,1.55308
0.00797635,0.0065918,2.71525,-0.00276693,0.795898,0.0454102,0.000172042,0.0021377,1.04854,1.04854,0,0.214844,1.63252
0.015598,-0.0505319,3.06948,-0.0142952,1.31715,0.0585106,0.000587753,0.00687464,1.09827,1.09827,0,0.155585,1.6179
0.0236616,-0.0904948,4.35254,0.0113932,1.43359,0.0598958,0.00126311,0.0121902,1.15238,1.15238,0,0.179688,1.73361
0.0320057,-0.0814616,4.3147,0.00130208,0.884766,0.0488281,0.00267963,0.00878283,1.22318,1.22318,0,0.239583,1.68776
0.0397548,-0.116629,6.30907,0.00924745,1.01594,0.0497449,0.00446769,0.0152045,1.2743,1.2743,0,0.177296,1.60676
0.0472092,-0.119348,5.65243,-0.00681516,1.01895,0.0526928,0.00447068,0.0145478,1.34857,1.34857,0,0.194149,1.68093
0.0560583,-0.165179,10.1392,-0.00526148,0.770727,0.0457589,0.0099131,0.0131565,1.44783,1.44783,0,0.204082,1.69952
0.0631149,-0.16636,9.35248,0.00275735,1.1348,0.0548407,0.00903252,0.0230296,1.51958,1.51958,0,0.180147,1.66152
0.071438,-0.189262,11.1801,-0.00352328,1.05055,0.0531556,0.0102586,0.0233758,1.62093,1.62093,0,0.181373,1.80909
0.0802779,-0.207682,13.8299,0.0146123,1.51823,0.0603299,0.0179684,0.0470804,1.73562,1.73521,2.89352e-05,0.170139,1.86476
0.0877837,-0.218262,14.1531,0.00669643,1.08538,0.0538504,0.0150863,0.0301109,1.84835,1.84835,0,0.185268,1.74971
0.0967411,-0.249512,19.009,-0.015067,1.19978,0.0546875,0.0287451,0.0420003,1.99637,1.99637,0,0.185268,1.82668
0.103893,-0.263295,20.1753,-0.00712719,0.97807,0.0474232,0.0262102,0.0417996,2.12314,2.12281,2.74123e-05,0.211623,1.87977
0.111935,-0.28118,22.1016,-0.00446429,1.19699,0.0538504,0.0233259,0.050888,2.28052,2.27932,5.58036e-05,0.19308,1.9295
0.121121,-0.337043,31.5111,-0.00604363,0.918927,0.0505601,0.0356493,0.0320373,2.50463,2.50162,0.000147406,0.168632,1.90866
0.129161,-0.337969,31.9984,0.008125,1.55125,0.0628125,0.0460001,0.0699051,2.70909,2.70587,0.00015625,0.1925,1.80099
0.136709,-0.320619,29.072,-0.00965074,0.980699,0.0537684,0.0515094,0.0328911,2.93827,2.93355,0.000214461,0.199755,1.82853
0.144258,-0.357384,34.8814,0.0088848,1.38603,0.0594363,0.0454569,0.0694841,3.17463,3.16734,0.000275735,0.183824,1.94886
0.152738,-0.374855,38.2964,0.0130208,1.00116,0.0489005,0.0542213,0.0594145,3.52008,3.50472,0.000607639,0.171296,1.99967
0.160959,-0.424068,48.4989,0.00301535,1.33936,0.0594846,0.0637717,0.0697802,3.9131,3.88292,0.0011239,0.16557,1.93932
0.168947,-0.4262,48.8711,-0.00795201,1.23521,0.0523158,0.0676376,0.0903114,4.27363,4.21197,0.00203683,0.198661,2.03039
0.177089,-0.444744,53.3797,0.00298295,0.972443,0.0504261,0.0860385,0.056932,4.85455,4.75818,0.00292614,0.209091,2.07853
0.184656,-0.478267,61.3864,-0.0161932,1.71023,0.0647727,0.0964655,0.117474,5.32636,5.1675,0.00454545,0.155682,2.10064
0.192107,-0.51527,70.0518,-0.00454545,0.965909,0.0482955,0.0768732,0.0708495,5.99446,5.71713,0.00732955,0.184091,2.07609
0.200791,-0.504043,68.4525,0.00836075,1.29139,0.0560581,0.137612,0.0977671,6.8534,6.38758,0.0116502,0.169956,1.96991
0.207575,-0.508736,68.1028,-0.0046875,1.29574,0.0569602,0.0795768,0.0965545,7.69051,6.97838,0.0164205,0.1625,2.0989
0.216797,-0.523806,73.54,-0.00471698,1.27005,0.0592571,0.155132,0.0804597,8.85528,7.73897,0.0240271,0.180425,2.19321
0.223696,-0.55503,81.137,0.0163103,1.84238,0.0686678,0.113792,0.142108,10.0282,8.26513,0.0352248,0.151316,2.21484
0.232007,-0.565151,83.7179,0.00502232,1.63393,0.0633371,0.10511,0.14082,11.5607,9.01814,0.0472098,0.172991,2.35326
0.240976,-0.599503,94.245,-0.0120739,1.42358,0.0572443,0.129937,0.140896,13.942,9.79787,0.0719034,0.188636,2.21806
0.249355,-0.614467,99.9475,-0.00181362,0.992467,0.0470145,0.20454,0.106378,16.5407,10.3585,0.097433,0.189732,2.32515
0.256265,-0.630454,104.173,0.00206368,1.4941,0.0642689,0.158945,0.111911,19.25,10.8502,0.124116,0.205189,2.48642
0.264321,-0.68149,121.543,-0.0111178,1.19411,0.0516827,0.185081,0.134885,21.8831,11.6307,0.145132,0.194712,2.53716
0.272021,-0.675015,118.702,-0.00245098,0.878676,0.046875,0.152185,0.0860067,28.3137,10.894,0.211397,0.183824,2.38612
0.28076,-0.696461,126.464,0.000153186,0.956189,0.051011,0.18043,0.0814331,33.9593,10.2341,0.264706,0.199755,2.55609
0.289044,-0.725962,136.846,0.00120192,0.70012,0.0396635,0.161149,0.0859571,38.241,9.82963,0.296875,0.191106,2.61252
0.298069,-0.749062,145.997,-0.0184375,1.54313,0.060625,0.209377,0.179504,50.5456,9.12,0.384375,0.18625,2.81523
0.306233,-0.759115,149.709,0.0088848,1.12806,0.0530025,0.205165,0.125217,59.1495,7.9663,0.439645,0.193627,2.57521
0.314706,-0.805859,168.91,-0.0132812,1.26781,0.0607813,0.263605,0.101353,72.5672,6.56281,0.51125,0.18875,2.96526
0.322389,-0.786648,161.931,-0.003125,1.32216,0.0565341,0.365269,0.16247,85.0608,5.56875,0.569318,0.190909,2.89541
0.329074,-0.814134,172.982,-0.00880682,0.85,0.0460227,0.357505,0.101279,91.6114,4.86705,0.592614,0.194318,3.04281
0.335972,-0.831453,178.837,0.0105613,1.39612,0.0626447,0.210035,0.131529,102.693,4.05729,0.638021,0.195602,2.90746
0.34516,-0.86763,195.3,-0.00545401,1.17011,0.0552771,0.308299,0.133882,116.984,3.13679,0.682488,0.209906,3.07854
0.352951,-0.869099,196.327,-0.00548537,1.93384,0.0706449,0.368958,0.231614,131.504,2.4262,0.727726,0.175532,3.07008
0.360233,-0.886878,203.988,-0.0049426,0.985013,0.0492666,0.341406,0.130999,141.066,1.99011,0.750319,0.192602,3.10825
0.36796,-0.924204,220.909,0.00901442,1.48798,0.0570913,0.304135,0.240487,152.49,1.51983,0.777945,0.198317,3.30189
0.376323,-0.933594,225.61,-0.00480769,1.02945,0.0510817,0.351387,0.136024,166.338,1.27524,0.813101,0.19351,3.34772
0.384279,-0.963125,240.146,0.00296875,1.47594,0.0607813,0.395415,0.203738,170.441,1.03812,0.8125,0.1925,3.62497
0.391939,-0.990412,253.611,-0.0104759,1.14595,0.0534446,0.383479,0.16255,185.009,0.670455,0.857244,0.204545,3.58614
0.399871,-0.996179,256.434,-0.00373641,1.10598,0.0482337,0.381642,0.204093,187.391,0.623302,0.851223,0.195652,4.01539
0.407983,-1.01112,265.142,-0.00509511,0.967391,0.0455163,0.568441,0.1783,197.442,0.435122,0.881793,0.201087,3.94294
0.414765,-1.0421,280.898,0.00190972,0.912847,0.0519097,0.496943,0.0925029,201.103,0.363542,0.885764,0.197222,4.05426
0.42214,-1.04969,284.727,0.0154433,0.955305,0.0499637,0.472712,0.133495,206.736,0.319404,0.898256,0.203488,3.89666
0.429835,-1.07396,299.096,-0.0015625,1.08924,0.0543403,0.707385,0.143265,212.307,0.220486,0.914236,0.201389,4.2618
0.43624,-1.11158,318.956,0.00951087,1.38247,0.0587636,0.502126,0.21745,215.324,0.204144,0.917459,0.202446,4.32464
0.443956,-1.13179,330.981,0.00577446,0.891984,0.0455163,0.602451,0.160543,214.934,0.213655,0.907948,0.197011,4.28756
0.451124,-1.12907,328.747,-0.0119681,0.93484,0.049867,0.487842,0.134543,221.805,0.15359,0.931184,0.202128,5.02235
0.459219,-1.14703,338.803,-0.00765625,1.16781,0.0557812,0.419385,0.170488,224.974,0.139063,0.937813,0.2,4.87516
