Beta,Energy,Energy Squared,Magnetization,Magnetization Squared,Absolute Magnetization,Specific Heat,Susceptibility,Cluster Size,Non-Wrapping Cluster Size,Wrapping Probability,Dominant Frequency, Dominant Amplitude
0.336796,-3.26953,2741.51,-0.000488281,0.0328776,0.00764974,0.556966,0.00602759,248.038,0.0226237,0.983398,0.25,10.4341
0.342452,-3.29688,2786.57,-0.00428922,0.0392157,0.00949755,0.46974,0.00552156,249.584,0.0179228,0.988051,0.25,10.5031
0.348714,-3.33181,2846.36,0.000589623,0.0259434,0.00648585,0.548612,0.00529154,250.138,0.0160672,0.988208,0.25,10.6852
0.354615,-3.32996,2841.01,0.000612745,0.0618873,0.010723,0.291154,0.0115078,250.964,0.0145527,0.990196,0.25,10.8819
0.362851,-3.34905,2874.27,0.00167411,0.0345982,0.00864955,0.387203,0.00560447,251.795,0.00990513,0.992048,0.25,10.9326
0.37016,-3.37068,2911.39,-0.00111607,0.0228795,0.00697545,0.391016,0.00385829,252.218,0.00851004,0.992606,0.25,11.0027
0.377579,-3.39917,2959.46,0.00206368,0.0212264,0.00648585,0.218914,0.00394852,252.586,0.00913915,0.993072,0.25,11.1083
0.387693,-3.42334,3001.14,0.000488281,0.0152995,0.00537109,0.152327,0.00306829,253.288,0.00846354,0.994629,0.25,11.1625
0.400143,-3.42506,3004.15,0.000318878,0.0204082,0.00637755,0.16031,0.00399976,253.996,0.00446429,0.996333,0.25,11.1771
0.412668,-3.44321,3035.91,-0.000901442,0.0132212,0.00450721,0.145233,0.00330982,254.37,0.00330529,0.996995,0.25,11.2056
0.42624,-3.45267,3052.33,0.000153186,0.0125613,0.0044424,0.104467,0.00320069,254.421,0.00367647,0.996477,0.25,11.2259
0.442768,-3.46274,3070.27,-0.000600962,0.00600962,0.00270433,0.133321,0.0018319,254.695,0.00315505,0.996995,0.25,11.2461
0.457966,-3.47702,3095.38,-0.000153186,0.00398284,0.00168505,0.0880841,0.00149112,255.209,0.00214461,0.998468,0.25,11.2706
0.477305,-3.46703,3077.64,0.00015625,0.0053125,0.00265625,0.101706,0.00167355,255.384,0.00125,0.99875,0.25,11.2556
0.496063,-3.48625,3111.57,0.000625,0.00375,0.001875,0.0388435,0.00141378,255.308,0.001875,0.998125,0.25,11.2891
0.527609,-3.48594,3111.01,0.00046875,0.0028125,0.00140625,0.0454093,0.0012168,255.567,0.00125,0.99875,0.25,11.2873
0.55864,-3.49667,3130.09,0.000289352,0.000578704,0.000289352,0.0152792,0.000311313,255.914,0,1,0.25,11.3072
0.615282,-3.49897,3134.17,0.000147406,0.000294811,0.000147406,0.00536558,0.00017797,255.978,0,1,0.25,11.312
