Beta,Energy,Energy Squared,Magnetization,Magnetization Squared,Absolute Magnetization,Specific Heat,Susceptibility,Cluster Size,Non-Wrapping Cluster Size,Wrapping Probability,Dominant Frequency, Dominant Amplitude
0.70694,-1.31043,440.706,0.00131777,1.34187,0.0583584,0.54809,0.332266,250.36,0.0120482,0.989458,0.1875,7.67534
0.718907,-1.31929,446.556,-0.00427827,1.57515,0.0606399,0.507124,0.455634,251.23,0.0126488,0.991071,0.1875,7.67944
0.73156,-1.3296,453.395,0.00928819,1.59219,0.0622396,0.443594,0.439304,251.794,0.0125,0.992361,0.1875,7.8187
0.745326,-1.34408,463.309,0.00814145,1.33076,0.0568257,0.462393,0.375714,252.213,0.00986842,0.993421,0.186842,7.94555
0.759063,-1.35059,467.662,0.00603693,1.29652,0.0568182,0.401352,0.356816,251.422,0.0142045,0.989347,0.1875,8.11478
0.77408,-1.36698,479.081,0.0032269,0.95788,0.0475543,0.42759,0.293344,252.681,0.00747283,0.993207,0.1875,8.25938
0.788917,-1.37616,485.376,0.00540226,0.820312,0.0424701,0.34662,0.282877,252.83,0.00797872,0.993351,0.186835,8.32354
0.805711,-1.38423,491.027,-0.0056516,0.962101,0.0480386,0.331106,0.299184,253.209,0.00598404,0.994016,0.1875,8.4473
0.82326,-1.39241,496.837,-0.00526495,1.17935,0.0528193,0.341492,0.382931,253.977,0.00407609,0.996603,0.1875,8.45246
0.840917,-1.39902,501.475,-0.00656582,1.23853,0.0539395,0.295149,0.415166,253.309,0.00797872,0.993351,0.1875,8.51646
0.860316,-1.41016,509.501,-0.00731383,1.22906,0.0543551,0.321414,0.406681,254.66,0.00265957,0.998005,0.1875,8.5619
0.879335,-1.41567,513.378,-0.00416667,1.14722,0.0539931,0.250689,0.352542,254.74,0.00208333,0.997917,0.1875,8.57703
0.901347,-1.42192,517.916,-0.00212296,1.42137,0.0591882,0.261782,0.472789,254.849,0.00203804,0.997962,0.1875,8.57829
0.923426,-1.43089,524.441,0.00515293,1.51031,0.0613364,0.249325,0.505292,255.142,0.00132979,0.99867,0.1875,8.60962
0.946604,-1.43901,530.458,0.00861151,1.72887,0.0656072,0.310521,0.59349,255.018,0.00213068,0.997869,0.1875,8.69914
0.967894,-1.44504,534.838,0.00690407,1.8452,0.0675872,0.25691,0.654091,255.289,0.00145349,0.998547,0.1875,8.72731
0.991827,-1.45215,540.068,0.00976562,1.76527,0.0655185,0.228311,0.660901,255.525,0.000710227,0.99929,0.1875,8.75855
1.01784,-1.45695,543.626,0.00884272,1.84289,0.066535,0.225646,0.722264,255.736,0,1,0.1875,8.75064
1.0447,-1.46367,548.626,0.0100694,2.05313,0.0697917,0.205626,0.842215,255.233,0.00208333,0.997917,0.1875,8.76448
1.07357,-1.46786,551.712,0.0131392,2.05043,0.0710227,0.148646,0.814953,255.474,0.00142045,0.99858,0.1875,8.76624
1.10847,-1.47416,556.442,0.0161701,2.05741,0.0703125,0.14691,0.877674,255.679,0.000726744,0.999273,0.1875,8.73342
1.14472,-1.47877,559.905,0.0203125,2.03952,0.0704963,0.125551,0.878308,255.717,0.000735294,0.999265,0.1875,8.74085
1.18521,-1.48047,561.219,0.0236151,2.01918,0.0710227,0.170601,0.862658,255.922,0,1,0.1875,8.75645
1.22117,-1.4848,564.473,0.0272177,2.17977,0.0744288,0.136481,0.930072,255.597,0.00134409,0.998656,0.1875,8.70944
1.2626,-1.48874,567.467,0.0265457,2.34106,0.0766129,0.127737,1.05864,255.61,0.00134409,0.998656,0.1875,8.70196
1.30688,-1.49234,570.206,0.034112,2.56637,0.0802135,0.123116,1.20129,255.964,0,1,0.1875,8.6701
1.35356,-1.49664,573.484,0.0407812,2.86344,0.0845313,0.11179,1.39982,255.973,0,1,0.1875,8.66521
1.40429,-1.49909,575.371,0.0523362,3.03883,0.0875303,0.137194,1.51309,255.978,0,1,0.1875,8.63844
1.45181,-1.50165,577.334,0.0640768,3.4203,0.0940367,0.142052,1.67904,255.986,0,1,0.1875,8.64067
1.50009,-1.5038,578.977,0.0731471,3.72815,0.0990044,0.119555,1.82842,255.989,0,1,0.1875,8.62902
1.55446,-1.50611,580.757,0.0811141,4.05815,0.104891,0.124615,1.93001,255.996,0,1,0.1875,8.61026
1.60965,-1.50867,582.722,0.0872276,4.39808,0.11131,0.109448,1.97383,255.994,0,1,0.1875,8.63057
1.67063,-1.51114,584.623,0.0960648,4.85938,0.119213,0.100305,2.04013,255.997,0,1,0.1875,8.62631
1.73674,-1.51371,586.6,0.104167,5.23652,0.125766,0.0678629,2.06212,255.998,0,1,0.1875,8.66682
1.8203,-1.51616,588.498,0.11476,5.50683,0.12993,0.0766669,2.15718,255.998,0,1,0.1875,8.71434
1.9027,-1.51863,590.417,0.120793,5.96364,0.137921,0.0743062,2.08151,255.846,0.000600962,0.999399,0.1875,8.72986
1.99018,-1.52024,591.668,0.125074,6.2558,0.142187,0.0797999,2.14975,255.999,0,1,0.1875,8.75377
2.07848,-1.52215,593.152,0.139336,6.73832,0.15041,0.0709049,1.96794,256,0,1,0.1875,8.77804
2.1763,-1.52386,594.49,0.146662,7.17912,0.157031,0.0791666,1.88569,256,0,1,0.1875,8.80187
2.27324,-1.52563,595.867,0.154537,7.53742,0.162349,0.0743823,1.79576,255.999,0,1,0.1875,8.82573
2.37771,-1.52679,596.768,0.159668,7.80957,0.167062,0.072111,1.58044,256,0,1,0.1875,8.8413
2.48868,-1.52825,597.911,0.169508,8.21212,0.173927,0.0600333,1.16467,256,0,1,0.1875,8.86365
2.61598,-1.52904,598.527,0.171638,8.33696,0.176057,0.051931,1.05144,256,0,1,0.1875,8.88975
2.75986,-1.52987,599.175,0.178692,8.49556,0.178845,0.0382982,0.848003,256,0,1,0.1875,8.93514
2.93661,-1.53047,599.641,0.180547,8.58234,0.180547,0.0256015,0.697348,256,0,1,0.1875,8.95754
3.16663,-1.53093,600.004,0.182055,8.66619,0.182055,0.0124053,0.574206,256,0,1,0.1875,8.97763
3.52296,-1.53109,600.128,0.182031,8.66188,0.182031,0.00767947,0.631381,256,0,1,0.1875,8.98593
