Beta,Energy,Energy Squared,Magnetization,Magnetization Squared,Absolute Magnetization,Specific Heat,Susceptibility,Cluster Size,Non-Wrapping Cluster Size,Wrapping Probability,Dominant Frequency, Dominant Amplitude
0,0.0121875,2.28984,-0.0136719,0.767344,0.0435156,0,0,1,1,0,0.206875,1.65268
0.00835205,-0.0308949,1.78926,-0.00733902,1.10496,0.053267,0.000107768,0.00316198,1.045,1.045,0,0.185606,1.60854
0.0184355,-0.0532565,2.83172,0.0027073,1.04162,0.0529858,0.000715638,0.00595277,1.106,1.106,0,0.191213,1.59517
0.0270726,-0.0528753,3.07092,-0.00225515,1.077,0.0520296,0.00172618,0.0103954,1.16171,1.16171,0,0.179768,1.70689
0.0352393,-0.0871212,4.3312,0.000868056,1.12989,0.0540562,0.0029656,0.0134559,1.21493,1.21493,0,0.191919,1.71808
0.0433495,-0.100849,4.26536,0.00503305,1.2171,0.0550631,0.00312266,0.0191136,1.27677,1.27677,0,0.178486,1.63393
0.053072,-0.127336,6.32165,0.00827206,1.36305,0.058364,0.00611421,0.0260597,1.36198,1.36198,0,0.186887,1.80228
0.0615786,-0.13972,6.91538,0.00139803,1.10345,0.0537007,0.00727216,0.0224892,1.43559,1.43559,0,0.178289,1.71539
0.0706288,-0.163711,8.71805,0.00210674,1.28336,0.0584621,0.00926295,0.0288445,1.52949,1.52949,0,0.176966,1.77748
0.0798263,-0.167801,9.4173,0.00285618,1.4459,0.0598118,0.0140768,0.0423137,1.61647,1.61647,0,0.206317,1.8144
0.0882587,-0.204696,12.9749,-0.0064433,1.54832,0.0615335,0.0175145,0.051103,1.71972,1.71972,0,0.16817,1.83795
0.0966171,-0.196261,12.4824,-0.00341323,1.12394,0.0519569,0.0244732,0.0418217,1.82885,1.82885,0,0.205704,1.8165
0.104358,-0.244839,17.1977,0.00301032,1.68033,0.0645069,0.0201636,0.0641884,1.92626,1.92626,0,0.16055,1.92448
0.113568,-0.257997,19.243,0.00434847,1.48334,0.0587412,0.0284148,0.0681421,2.0778,2.0778,0,0.169222,1.89885
0.122012,-0.266628,19.8895,0.00516055,1.34776,0.0556193,0.0251628,0.0678178,2.21302,2.21302,0,0.172592,1.90197
0.131653,-0.28945,23.6181,0.0118243,1.44116,0.0602477,0.0376144,0.0673973,2.41731,2.41706,1.40766e-05,0.157658,1.86293
0.14016,-0.312922,27.0368,0.00971284,1.33474,0.0546171,0.0386846,0.0800434,2.61122,2.61091,1.40766e-05,0.17455,1.93059
0.149092,-0.310037,26.7384,-0.00570101,1.57334,0.0624296,0.047368,0.0858156,2.8306,2.82917,5.63063e-05,0.151464,1.88104
0.157677,-0.32801,29.43,-0.00398284,1.31985,0.0539216,0.0469105,0.0907469,3.08039,3.07834,9.19118e-05,0.170956,1.99867
0.166801,-0.364665,36.671,-0.00748698,1.22201,0.0564779,0.0731182,0.0676261,3.37868,3.37129,0.000276693,0.17513,2.03044
0.174532,-0.369362,37.0279,-0.0148196,1.39497,0.0539626,0.0640365,0.113361,3.67637,3.66769,0.000289948,0.14433,2.09247
0.183177,-0.390587,40.9204,0.0100337,1.73269,0.0662531,0.0625957,0.111552,3.96135,3.94335,0.000597426,0.165441,2.0586
0.192353,-0.412186,45.5026,-0.00850184,1.70604,0.0642616,0.0743299,0.124812,4.5045,4.46233,0.00122549,0.170343,2.1787
0.201195,-0.422444,47.3117,-0.000227549,1.38001,0.05848,0.0658296,0.101505,5.02957,4.95677,0.00197209,0.165655,2.15462
0.211023,-0.460689,56.2304,0.00262784,1.77486,0.0661222,0.0845367,0.138345,5.62658,5.5152,0.00295455,0.174432,2.17187
0.22012,-0.467773,57.5762,0.00240385,1.63041,0.065655,0.0756045,0.115981,6.34449,6.13385,0.00507813,0.156851,2.16545
0.230153,-0.478745,60.1309,-0.00359988,1.73637,0.0677849,0.0771494,0.128908,7.39213,6.98837,0.00886949,0.15625,2.22797
0.240538,-0.508917,68.7262,-0.00868056,1.95549,0.073548,0.140195,0.137278,8.63766,7.8291,0.0162247,0.144571,2.32694
0.24859,-0.524089,71.864,0.00935872,1.75537,0.0669759,0.0957109,0.150897,9.61797,8.53743,0.0202148,0.169271,2.28489
0.25866,-0.543281,77.5394,-0.00429688,1.94484,0.0691406,0.13246,0.186508,11.0239,9.35719,0.0298437,0.14375,2.31136
0.267568,-0.577674,87.2628,0.0105919,1.70237,0.0640775,0.131274,0.174255,13.4127,10.4509,0.0464243,0.148438,2.3719
0.276823,-0.580987,88.4199,-0.00850866,1.66058,0.0649752,0.153884,0.160504,15.767,11.4033,0.0628094,0.146658,2.41193
0.285668,-0.614121,98.1308,-0.0104167,2.02083,0.0715726,0.129078,0.202664,18.6433,11.7893,0.0945901,0.150538,2.51626
0.295633,-0.621676,101.29,-0.00806184,1.98388,0.0725565,0.205451,0.188075,21.9441,12.4692,0.117686,0.168218,2.4737
0.303807,-0.632773,104.674,-0.0127052,1.98753,0.0712595,0.200371,0.208894,26.2498,13.1272,0.152462,0.156566,2.55017
0.312314,-0.662867,114.915,0.00294962,2.33785,0.0740593,0.237127,0.291622,30.5886,12.5804,0.195312,0.149235,2.66795
0.320352,-0.655012,111.527,-0.0104425,2.24644,0.0735613,0.173704,0.275874,36.3236,12.4525,0.238243,0.137995,2.58791
0.329985,-0.680279,120.451,0.0094697,2.04261,0.0721275,0.215515,0.234555,44.4774,11.6903,0.299242,0.149621,2.72177
0.338894,-0.707707,130.256,-0.011268,1.82242,0.0682091,0.23412,0.213971,54.6714,10.8254,0.372296,0.151442,2.71148
0.347672,-0.709205,130.673,-0.00619104,2.22022,0.0731132,0.231125,0.296135,64.0007,9.50693,0.424233,0.150943,2.75592
0.356736,-0.736028,140.506,0.00570913,1.82843,0.0679087,0.231814,0.231115,75.227,8.52178,0.48768,0.160457,2.74882
0.366022,-0.750232,145.661,-0.00301671,2.0444,0.0707766,0.210625,0.278913,86.2475,7.06498,0.533571,0.152228,2.8989
0.376018,-0.758359,149.007,-0.0053125,2.66,0.0746875,0.251574,0.463245,99.9986,5.60984,0.600625,0.15375,2.91221
0.385414,-0.772333,154.371,0.00804924,2.48327,0.0797033,0.247773,0.3303,114.091,4.74605,0.650253,0.150253,2.8593
0.395118,-0.813356,171.102,-0.00498512,2.73289,0.0792411,0.272556,0.444676,127.786,3.3558,0.697768,0.153571,3.18151
0.404603,-0.80355,167.271,-0.012591,2.46814,0.0753944,0.323107,0.409846,139.891,2.83692,0.728914,0.148058,3.0772
0.413525,-0.847886,185.51,-0.0125613,2.00643,0.0733762,0.251105,0.25974,152.135,1.95634,0.770527,0.164216,3.157
0.423867,-0.869792,195.63,-0.00331439,2.31187,0.0757576,0.351515,0.357164,164.064,1.71212,0.793561,0.165404,3.44453
0.432827,-0.873879,197.853,-0.00557002,2.27069,0.0748698,0.441178,0.361707,173.46,1.20356,0.819734,0.161458,3.55176
0.440995,-0.888419,204.036,-0.0101273,2.47685,0.0784144,0.38475,0.398111,181.972,0.96195,0.841146,0.163773,3.6481
0.449905,-0.916972,217.328,0.0158642,2.06649,0.0713489,0.419744,0.343402,188.139,0.782366,0.851722,0.173469,3.63837
0.458608,-0.933675,224.893,0.00138346,1.8182,0.0677897,0.362774,0.294318,196.637,0.588216,0.87793,0.173828,3.66979
0.468151,-0.93125,223.693,-0.00353618,1.80707,0.0683388,0.368894,0.286276,202.284,0.502632,0.889474,0.175,3.74978
0.477812,-0.96371,239.638,-8.40054e-05,2.02671,0.0740087,0.429654,0.298406,210.575,0.311156,0.911962,0.168011,3.98153
0.486948,-0.966365,241.256,-0.00172697,2.11168,0.073273,0.518721,0.358993,211.784,0.260526,0.909211,0.159211,4.04639
0.495422,-0.987623,251.583,0.00164474,2.29671,0.0756579,0.46149,0.411862,217.443,0.226974,0.923684,0.168421,4.25943
0.504562,-1.01626,265.783,-0.00299874,1.70013,0.0625,0.354365,0.353257,216.275,0.248737,0.914141,0.168561,4.49052
0.515185,-1.02294,269.798,-0.0120066,1.78487,0.0680921,0.508529,0.308037,222.622,0.178947,0.932237,0.169737,4.57501
0.524239,-1.04854,282.879,-0.0090332,2.13037,0.0734863,0.390562,0.392084,225.852,0.146484,0.938151,0.177734,4.68603
0.534753,-1.05602,287.229,-0.0114369,2.19684,0.0737758,0.499162,0.429658,227.422,0.130799,0.9375,0.168814,4.87827
0.544239,-1.06966,295.036,0.0112933,2.08601,0.0702351,0.631137,0.448003,230.99,0.107673,0.949257,0.170173,4.74741
0.552825,-1.09017,305.777,-0.0100911,2.62077,0.0810547,0.46712,0.519038,233.852,0.0794271,0.957682,0.17513,4.81655
0.562962,-1.10796,315.891,-0.0195312,2.29804,0.0740525,0.516899,0.503396,235.344,0.0658245,0.958777,0.172872,5.12528
0.572776,-1.13416,330.769,-0.00511853,2.11045,0.0722881,0.482971,0.442589,237.999,0.0560345,0.964799,0.176724,5.40426
0.583106,-1.15212,341.272,-0.00719803,1.95822,0.0691713,0.496479,0.427615,239.365,0.0470506,0.967697,0.17486,5.56859
0.593478,-1.16797,350.573,0.00182292,1.83872,0.0709201,0.475736,0.327078,239.858,0.0430556,0.966667,0.180556,5.70518
0.604262,-1.18098,358.741,-8.31117e-05,1.78906,0.0655751,0.619723,0.415876,243.799,0.0272606,0.979388,0.184176,5.94957
0.613882,-1.18672,361.788,-0.0232639,1.35312,0.0569444,0.475847,0.321061,243.106,0.0381944,0.975,0.186111,6.19723
0.625036,-1.20441,372.927,-0.00211397,1.52188,0.061489,0.614062,0.346249,245.96,0.0257353,0.983824,0.189706,6.30235
0.635032,-1.22337,384.294,-0.00949261,1.91314,0.0672883,0.466139,0.478842,245.601,0.0288978,0.979839,0.18414,6.47708
0.64669,-1.2359,392.213,-0.00993546,1.43563,0.0588485,0.494915,0.355075,247.227,0.0190217,0.984375,0.184103,6.65428
0.658211,-1.25136,401.919,0.00475543,1.43988,0.0592731,0.454596,0.355745,246.544,0.0224185,0.97962,0.184103,6.97589
0.670446,-1.28244,422.26,0.00523897,1.55937,0.0631434,0.551131,0.361156,246.97,0.0213235,0.979412,0.1875,7.28581
0.681765,-1.29165,428.125,0.00570576,1.32005,0.0564431,0.475858,0.343935,249.234,0.0161517,0.98736,0.186798,7.45437
0.694151,-1.29922,433.081,0.0015625,1.03842,0.052114,0.462811,0.238203,248.787,0.0176471,0.983824,0.186765,7.59798
