Beta,Energy,Energy Squared,Magnetization,Magnetization Squared,Absolute Magnetization,Specific Heat,Susceptibility,Cluster Size,Non-Wrapping Cluster Size,Wrapping Probability,Dominant Frequency, Dominant Amplitude
0,-0.00144531,1.81293,-0.00664062,0.810156,0.0441406,0,0,1,1,0,0.19,1.53784
0.00930965,-0.0100845,2.5525,-0.00685587,1.10427,0.0535714,0.000218967,0.00344065,1.04636,1.04636,0,0.205357,1.6188
0.0171947,-0.03125,1.76271,0.0010723,1.02819,0.051011,0.000447245,0.0062252,1.0907,1.0907,0,0.192402,1.65349
0.0273849,-0.046317,2.24862,-0.00342262,1.20179,0.0549107,0.00127446,0.0117727,1.14693,1.14693,0,0.179167,1.71116
0.0369989,-0.0654297,3.29952,-0.00332755,1.13484,0.0541088,0.00301651,0.0142568,1.20703,1.20703,0,0.196181,1.68002
0.0454419,-0.106308,5.15859,-0.00116822,1.16852,0.0535923,0.004678,0.0196877,1.26516,1.26516,0,0.190421,1.73028
0.0537689,-0.103303,4.45401,-0.00504261,1.11491,0.0516335,0.00497884,0.0232504,1.32261,1.32261,0,0.175,1.70806
0.0633194,-0.149369,7.85701,-0.000716743,1.20069,0.0543291,0.00860145,0.0281812,1.40261,1.40261,0,0.197821,1.74794
0.0718762,-0.14951,7.20757,0.00245098,1.22886,0.0539216,0.00767258,0.0348263,1.47422,1.47422,0,0.183211,1.72859
0.0821605,-0.168337,9.16561,-0.00700177,1.31265,0.0582989,0.0129014,0.0363612,1.56265,1.56265,0,0.166863,1.79538
0.0912263,-0.182378,10.5926,0.00368514,1.33402,0.0576356,0.0172906,0.0441192,1.65631,1.65631,0,0.199882,1.82358
0.0999214,-0.210412,13.1985,-0.00225361,1.39543,0.0588942,0.0186163,0.050709,1.76708,1.76708,0,0.179087,1.88348
0.1091,-0.216834,13.729,0.0116436,1.02239,0.0510066,0.0201467,0.0388785,1.87234,1.87234,0,0.190505,1.91822
0.118733,-0.245945,17.7416,0,1.73185,0.0645833,0.0318108,0.0788469,2.00454,2.00454,0,0.167857,1.98531
0.127077,-0.25372,18.1565,-0.00870536,1.58497,0.0645089,0.0270768,0.0660356,2.1332,2.1332,0,0.164286,1.88364
0.136756,-0.290714,23.387,-0.00322165,1.75097,0.0668492,0.0327526,0.0830037,2.29572,2.29572,0,0.157861,1.96661
0.146226,-0.30375,25.4416,0.00273437,1.55766,0.0617969,0.0389575,0.0848156,2.4645,2.46411,1.5625e-05,0.1425,1.94064
0.155512,-0.316257,27.0076,0.000595238,1.72738,0.064881,0.0339256,0.101042,2.65396,2.65329,2.97619e-05,0.135119,1.97595
0.166093,-0.32681,29.9783,-0.0059345,1.596,0.0630258,0.0727259,0.0961856,2.92153,2.92153,0,0.152043,2.02686
0.173812,-0.339499,31.3853,-0.00474877,1.90227,0.0687806,0.0567611,0.120137,3.1135,3.11184,6.12745e-05,0.147059,2.01619
0.182956,-0.368742,36.8572,0.00485437,1.46754,0.0612864,0.0685741,0.0925747,3.40407,3.39967,0.000151699,0.158374,2.06737
0.191712,-0.376745,38.6984,-0.00166869,1.63562,0.0653823,0.0868376,0.103766,3.71919,3.7135,0.000197209,0.166262,2.03676
0.199866,-0.408384,44.6156,0.00253183,2.36097,0.0771846,0.0767184,0.167059,4.00544,3.99314,0.000390625,0.149884,2.23735
0.20891,-0.426767,48.5486,0.00386974,2.57024,0.0773218,0.0839379,0.217204,4.43502,4.41917,0.000452687,0.135514,2.22778
0.217947,-0.45151,54.1225,-0.000826322,1.85472,0.0661809,0.0918677,0.159856,4.89198,4.85801,0.00085637,0.136418,2.16415
0.226959,-0.468202,57.7572,-0.0189836,1.80345,0.0686332,0.0844022,0.135621,5.41322,5.36435,0.00122664,0.141939,2.14055
0.236751,-0.478935,60.8209,0.00810456,2.56732,0.0768838,0.117695,0.249553,6.00943,5.91159,0.00220502,0.143692,2.30246
0.2454,-0.485953,62.2703,-0.00232873,2.34931,0.0735427,0.109356,0.236744,6.73442,6.55227,0.0038762,0.143029,2.28815
0.2547,-0.502985,66.7507,-0.00434847,2.61277,0.0777565,0.128724,0.271248,7.53243,7.20799,0.00633844,0.133255,2.44637
0.263598,-0.537894,76.1459,0,2.63727,0.0803154,0.144341,0.259886,8.5498,8.10996,0.00773949,0.11215,2.3918
0.272293,-0.547966,79.0307,0.003308,2.55954,0.0786177,0.160332,0.266105,9.74437,8.95721,0.0133727,0.113176,2.43812
0.280816,-0.570165,85.272,-0.016362,2.39623,0.0765035,0.161615,0.252148,11.0771,9.86999,0.0193101,0.133844,2.46197
0.289571,-0.563052,82.8222,-0.00812816,2.21133,0.0741004,0.139448,0.233299,12.8038,10.6163,0.0333018,0.13447,2.36258
0.29929,-0.614318,98.2447,-7.97194e-05,2.96062,0.0856983,0.146348,0.323383,14.9389,11.5702,0.0470344,0.109056,2.67997
0.309095,-0.606033,96.2562,0.0249678,3.27674,0.0911727,0.213402,0.355073,17.4663,12.5847,0.0616946,0.12049,2.5967
0.317481,-0.629982,103.954,-0.0125159,2.79353,0.0855389,0.237166,0.292209,20.3613,13.7425,0.0795599,0.129464,2.60604
0.325651,-0.626932,102.62,0.00840054,2.41868,0.0762769,0.212166,0.302606,23.7152,14.4187,0.106351,0.118952,2.5644
0.334512,-0.677513,119.748,0.00515464,3.41978,0.0947165,0.250473,0.375707,28.2197,14.5641,0.143847,0.112758,2.76505
0.342889,-0.680006,120.329,0.0131537,2.59104,0.0783642,0.229519,0.34939,32.2436,13.9316,0.183514,0.11926,2.73352
0.35186,-0.703082,128.08,0.0153674,3.46823,0.094351,0.189731,0.418465,38.4354,14.3451,0.22081,0.105082,2.90804
0.361984,-0.72678,137.027,0.00685764,4.53802,0.107205,0.236556,0.577669,47.8207,13.4108,0.292708,0.111806,3.10471
0.371312,-0.733516,139.442,0.0114183,3.80924,0.101734,0.234729,0.430601,54.3137,12.3173,0.334993,0.120879,2.99412
0.380917,-0.756743,148.71,0.0143229,4.13728,0.103795,0.30603,0.525401,64.1354,10.8793,0.398624,0.107887,2.93238
0.389547,-0.76859,153.568,0.0064006,3.06928,0.0881024,0.355265,0.421566,77.0559,9.32907,0.46875,0.111446,3.01737
0.397738,-0.783717,158.953,-0.0120888,2.94951,0.086102,0.271236,0.418276,86.7525,8.58701,0.515296,0.113816,3.10017
0.40731,-0.820186,173.978,-0.00789651,4.23824,0.106015,0.292786,0.554357,99.5529,6.83266,0.576445,0.104167,3.26353
