Beta,Energy,Energy Squared,Magnetization,Magnetization Squared,Absolute Magnetization,Specific Heat,Susceptibility,Cluster Size,Non-Wrapping Cluster Size,Wrapping Probability,Dominant Frequency, Dominant Amplitude
0.281409,-0.680965,120.358,-0.00946514,1.29718,0.058143,0.130467,0.121495,28.735,11.04,0.214243,0.174279,2.51142
0.291174,-0.660859,114.239,0.00390625,1.65281,0.0601563,0.206414,0.21151,35.5291,10.9356,0.275313,0.18,2.52785
0.299206,-0.700323,127.986,0.000339674,1.05095,0.0519701,0.217572,0.107571,41.196,10.0815,0.311821,0.173913,2.70836
0.307246,-0.719568,134.885,0.0176235,1.74964,0.065952,0.220299,0.195445,48.9706,8.93459,0.368823,0.18314,2.80642
0.31545,-0.767014,152.46,0.0173611,1.57431,0.0663194,0.184353,0.141432,57.975,8.45208,0.421528,0.173611,2.91108
0.324658,-0.765891,152.559,-0.00372869,1.47053,0.057706,0.252154,0.200655,70.6417,6.85192,0.491832,0.184659,2.95324
0.332761,-0.777604,157.289,0.0130208,1.29271,0.0571181,0.27616,0.152243,81.2774,6.55139,0.537847,0.195833,2.80695
0.340697,-0.802604,167.008,-0.0163194,1.14722,0.0541667,0.243668,0.134954,95.2691,5.2066,0.603125,0.191667,3.04011
0.349347,-0.824582,176.101,0.0134448,1.31831,0.0570494,0.248629,0.169478,107.426,4.01417,0.643895,0.177326,2.97643
0.358128,-0.833718,179.785,0.00195312,1.57209,0.0644531,0.236344,0.182148,121.729,3.29901,0.692827,0.18892,3.08243
0.367361,-0.88521,202.71,0.00106534,1.23722,0.0564631,0.284626,0.154684,140.388,2.06605,0.75142,0.191761,3.25988
0.375991,-0.879724,201.602,0.00999273,1.25981,0.0583212,0.491905,0.146284,152.4,1.77871,0.782703,0.203488,3.32899
0.38271,-0.890262,204.763,0.0210756,1.19695,0.0548692,0.27337,0.163121,161.45,1.50799,0.800145,0.199128,3.36424
0.391884,-0.916159,216.925,0.00381098,1.33689,0.0609756,0.315167,0.150905,170.266,0.994665,0.821265,0.182927,3.67763
0.400633,-0.941157,229.327,-0.0226064,1.07181,0.0518617,0.412243,0.153547,178.597,0.875,0.836436,0.199468,3.71527
0.408453,-0.971924,244.69,-0.00374349,1.43652,0.0603841,0.477629,0.205487,188.324,0.596029,0.86263,0.186198,3.7341
0.41586,-0.981965,248.413,0.00199468,1.12234,0.0541888,0.270493,0.154124,191.357,0.527593,0.865691,0.194149,3.57354
0.425882,-1.009,263.886,0.0197011,1.23302,0.0560462,0.590667,0.18265,201.099,0.406929,0.884851,0.202446,4.14377
0.432827,-1.01595,266.497,0.00211589,1.11556,0.0551758,0.424405,0.145517,203.109,0.388021,0.886393,0.200521,4.02932
0.441154,-1.03646,277.527,-0.0109375,0.983681,0.0512153,0.490394,0.137724,209.525,0.316319,0.904167,0.204167,4.28192
0.449049,-1.06659,294.844,-0.0063244,0.982143,0.0513393,0.728674,0.138037,213.478,0.264137,0.911458,0.1875,4.41388
0.455642,-1.09199,307.607,-0.00800781,1.04492,0.0537109,0.485854,0.139607,217.759,0.191797,0.920703,0.2,4.70353
0.463835,-1.10588,316.436,0,0.949013,0.0489309,0.721852,0.15589,225.678,0.162829,0.949013,0.1875,4.64556
0.470677,-1.117,321.597,-0.00539435,0.986979,0.0492932,0.484776,0.171772,224.509,0.0997024,0.9375,0.197917,4.94075
0.47915,-1.1548,343.566,0.00799419,1.0734,0.0534157,0.499548,0.164335,224.583,0.116279,0.931686,0.19186,5.27461
0.487646,-1.18396,361.534,0.00545058,0.932413,0.049782,0.638472,0.14531,229.906,0.117733,0.947674,0.193314,5.19232
0.495295,-1.17752,357.2,0.00451389,0.93125,0.0493056,0.550497,0.152999,229.153,0.109722,0.940278,0.194444,5.31464
0.503662,-1.20003,370.744,0.00813802,0.757161,0.0426432,0.528777,0.146888,232.603,0.0664062,0.950521,0.190104,5.89676
0.512343,-1.22856,388.402,-0.00526148,0.998406,0.0511798,0.527171,0.167969,235.886,0.0637755,0.960459,0.191327,6.06176
0.521187,-1.24945,402.498,-0.0084375,0.889375,0.048125,0.773695,0.154519,237.577,0.065,0.96375,0.19375,6.34802
0.528613,-1.23463,392.34,-0.00883152,0.921875,0.0506114,0.591391,0.140678,235.716,0.0557065,0.953804,0.191576,6.34214
0.537228,-1.26944,414.643,0.0150799,0.839026,0.0470567,0.607352,0.14621,239.14,0.0465116,0.965116,0.193314,6.61568
0.545868,-1.29011,427.932,-0.00647866,0.841463,0.0449695,0.551146,0.176733,240.21,0.0457317,0.966463,0.195122,6.62307
0.555083,-1.30292,436.149,0.00093006,0.643973,0.0422247,0.481617,0.104103,242.03,0.0372024,0.971726,0.196429,6.77247
0.565108,-1.31214,441.869,-0.00337358,0.60973,0.0378196,0.353755,0.137642,244.223,0.0269886,0.977273,0.197443,6.85064
0.577016,-1.34418,463.909,-0.00277778,1.04097,0.0486111,0.453017,0.251598,244.725,0.0333333,0.976389,0.197222,7.00959
0.58776,-1.33924,460.338,0.00329861,1.18229,0.0557292,0.410593,0.227594,244.721,0.0347222,0.975,0.197222,7.05873
0.599256,-1.35264,469.97,0.0104721,0.933843,0.0463763,0.568013,0.229664,247.879,0.0212766,0.985372,0.196809,7.17645
0.609222,-1.38431,492.086,0.00398936,0.773271,0.0462101,0.560524,0.138059,248.251,0.0226064,0.985372,0.196809,7.35023
0.61942,-1.41976,517.26,0.00537109,0.743164,0.0415039,0.474416,0.18718,247.715,0.0208333,0.981771,0.200521,7.65483
0.630691,-1.42458,521.819,-0.00525841,0.730469,0.042518,0.909301,0.168821,250.624,0.0144231,0.991587,0.200721,7.87428
0.638981,-1.46383,550.821,-0.000868056,0.725694,0.0407986,0.924349,0.191423,249.828,0.0127315,0.987269,0.208333,8.248
0.647311,-1.47348,558.655,-0.0015024,0.864183,0.0459736,1.19007,0.209152,252.493,0.00360577,0.996394,0.213942,8.43112
0.654747,-1.49805,577.442,0.00736178,0.532151,0.0359075,1.26074,0.132311,250.038,0.0168269,0.985577,0.221154,8.65823
0.662056,-1.50339,582.405,0.00191627,0.519163,0.03523,1.66502,0.133357,249.555,0.0212264,0.983491,0.225236,8.77887
0.668486,-1.55221,621.269,0.00360577,0.453726,0.030649,1.99959,0.142554,251.207,0.0108173,0.989183,0.228365,9.12767
0.674411,-1.5843,646.574,-0.00326705,0.328693,0.0274148,1.82357,0.0919164,252.953,0.00454545,0.995455,0.231818,9.42726
0.68067,-1.61261,670.357,0.00751202,0.373798,0.0282452,2.14517,0.115417,252.206,0.00961538,0.991587,0.234375,9.67568
0.686495,-1.64576,696.915,0.00873162,0.352022,0.0261949,1.66589,0.121072,251.781,0.0147059,0.988971,0.240196,10.0326
0.693161,-1.68656,731.689,0.00171875,0.205937,0.0189062,1.68102,0.0793193,252.484,0.00875,0.99125,0.24375,10.2991
0.699862,-1.705,746.838,0.00105168,0.0922476,0.0142728,1.29144,0.0280622,253.982,0.00360577,0.996394,0.246394,10.512
0.70758,-1.7356,772.348,0.00183824,0.0943627,0.0116422,0.599338,0.0422175,254.771,0.00122549,0.998775,0.248775,10.825
0.719035,-1.75717,791.186,-0.0015625,0.0542614,0.0103693,0.385245,0.0192238,253.856,0.00681818,0.994318,0.25,10.9703
0.733555,-1.75751,791.367,-0.00183824,0.0496324,0.0104167,0.337373,0.0160315,254.744,0.00245098,0.997549,0.25,11.055
0.749383,-1.77006,802.653,-0.000300481,0.0456731,0.00811298,0.325,0.0215995,254.516,0.00360577,0.996394,0.25,11.097
0.765858,-1.783,813.997,0.00049867,0.034242,0.00681516,0.0905555,0.0171183,254.852,0.00265957,0.99734,0.25,11.1772
0.797755,-1.78594,816.726,-0.00125,0.045625,0.0084375,0.1242,0.0218585,255.354,0.00125,0.99875,0.25,11.1871
0.826125,-1.79438,824.459,0,0.033125,0.00625,0.133272,0.0191042,255.759,0,1,0.25,11.2121
0.854487,-1.79775,827.507,0.000637755,0.0133929,0.00446429,0.100147,0.0070844,255.138,0.00255102,0.997449,0.25,11.2455
0.888329,-1.7994,828.999,-0.000488281,0.0100911,0.00374349,0.0897132,0.00577737,255.816,0,1,0.25,11.2568
0.9255,-1.80444,833.611,0.000813802,0.00748698,0.00309245,0.0608405,0.0046634,255.548,0.00130208,0.998698,0.25,11.2752
0.972526,-1.81276,841.264,0,0.00208333,0.00104167,0.0209194,0.00175595,255.947,0,1,0.25,11.302
1.0568,-1.81403,842.434,0,0.0013587,0.000679348,0.016972,0.00131101,255.981,0,1,0.25,11.3061
1.15847,-1.81584,844.103,-0.00016276,0.000325521,0.00016276,0.00524009,0.000369249,255.986,0,1,0.25,11.3119
1.35904,-1.81584,844.103,-0.00016276,0.000325521,0.00016276,0.00721168,0.000433179,255.999,0,1,0.25,11.3119
