Beta,Energy,Energy Squared,Magnetization,Magnetization Squared,Absolute Magnetization,Specific Heat,Susceptibility,Cluster Size,Non-Wrapping Cluster Size,Wrapping Probability,Dominant Frequency, Dominant Amplitude
0.0867142,-0.49442,68.8438,-0.00409226,1.05729,0.0505952,0.0471038,0.0348559,2.43456,2.42734,0.000409226,0.208333,1.83031
0.0917217,-0.466933,60.3765,0.012718,0.989826,0.0486919,0.0383766,0.035118,2.62842,2.6222,0.000363372,0.1875,1.89524
0.0975898,-0.556597,85.9319,0.00972222,1.16042,0.0555556,0.0630761,0.0361368,2.8659,2.84771,0.00100694,0.225,2.00579
0.10246,-0.631696,106.911,0.0063244,0.584821,0.0390625,0.0499325,0.0198973,3.08389,3.05595,0.00133929,0.220238,2.04807
0.108207,-0.62466,104.471,0.0032269,0.975883,0.0501019,0.0536272,0.0360622,3.34246,3.2947,0.00217391,0.216033,1.89602
0.114063,-0.61556,103.608,-0.00016276,0.820638,0.0444336,0.0859474,0.0359533,3.68792,3.60876,0.00348307,0.203125,1.81962
0.118939,-0.647917,111.503,-0.0147569,0.760764,0.0435764,0.0570812,0.032666,4.03951,3.91733,0.00489583,0.201389,2.05956
0.125178,-0.679348,121.272,0.0045856,0.761209,0.0436481,0.0489565,0.0342349,4.4855,4.29107,0.00764266,0.202446,2.04533
0.132269,-0.738791,147.531,0.00628397,0.869905,0.0470448,0.136522,0.04012,5.04226,4.69603,0.0124321,0.210598,1.95161
0.136756,-0.758789,152.03,0.00651042,0.639974,0.0410156,0.0866875,0.0286243,5.59971,5.12428,0.0158854,0.204427,2.08769
0.142577,-0.814931,175.757,0.0107639,0.847917,0.0493056,0.116772,0.0321612,6.30899,5.58201,0.0229861,0.231944,2.07965
0.147806,-0.848125,190.13,0.0053125,0.7125,0.0415625,0.130755,0.0399483,7.05169,5.95225,0.0327187,0.21125,2.05543
0.152929,-0.844076,188.543,-0.00309245,1.02376,0.0470378,0.143887,0.0699422,7.78496,6.25163,0.0435872,0.201823,2.15982
0.157982,-0.897461,213.837,0.0179036,1.0293,0.0511068,0.190821,0.0569763,8.7291,6.63913,0.0555664,0.200521,2.10211
0.162515,-0.939032,232.957,0.000919118,0.64277,0.0416667,0.19072,0.0322308,9.94917,6.98735,0.0734069,0.25,2.02324
0.167179,-0.957252,240.468,-0.0100236,0.853184,0.0471698,0.164539,0.0474096,11.3878,7.38614,0.0920696,0.227594,2.34762
0.172344,-0.970026,246.24,-0.00446429,0.706633,0.044324,0.159108,0.035105,12.6687,7.45778,0.114381,0.219388,2.27893
0.177759,-0.980392,252.547,-0.00980392,0.552083,0.0379902,0.20499,0.0324607,14.988,7.65282,0.148958,0.219363,2.34331
0.18268,-1.04325,282.773,0.0078125,0.691964,0.0387835,0.138553,0.0560645,17.2149,7.66085,0.18178,0.233259,2.43715
0.188831,-1.08623,307.326,0.00072338,0.68316,0.0409433,0.188087,0.0479656,19.9951,7.46493,0.220978,0.216435,2.45189
0.194288,-1.09922,315.568,-0.00273437,0.565365,0.0391927,0.235832,0.033443,23.88,7.37174,0.263672,0.2125,2.25948
0.199302,-1.13824,338.716,-0.00132415,0.581568,0.0378708,0.279802,0.0427332,28.4028,6.90305,0.316419,0.216102,2.76166
0.204025,-1.192,371.626,0.00185381,0.40678,0.0341631,0.328162,0.022034,32.5355,6.50779,0.358051,0.227754,2.65684
0.208488,-1.1755,361.041,0.00613839,0.5625,0.0376674,0.317272,0.0415472,37.6617,6.10109,0.399944,0.227679,2.56519
0.213127,-1.21255,381.686,-0.00161638,0.467134,0.0331358,0.240424,0.0396525,43.3489,5.58524,0.44278,0.231681,2.77214
0.218575,-1.28739,431.029,0.00320871,0.625279,0.038923,0.322127,0.0518983,51.5309,4.92416,0.49707,0.220982,2.74115
0.223402,-1.29548,436.818,-0.00432478,0.675502,0.039481,0.358412,0.061762,59.2851,4.42028,0.536886,0.234375,2.92132
0.228078,-1.35222,475.432,-0.00225106,0.385858,0.0313824,0.381477,0.0305021,67.6369,3.73888,0.574417,0.236229,3.07811
0.232707,-1.35554,477.521,0.00616776,0.709704,0.0429002,0.385869,0.0555131,76.3747,3.24153,0.614117,0.226974,3.03325
0.237402,-1.42571,528.894,0.0017818,0.449287,0.035773,0.480945,0.0288874,86.4749,2.78544,0.643914,0.223684,3.05745
0.241692,-1.44001,539.352,-0.00809152,0.400112,0.0334821,0.49663,0.0273407,95.8127,2.32612,0.677372,0.233259,3.15405
0.245991,-1.4592,553.341,0.00535301,0.425058,0.0339988,0.499137,0.0317677,106.336,2.05431,0.704225,0.234954,3.14696
0.250354,-1.52539,604.048,-0.0030692,0.604911,0.0396205,0.525421,0.0508333,117.621,1.60603,0.739955,0.237723,3.83782
0.254683,-1.56417,634.344,-0.0015346,0.409319,0.0297154,0.519151,0.0466758,131.76,1.34068,0.770089,0.233259,3.65075
0.259113,-1.61077,675.448,-0.000139509,0.431641,0.0341797,0.754314,0.0343502,143.379,1.01451,0.801339,0.231027,3.8696
0.262852,-1.63041,688.38,0.0117188,0.424279,0.03125,0.543909,0.0458096,146.868,0.977464,0.800781,0.241587,4.08381
0.267319,-1.64266,701.614,0.0137568,0.438519,0.0337976,0.774523,0.0390545,155.45,0.852242,0.815217,0.243207,3.76455
0.271126,-1.74151,787.156,0.0045856,0.422894,0.0300611,0.789968,0.0519353,166.696,0.730299,0.834579,0.241848,4.15892
0.274949,-1.80543,845.719,0.00130208,0.309896,0.0284598,0.851639,0.0281949,174.638,0.601562,0.84747,0.248512,4.81153
0.278684,-1.80692,852.978,-0.00409226,0.322917,0.0286458,1.33181,0.0314487,180.465,0.548735,0.850446,0.247024,5.1643
0.28171,-1.8924,927.51,0.0090554,0.282315,0.0275213,0.851371,0.0249075,185.964,0.502841,0.862926,0.242898,5.31222
0.285537,-1.91903,956.599,0.00408381,0.319247,0.0278764,1.1276,0.0343532,196.372,0.397372,0.886009,0.244318,5.15354
0.288907,-1.92025,956.944,0.00878906,0.354167,0.0279948,1.0836,0.044358,199.381,0.315104,0.898438,0.247396,5.50061
0.292385,-1.95279,988.801,-0.00199468,0.291888,0.0255984,1.07464,0.0362958,206.25,0.237367,0.906582,0.244681,5.9323
0.29592,-2.03993,1075.13,0.00538194,0.236458,0.0255208,0.860984,0.0206322,207.868,0.255903,0.904514,0.244444,6.44767
0.299917,-2.09407,1135.64,-0.00127551,0.304209,0.0242347,1.17406,0.0461438,213.249,0.20727,0.915497,0.248724,6.74931
0.303386,-2.16562,1214.38,-0.0046875,0.28,0.0253125,1.26582,0.0351852,217.265,0.166563,0.92125,0.25125,7.19748
0.306766,-2.15251,1196.46,0.00152853,0.164742,0.0198709,0.971787,0.0195285,220.664,0.151155,0.929688,0.25,7.1873
0.310666,-2.23646,1295.27,-0.00121528,0.240625,0.0227431,1.43044,0.0336171,225.38,0.127431,0.94375,0.248611,7.52393
0.313922,-2.27628,1340.07,-0.0012429,0.118253,0.0165128,1.34264,0.0152091,226.168,0.116832,0.93821,0.25,8.01123
0.317317,-2.28267,1345.15,0.00106534,0.236506,0.024858,1.13185,0.0248519,229.142,0.114702,0.947088,0.245739,7.63779
0.321055,-2.36882,1446.43,-0.00090843,0.22202,0.0216206,1.02361,0.0328608,229.796,0.0853924,0.946221,0.25,8.66155
0.325032,-2.37805,1460.3,-0.000381098,0.217988,0.0228659,1.33063,0.0273479,233.37,0.078125,0.954268,0.248476,8.60739
0.328564,-2.47674,1584.33,0.00327035,0.226744,0.0232558,1.50677,0.0290092,233.769,0.0835756,0.953125,0.25,9.07241
0.331919,-2.49757,1606.5,-0.00399306,0.126042,0.0154514,1.05884,0.0215491,235.44,0.0659722,0.955208,0.25,9.38436
0.335961,-2.48709,1593.86,0.00492527,0.174253,0.0205503,1.16652,0.0222206,238.603,0.0577446,0.966033,0.251359,9.34185
0.33986,-2.50509,1617.44,-0.00454215,0.127544,0.0183503,1.26173,0.0140498,238.832,0.0650436,0.96439,0.25,9.48784
0.343652,-2.56454,1689.34,-0.00339674,0.106658,0.015625,0.669303,0.0151748,240.905,0.0424592,0.971128,0.25,9.62589
0.348917,-2.62714,1778.19,-0.00199142,0.13511,0.0176164,1.37677,0.019422,243.271,0.0349265,0.975797,0.25,10.0511
0.352643,-2.62561,1773.88,0.0044424,0.0818015,0.0142463,1.12682,0.0105244,244.011,0.0309436,0.977328,0.25,10.012
0.356807,-2.66231,1819.73,0.00159439,0.116709,0.0172194,0.666051,0.0145589,242.735,0.051977,0.970344,0.25,10.2205
0.362287,-2.70823,1882.59,-0.000797194,0.0564413,0.0119579,0.650361,0.00718613,245.731,0.0277423,0.979911,0.25,10.3648
0.367917,-2.70344,1876.23,0.00271046,0.0902423,0.0145089,0.707716,0.0133745,246.737,0.0242347,0.982143,0.25,10.4175
0.373398,-2.7714,1968.25,-0.000849185,0.0438179,0.0106997,0.278609,0.005418,247.002,0.0258152,0.980639,0.25,10.7277
0.382264,-2.79875,2007.41,-0.0021875,0.0625,0.0128125,0.315501,0.00782686,248.465,0.0196875,0.984375,0.25,10.8366
0.390794,-2.83626,2060.69,-0.00195312,0.046224,0.0104167,0.202429,0.00720865,249.299,0.016276,0.986003,0.25,10.9229
0.40168,-2.86737,2106.15,-0.00199855,0.0381541,0.00926599,0.22015,0.00649688,249.909,0.0174419,0.986192,0.25,11.0297
0.412409,-2.87282,2114.86,0.0012718,0.0367006,0.00926599,0.352317,0.00607099,251.338,0.0119913,0.990189,0.25,11.0142
0.421117,-2.89205,2142.37,0.00390625,0.0319602,0.00887784,0.214026,0.00496216,252.192,0.00852273,0.992543,0.25,11.0704
0.432526,-2.89334,2144.97,0.00237772,0.03125,0.0078125,0.352961,0.00675822,252.438,0.00985054,0.992188,0.25,11.0727
0.44165,-2.91781,2180.61,0.0003125,0.014375,0.0046875,0.219344,0.00386444,253.175,0.0075,0.994062,0.25,11.1174
0.453469,-2.92698,2194,0.00111607,0.015625,0.00526148,0.163347,0.00387177,253.817,0.00446429,0.995855,0.25,11.147
0.467531,-2.9409,2214.56,-0.00203804,0.0169837,0.00577446,0.0985495,0.00394949,254.087,0.00543478,0.995924,0.25,11.1913
0.486197,-2.94709,2224.02,0.00053267,0.0166903,0.00585938,0.136471,0.00384158,255.311,0,1,0.25,11.2037
0.502692,-2.9641,2249.55,-0.000332447,0.0113032,0.00432181,0.0920168,0.00327837,254.451,0.00398936,0.996011,0.25,11.2352
0.523462,-2.9625,2247.19,0.00203125,0.0115625,0.00390625,0.11714,0.00400775,254.952,0.0025,0.9975,0.25,11.2345
0.54263,-2.98524,2281.58,0,0.00578704,0.00231481,0.0548114,0.00239587,255.443,0.00115741,0.998843,0.25,11.2843
0.571679,-2.98669,2283.76,0.000289352,0.00289352,0.00144676,0.0525082,0.00134784,255.537,0.00115741,0.998843,0.25,11.2876
0.602947,-2.98843,2286.37,0,0.00347222,0.00173611,0.0397082,0.00162833,255.898,0,1,0.25,11.2909
0.64087,-2.99103,2290.36,0.000144676,0.00260417,0.00130208,0.0490593,0.00139078,255.918,0,1,0.25,11.2958
0.677133,-2.99558,2297.26,-0.000147406,0.00147406,0.000737028,0.0220359,0.000903969,255.662,0.00117925,0.998821,0.25,11.3054
