Beta,Energy,Energy Squared,Magnetization,Magnetization Squared,Absolute Magnetization,Specific Heat,Susceptibility,Cluster Size,Non-Wrapping Cluster Size,Wrapping Probability,Dominant Frequency, Dominant Amplitude
0.126192,-0.293359,24.7776,0.0046875,0.924375,0.0490625,0.0437332,0.0388861,2.46663,2.46663,0,0.195,1.82724
0.133755,-0.320625,28.8694,-0.006875,1.62875,0.0659375,0.0456649,0.0689809,2.63853,2.63584,9.375e-05,0.15625,1.85791
0.1416,-0.325674,28.6131,-0.00413603,1.43352,0.0586703,0.0292894,0.0782073,2.87426,2.87102,9.19118e-05,0.170343,1.94807
0.15197,-0.343111,32.4763,0.0181818,1.68807,0.0650568,0.0540128,0.0918772,3.19636,3.19148,0.000198864,0.171591,2.05185
0.160165,-0.38331,39.6776,-0.0136364,1.01875,0.0482955,0.0529602,0.0675324,3.46065,3.45176,0.000340909,0.186364,1.96101
0.168888,-0.395946,42.2354,0.0185884,1.118,0.0525323,0.0599418,0.0695018,3.83295,3.8056,0.000969828,0.174569,2.03307
0.177533,-0.42034,46.9943,0.00809152,1.3404,0.0569196,0.0555553,0.0907197,4.2709,4.22932,0.00128348,0.199777,2.11526
0.186973,-0.416347,46.836,0.0172465,1.30159,0.0579304,0.0859879,0.0827306,4.80846,4.73202,0.00227005,0.153302,2.0349
0.194965,-0.481235,62.071,0.0067402,1.65993,0.0689338,0.105853,0.0864566,5.3473,5.22096,0.00346201,0.160539,2.09306
0.202475,-0.455303,56.1685,-0.0147236,1.21815,0.0573918,0.127062,0.0759142,5.99204,5.76205,0.00588942,0.1875,2.06153
0.209594,-0.47338,59.5748,0.000434028,1.63802,0.0681424,0.0970056,0.0941739,6.61751,6.28698,0.00807292,0.167824,2.21656
0.218028,-0.533278,75.4433,0.0148738,1.41376,0.0599459,0.125522,0.107667,7.49913,6.95898,0.0120192,0.188702,2.3207
0.225741,-0.53983,75.8966,-0.00739397,1.4707,0.0620815,0.0659413,0.10927,8.49551,7.63468,0.0181362,0.180804,2.15939
0.236759,-0.531605,75.1137,-0.00667614,1.69403,0.0637784,0.155108,0.154534,10.1282,8.55227,0.0299716,0.177273,2.21516
0.244293,-0.549602,79.3527,0.0150354,1.74587,0.0695755,0.120833,0.123769,11.6409,9.43432,0.0393278,0.168632,2.19161
0.253101,-0.582868,89.4979,-0.00376674,1.36747,0.0587333,0.161793,0.122595,13.5767,10.3535,0.0544085,0.196429,2.32318
0.260988,-0.584961,90.156,-0.0216346,1.28786,0.0564904,0.174246,0.122905,16.2557,10.5784,0.0880409,0.173077,2.33479
0.268824,-0.619106,99.4235,-0.0205592,2.19298,0.0745614,0.0939889,0.206934,19.1173,11.5058,0.106086,0.182018,2.57223
0.279814,-0.630208,103.833,0.00095943,1.43503,0.0629112,0.169075,0.118034,23.6247,11.676,0.155154,0.16557,2.41856
0.288342,-0.650568,109.976,-0.0112216,1.62642,0.0643466,0.135256,0.163333,27.7139,11.2713,0.194602,0.151136,2.58082
0.298169,-0.650427,109.723,0.010171,1.63001,0.0647111,0.126288,0.16638,34.4841,10.8137,0.253538,0.158019,2.45444
0.308684,-0.707858,130.57,0.000751202,1.34645,0.0542368,0.218951,0.183173,43.9886,10.8468,0.313702,0.165865,2.69745
0.316952,-0.71244,132.335,0.00195312,1.17939,0.0518329,0.240781,0.155815,52.0162,9.77254,0.370493,0.189904,2.87289
0.325048,-0.7287,138.011,0.00574882,1.10584,0.0532134,0.219108,0.12382,60.4402,8.60643,0.42895,0.182783,2.95933
0.333751,-0.773591,154.889,0.00291054,1.5769,0.0617341,0.187953,0.200671,72.6137,7.36673,0.495404,0.164216,2.966
0.3434,-0.749324,145.551,-0.00420673,1.91707,0.0670072,0.213536,0.263606,86.3861,5.8765,0.561298,0.165865,2.87415
0.352713,-0.785724,160.17,-0.024858,1.72358,0.0680398,0.264372,0.189919,98.8991,5.25824,0.604261,0.184091,3.05759
0.361311,-0.787581,160.04,-0.0076778,1.68238,0.0658675,0.162827,0.206569,112.177,3.97117,0.656789,0.175647,3.05338
0.372533,-0.846379,185.775,0.00736178,1.8152,0.0680589,0.331267,0.234476,129.189,2.82903,0.710337,0.179087,3.20233
0.380645,-0.840567,183.078,-0.00491898,1.13137,0.0529514,0.318753,0.157427,139.031,2.62269,0.736111,0.1875,2.92557
0.389095,-0.882885,201.625,0.00405093,1.10069,0.0558449,0.314344,0.117631,152.003,1.71991,0.774306,0.181713,3.3512
0.397793,-0.889151,204.337,-0.0051592,0.990271,0.0499705,0.307923,0.139636,165.603,1.24735,0.811616,0.186321,3.56687
0.406778,-0.918125,217.863,0.0123438,1.58469,0.0657812,0.342026,0.194005,173.502,1.16875,0.820625,0.19,3.54347
0.415495,-0.932751,224.557,-0.00566789,2.21477,0.073989,0.315979,0.337934,181.832,0.819853,0.841605,0.178922,3.53708
0.424759,-0.960784,239.861,-0.0010723,1.16023,0.053462,0.639733,0.182025,189.197,0.604779,0.85815,0.194853,3.84694
0.431415,-0.985781,251.306,-0.00828125,1.27406,0.0564062,0.471746,0.198259,193.591,0.545,0.865625,0.18625,3.64007
0.439287,-0.992952,254.959,-0.00271739,1.45177,0.0631793,0.493006,0.188853,197.411,0.430707,0.869565,0.192935,3.85612
0.447128,-1.02015,268.909,-0.00443892,0.955611,0.051669,0.497145,0.121695,206.083,0.326349,0.893821,0.198864,4.37332
0.455076,-1.03427,276.216,0.0197088,1.92152,0.0704901,0.490704,0.29557,211.063,0.255327,0.905895,0.184659,4.56555
0.463218,-1.05307,285.858,0.0064538,1.70177,0.0621603,0.421219,0.330092,212.58,0.172554,0.904891,0.183424,4.70124
0.472163,-1.0795,301.082,0.00980392,0.994485,0.0496324,0.614884,0.171803,219.46,0.164216,0.925245,0.188725,4.91041
0.47971,-1.10718,315.85,-0.00309245,1.89095,0.0704753,0.468143,0.297161,224.178,0.108073,0.9375,0.184896,5.01408
0.488497,-1.10125,313.46,0.0234375,1.47687,0.05875,0.714801,0.289813,227.843,0.12,0.94875,0.17875,4.95634
0.495739,-1.10469,314.598,-0.00203125,1.29344,0.0573437,0.538707,0.223891,229.752,0.1125,0.95125,0.19625,4.96165
0.504204,-1.13203,329.916,-0.0021875,1.18063,0.0571875,0.471144,0.173144,229.544,0.09875,0.9475,0.19375,5.16708
0.51341,-1.14388,337.297,0.011556,1.18913,0.0535482,0.614329,0.233638,231.539,0.0911458,0.950521,0.1875,5.35289
0.52162,-1.17052,353.141,-0.0256454,1.42561,0.0599524,0.651208,0.263664,235.719,0.0516304,0.964674,0.188859,5.71671
0.529721,-1.17038,352.88,0.00698138,1.20279,0.0575133,0.621311,0.188581,233.222,0.0704787,0.949468,0.18484,5.70286
0.538144,-1.20018,370.504,0.0057398,1.02168,0.0487883,0.508716,0.221892,236.001,0.067602,0.957908,0.183673,5.91045
0.5476,-1.2308,389.49,0.0121343,1.02626,0.0500332,0.50452,0.211052,238.85,0.0425532,0.964096,0.18617,6.36405
0.557263,-1.24719,400.034,-0.00765625,1.03031,0.0535938,0.569021,0.164396,238.636,0.05125,0.96125,0.19,6.56268
0.566522,-1.25744,406.512,-0.0130709,0.925781,0.0485276,0.557812,0.18294,241.288,0.0384615,0.96875,0.191106,6.54934
0.576028,-1.26675,412.746,-0.00729167,1.33194,0.0604167,0.647523,0.228971,240.889,0.0430556,0.965278,0.1875,6.62859
0.585,-1.29314,429.372,0.00169837,0.853261,0.0482337,0.440391,0.150743,243.86,0.0244565,0.975543,0.190217,6.72085
0.596048,-1.30652,438.217,0.0143495,0.915179,0.0471939,0.435488,0.205636,246.121,0.0229592,0.982143,0.193878,6.88212
0.607369,-1.31752,445.932,0.00255102,0.827806,0.0455995,0.571931,0.179479,246.023,0.0369898,0.979592,0.191327,7.02745
0.617434,-1.342,462.343,0.0049867,0.553191,0.0385638,0.492995,0.106493,247.86,0.0212766,0.984043,0.19016,7.31116
0.628455,-1.35751,472.949,0.00674716,0.705966,0.0422585,0.467502,0.156363,247.176,0.0241477,0.980114,0.194602,7.48531
0.639975,-1.36995,481.748,0.00911458,0.4375,0.031901,0.529756,0.113259,247.566,0.0299479,0.980469,0.195312,7.71405
0.650995,-1.37468,485.188,0.0098852,0.58227,0.0385842,0.598585,0.13095,249.481,0.0127551,0.987245,0.193878,7.58709
0.661541,-1.39694,500.494,0.00265957,0.728059,0.0435505,0.404214,0.160435,249.516,0.0226064,0.985372,0.194149,7.7277
0.674582,-1.41079,510.271,0.00558036,0.716518,0.0435268,0.338781,0.156169,250.864,0.0153061,0.989796,0.193878,7.93427
0.689107,-1.40846,508.659,0.00288723,0.602921,0.039572,0.388303,0.139227,251.743,0.00951087,0.991848,0.194293,7.94786
0.702967,-1.41653,514.832,-0.00356658,0.460938,0.0341372,0.57191,0.114308,251.531,0.00951087,0.990489,0.195652,8.09013
0.714618,-1.42006,517.389,-0.00090843,0.630451,0.040516,0.586329,0.150223,252.619,0.00726744,0.994186,0.197674,8.15903
0.726314,-1.42884,523.759,-0.00815217,0.775815,0.0444973,0.58818,0.19533,251.861,0.00951087,0.990489,0.201087,8.18245
0.738184,-1.45578,543.592,-0.00349069,0.755652,0.0420545,0.571826,0.223592,252.485,0.00797872,0.992021,0.210106,8.40891
0.750418,-1.47719,559.724,0.00109375,0.671562,0.0432813,0.625631,0.144085,252.175,0.01125,0.99,0.21375,8.47705
0.762309,-1.48719,567.44,0.0040625,0.731875,0.0428125,0.719224,0.20022,253.275,0.0075,0.99375,0.215,8.52916
0.773575,-1.49729,575.103,0.00159439,0.822704,0.0427296,0.707969,0.274847,253.001,0.00892857,0.992347,0.219388,8.57777
0.785097,-1.51319,587.319,0,0.763194,0.0413194,0.703515,0.256041,253.329,0.00694444,0.993056,0.223611,8.59623
0.796829,-1.52483,596.315,0.00798611,0.743056,0.0378472,0.692715,0.299893,253.037,0.00833333,0.991667,0.226389,8.72811
0.808828,-1.54024,608.432,0.00663325,0.638856,0.036704,0.727066,0.237777,254.349,0.00353774,0.996462,0.229953,8.85039
0.820716,-1.55027,616.384,0.00274884,0.64265,0.0371817,0.758654,0.23697,255.007,0.00115741,0.998843,0.231481,8.97774
0.832526,-1.56073,624.979,-0.00191627,0.571639,0.0369988,0.965431,0.184153,254.215,0.00471698,0.995283,0.23467,9.12876
0.843145,-1.58564,644.861,-0.00427476,0.517394,0.0322818,0.859784,0.211302,255.209,0.00117925,0.998821,0.239387,9.40394
0.854542,-1.59923,656.121,-0.00561952,0.387884,0.0283717,1.01498,0.155369,255.303,0.00109649,0.998904,0.242325,9.58653
0.865172,-1.61042,665.184,0.00209263,0.271484,0.023856,0.94218,0.108832,255.017,0.00334821,0.997768,0.243304,9.77628
0.876343,-1.63002,681.824,0.00195312,0.246652,0.0228795,1.25875,0.0987144,255.098,0.00223214,0.997768,0.245536,9.94012
0.886133,-1.65093,699.23,-0.00140881,0.201588,0.0201076,1.16246,0.086915,254.906,0.00307377,0.996926,0.246926,10.196
0.896434,-1.67488,719.373,-0.00409836,0.168033,0.0169057,0.989506,0.085042,255.738,0,1,0.248975,10.4685
0.907728,-1.68097,724.458,-0.000994318,0.171307,0.0174716,0.900522,0.084565,255.218,0.00227273,0.997727,0.248864,10.5682
0.919717,-1.69446,735.901,0.000568182,0.150568,0.0147727,0.740347,0.0870976,255.848,0,1,0.248864,10.717
0.933114,-1.70556,745.534,0.00117925,0.110849,0.010908,0.73956,0.075012,255.257,0.00235849,0.997642,0.248821,10.8366
0.946713,-1.71521,754.081,0.00231481,0.0769676,0.00810185,0.8491,0.0569578,255.609,0.00115741,0.998843,0.248843,10.9454
0.959589,-1.72003,758.038,0.000852273,0.0568182,0.00738636,0.610306,0.0411196,255.897,0,1,0.25,11.0531
0.974984,-1.73032,766.771,0.0015024,0.0336538,0.00510817,0.291485,0.0262991,255.895,0,1,0.25,11.1442
0.997617,-1.73154,767.851,0,0.026348,0.00459559,0.301572,0.0208916,255.914,0,1,0.25,11.1927
1.02039,-1.73549,771.324,-0.000637755,0.0248724,0.00350765,0.281213,0.0221655,255.96,0,1,0.25,11.2093
1.0445,-1.73693,772.565,0.000300481,0.0246394,0.00360577,0.253877,0.0222594,255.651,0.00120192,0.998798,0.25,11.2154
1.07048,-1.74433,778.999,0.00122549,0.00919118,0.00183824,0.0788731,0.00891297,255.968,0,1,0.25,11.286
1.11825,-1.74526,779.799,0.000279018,0.00446429,0.00139509,0.0542057,0.00443504,255.975,0,1,0.25,11.2917
1.17845,-1.74797,782.199,-0.000289352,0.00115741,0.000578704,0.0182315,0.00126292,255.984,0,1,0.25,11.3072
1.28784,-1.74895,783.065,0,0.000600962,0.000300481,0.0117401,0.000744174,255.995,0,1,0.25,11.3103
1.4368,-1.74946,783.523,0.000153186,0.000306373,0.000153186,0.00759592,0.000431566,255.998,0,1,0.25,11.312
