Beta,Energy,Energy Squared,Magnetization,Magnetization Squared,Absolute Magnetization,Specific Heat,Susceptibility,Cluster Size,Non-Wrapping Cluster Size,Wrapping Probability,Dominant Frequency, Dominant Amplitude
0,0.0282813,1.79531,-0.0046875,1.11437,0.05375,0,0,1,1,0,0.2225,1.59321
0.00993769,-0.0125,1.99937,0.0015625,1.01063,0.048125,0.000193503,0.00415122,1.05297,1.05297,0,0.17375,1.56144
0.0188914,-0.0433517,2.32751,-0.00275735,1.14338,0.0523897,0.000658947,0.00832625,1.10231,1.10231,0,0.1875,1.73709
0.0281149,-0.0525174,2.86024,-0.0193866,0.86169,0.0477431,0.00170276,0.00782054,1.16049,1.16049,0,0.215278,1.59474
0.0366541,-0.0885417,3.47685,0.00347222,1.20602,0.0549769,0.00197486,0.0158445,1.21528,1.21528,0,0.189815,1.60662
0.0469916,-0.099537,4.88194,-0.000434028,0.980035,0.0478877,0.00517957,0.0184661,1.29391,1.29391,0,0.185185,1.58636
0.055175,-0.109687,5.87188,0,1.2025,0.0534375,0.00849918,0.0260136,1.35537,1.35537,0,0.19,1.85207
0.0626759,-0.130938,7.39687,0.0114062,1.09906,0.0504687,0.0118157,0.0280165,1.41733,1.41733,0,0.19,1.76799
0.0699025,-0.173665,9.6403,0.0113932,1.22917,0.0517578,0.00937901,0.0379833,1.49217,1.49217,0,0.170573,1.77955
0.0789489,-0.17065,9.25429,-0.00612745,1.08211,0.0530025,0.0112146,0.0286535,1.57172,1.57172,0,0.16299,1.85196
0.0882925,-0.182341,10.1377,-0.0179835,1.22818,0.0548349,0.0126767,0.0404756,1.66809,1.66809,0,0.175708,1.72638
0.0981208,-0.221661,14.2313,-0.00765931,1.69118,0.0677083,0.0159161,0.0507839,1.79147,1.79147,0,0.161765,1.92009
0.107869,-0.229751,15.7886,0.00446429,1.43878,0.0593112,0.0264764,0.0580563,1.91974,1.91974,0,0.154337,1.89484
0.116177,-0.250166,18.9564,0.0021609,1.52227,0.0689827,0.0396163,0.0353258,2.05251,2.05251,0,0.179521,1.76794
0.123493,-0.245605,17.2425,0.000651042,1.41081,0.0615234,0.0274518,0.0545606,2.17677,2.17677,0,0.15625,1.87411
0.132834,-0.267401,20.5874,0.0150923,1.40305,0.0601918,0.0402757,0.0631697,2.33148,2.33123,1.77557e-05,0.153409,1.83857
0.14113,-0.299023,24.5395,0.0107422,1.41602,0.0642578,0.0328482,0.050662,2.49758,2.49758,0,0.154688,1.92884
0.150889,-0.325149,28.4092,-0.00186012,1.57068,0.0658482,0.03061,0.0695103,2.71624,2.71484,5.58036e-05,0.13244,1.82309
0.161698,-0.327195,29.51,-0.015625,1.82738,0.0684524,0.0550006,0.10152,2.98192,2.97974,9.3006e-05,0.147321,1.93807
0.170339,-0.35174,33.7603,0.00372869,0.991122,0.0506037,0.0605758,0.0571615,3.26222,3.26003,7.10227e-05,0.171875,2.00058
0.179013,-0.375326,38.0117,-0.00146484,1.13184,0.0548503,0.0624635,0.0647397,3.52196,3.51823,0.000130208,0.154948,2.15328
0.187991,-0.389219,40.5047,-0.00640625,1.79031,0.0676563,0.0608891,0.116273,3.88097,3.8697,0.000328125,0.16125,2.04796
0.197539,-0.405198,44.54,0.0178786,2.06761,0.0722656,0.0978829,0.14434,4.28676,4.26683,0.000585937,0.137019,2.19017
0.205452,-0.41695,47.5683,0.00798234,1.35496,0.0589334,0.129309,0.0957064,4.67342,4.63781,0.000951087,0.163043,2.05483
0.212613,-0.448509,53.6605,-0.018821,1.97585,0.0699574,0.0978029,0.153715,5.08627,5.03462,0.00134943,0.153409,2.20245
0.221134,-0.428646,49.0608,-0.0107639,1.96875,0.0684028,0.098975,0.170481,5.61995,5.52446,0.00230903,0.147222,2.20867
0.229943,-0.482167,61.52,0.000169837,1.30333,0.0548573,0.105951,0.122546,6.39137,6.21576,0.00411005,0.157609,2.21346
0.238797,-0.50748,67.9066,-0.0132979,1.63564,0.0658245,0.112757,0.125709,7.1926,6.87841,0.00663231,0.144947,2.1611
0.24771,-0.508125,68.2037,-0.00015625,1.70094,0.0660938,0.129276,0.144323,7.99702,7.57466,0.00879687,0.155,2.29733
0.256344,-0.546875,78.104,-0.0147236,2.15925,0.0709135,0.101293,0.223507,9.32452,8.39138,0.016226,0.143029,2.41686
0.266439,-0.553803,80.5068,-0.000589623,2.50943,0.0825472,0.141421,0.203837,10.6835,9.32577,0.0225531,0.128538,2.4074
0.275319,-0.546433,79.2261,-0.0107606,2.54746,0.078862,0.211285,0.263024,12.5768,10.4738,0.0337559,0.116745,2.47665
0.282826,-0.558662,81.4995,0.00589364,2.69216,0.0881305,0.12806,0.199056,14.4075,11.3559,0.0478344,0.132675,2.54215
0.292731,-0.597451,93.3325,0.00342654,2.11541,0.073602,0.167441,0.213281,16.2822,11.832,0.0623629,0.145833,2.40619
0.301697,-0.628155,102.624,-0.00435697,2.05018,0.0683594,0.14672,0.257616,19.925,12.8529,0.0853365,0.144231,2.64909
0.311569,-0.640346,106.545,0.000279018,2.29632,0.0800781,0.152761,0.203989,23.8694,13.2864,0.125698,0.131696,2.71822
0.321559,-0.664062,114.635,-0.0294034,2.62869,0.0794034,0.180363,0.326267,28.1429,13.2557,0.162926,0.159091,2.65001
0.331049,-0.668608,115.721,0.00838068,2.57869,0.0771307,0.140273,0.349493,34.145,13.1614,0.208381,0.148864,2.64745
0.342127,-0.696492,125.844,0.016362,3.33697,0.0938974,0.1941,0.369459,42.4319,12.7908,0.269163,0.135613,2.68726
0.35186,-0.709346,130.64,0.00954861,2.85706,0.0798611,0.226287,0.430798,52.7516,11.5988,0.343027,0.12963,2.76034
0.36113,-0.732754,138.876,0.00545401,2.43485,0.0797465,0.185577,0.291365,59.7482,10.467,0.384139,0.128538,2.88538
0.371637,-0.758102,149.015,-0.00651042,2.6033,0.08261,0.260639,0.318215,75.5174,8.78892,0.477286,0.146991,2.95435
0.38076,-0.762731,150.81,0.0120081,3.51418,0.099103,0.272447,0.380722,87.2768,7.90509,0.534722,0.119213,2.95552
0.389903,-0.789347,161.274,0.00568182,2.16761,0.0764205,0.268804,0.26223,97.5801,6.60497,0.58054,0.139773,2.89225
0.399328,-0.805398,168.107,0.00553977,3.09972,0.0890625,0.326652,0.426918,111.091,4.98366,0.633381,0.140909,3.2485
0.408085,-0.824716,175.469,-0.00838068,3.50142,0.0882102,0.224609,0.615994,123.809,4.20881,0.677983,0.114773,3.21198
0.418877,-0.818101,173.394,-0.0103184,2.34493,0.0798939,0.360783,0.297769,135.763,3.24057,0.716539,0.142689,3.05302
0.427617,-0.839773,182.5,-0.0333807,3.24801,0.0848011,0.359155,0.601681,148.888,2.28452,0.759375,0.132955,3.2568
0.43656,-0.85071,187.074,0.0144886,3.20227,0.0894886,0.343992,0.502991,158.074,2.01676,0.777557,0.144318,3.32562
0.445889,-0.872549,196.432,0.0101103,2.74694,0.0863971,0.303889,0.37278,167.652,1.41743,0.800551,0.139706,3.64646
0.456027,-0.876496,198.193,-0.0166223,2.69614,0.0827793,0.316591,0.429544,181.094,1.21376,0.838098,0.135638,3.50078
0.466184,-0.903702,210.078,-0.0147758,3.94599,0.0942595,0.219255,0.779213,189.572,0.847826,0.859375,0.119565,3.53113
0.478662,-0.942472,228.898,-0.00799006,3.82067,0.0932173,0.344993,0.764023,194.183,0.613636,0.859375,0.133523,3.8667
0.488876,-0.951042,233.077,0.0140625,4.22813,0.0991319,0.365703,0.83714,202.623,0.46875,0.884722,0.120833,3.89049
0.499008,-0.964236,239.235,-0.000347222,3.59306,0.0871528,0.303564,0.822655,206.957,0.445139,0.896528,0.126389,4.22664
0.510359,-0.965588,240.276,-0.0128348,2.49516,0.0794271,0.414549,0.449191,213.05,0.287946,0.910714,0.130952,3.96594
0.520294,-0.984549,249.525,-0.0173611,4.04653,0.0993056,0.372312,0.791866,218.236,0.238889,0.924306,0.126389,4.14007
0.530981,-0.996007,255.693,0.00225694,5.17118,0.11441,0.488819,0.966516,222.159,0.174306,0.931944,0.129167,4.29697
0.540499,-1.0369,276.13,-0.0362367,4.8238,0.106715,0.259255,1.0315,225.023,0.119016,0.93883,0.134309,4.54514
0.553803,-1.04896,282.753,-0.00173611,4.95625,0.110417,0.328934,1.01631,227.306,0.159028,0.940278,0.129167,4.74186
0.565906,-1.05884,288.38,-0.0104721,4.05618,0.100898,0.437543,0.820574,229.824,0.099734,0.944814,0.140957,4.754
0.576628,-1.07364,297.038,0.0192819,3.8617,0.0990691,0.647478,0.777952,231.834,0.0797872,0.948138,0.135638,4.83872
0.585609,-1.09281,306.839,0,4.1775,0.10125,0.38187,0.90951,234.404,0.100625,0.955625,0.14125,4.76827
0.597486,-1.11453,319.281,0.00015625,4.30094,0.102344,0.457976,0.967648,238.894,0.06125,0.96875,0.1475,4.9803
0.608552,-1.12683,326.533,-0.0380652,4.59741,0.104222,0.547676,1.10554,238.886,0.0525266,0.96609,0.147606,5.27691
0.618858,-1.13981,333.857,0.0086263,3.74251,0.0981445,0.486271,0.790054,239.42,0.0572917,0.964844,0.145833,5.33035
0.629981,-1.1475,338.712,0.0229687,3.88469,0.102656,0.64409,0.747712,241.156,0.059375,0.968125,0.14125,5.32635
0.639819,-1.15609,343.355,0.0084375,4.67625,0.106875,0.490344,1.12106,242.859,0.036875,0.9725,0.14,5.47579
0.65127,-1.16597,349.35,-0.00381944,3.06597,0.0878472,0.559987,0.710136,244.787,0.0361111,0.979167,0.148611,5.57842
0.662178,-1.18495,360.741,0.00237772,2.90353,0.0859375,0.564797,0.670725,246.196,0.0264946,0.982337,0.141304,5.8761
0.673221,-1.20695,373.673,0.0118019,4.19714,0.102227,0.340484,1.02453,247.603,0.0199468,0.986037,0.140957,6.05786
0.687681,-1.21143,376.557,-0.0328776,3.75977,0.0921224,0.408375,1.0915,247.101,0.0358073,0.981771,0.138021,6.09426
0.701168,-1.22282,383.489,-0.0216471,4.15462,0.102376,0.342158,1.03178,248.085,0.0234375,0.983724,0.134115,6.2434
0.716192,-1.24707,398.9,-0.00634766,4.91243,0.112467,0.396261,1.19913,248.503,0.0221354,0.983724,0.143229,6.31681
0.730451,-1.25578,404.4,-0.0175,4.23062,0.104063,0.369093,1.06529,250.643,0.01,0.990625,0.1375,6.5202
0.74552,-1.27718,418.228,0.0167643,4.04915,0.106283,0.357503,0.862852,250.79,0.0123698,0.989583,0.140625,6.78636
0.761147,-1.27574,417.506,-0.0121017,4.2068,0.110141,0.501351,0.83822,251.138,0.0140931,0.990196,0.139706,6.73063
0.77462,-1.27975,420.031,0.015625,5.12019,0.119892,0.459777,1.11579,251.249,0.0132212,0.989784,0.137019,6.80836
0.788938,-1.29473,429.827,0.0101103,5.45956,0.125919,0.427564,1.10492,252.093,0.00919118,0.992034,0.137255,6.84061
0.804059,-1.30334,435.318,0.00225361,4.46544,0.114333,0.294396,0.899749,252.421,0.0078125,0.992788,0.135817,7.11277
0.822632,-1.32459,449.66,0.0247642,4.31368,0.113797,0.338588,0.821424,253.133,0.00766509,0.994693,0.133255,7.43302
0.840351,-1.33172,454.654,0.00375,3.9825,0.109063,0.455144,0.787808,253.319,0.006875,0.994375,0.13125,7.48527
0.855963,-1.34694,464.893,-0.00382653,3.73278,0.100128,0.327515,0.998263,253.595,0.00637755,0.994898,0.132653,7.65106
0.874708,-1.34847,465.959,0.00830078,3.59733,0.0974935,0.349053,1.01821,254.174,0.00325521,0.996745,0.132812,7.66623
0.893264,-1.36187,475.223,0.00234375,3.95906,0.107969,0.334349,0.870759,254.526,0.0025,0.9975,0.13125,7.60754
0.912625,-1.36053,474.4,0.00983796,4.50116,0.111979,0.442667,1.17828,253.964,0.00636574,0.994792,0.131944,7.56096
0.929817,-1.3655,477.89,0.00919118,4.86765,0.113358,0.478535,1.46729,254.662,0.00245098,0.997549,0.129902,7.58994
0.946663,-1.375,484.585,0.0117985,5.21365,0.120217,0.5241,1.43317,254.082,0.00510204,0.994898,0.126276,7.56462
0.963052,-1.37969,487.715,0.0192187,5.42344,0.123906,0.379683,1.43796,254.688,0.003125,0.996875,0.1275,7.61257
0.98264,-1.38687,492.774,0.0111178,4.58293,0.116587,0.369341,1.08412,254.786,0.00360577,0.996995,0.126202,7.68719
1.00291,-1.4009,502.695,-0.0190515,4.7108,0.116639,0.287936,1.23156,254.788,0.00438596,0.996711,0.126096,7.79632
1.02633,-1.40867,508.346,-0.0196659,4.93265,0.118804,0.367315,1.35411,255.73,0,1,0.126078,7.75265
1.04755,-1.4081,507.914,-0.0221133,4.91552,0.117717,0.360562,1.4331,255.203,0.00211864,0.997881,0.126059,7.66794
1.06942,-1.41325,511.599,-0.0223599,4.59106,0.109644,0.335634,1.61851,255.766,0,1,0.125,7.65688
1.09255,-1.41804,515.058,-0.020342,5.22642,0.120873,0.336159,1.62376,255.527,0.00117925,0.998821,0.122642,7.54032
1.11617,-1.42409,519.407,0.00737028,4.75649,0.11704,0.291169,1.39488,255.529,0.00117925,0.998821,0.125,7.54912
1.1421,-1.42969,523.494,0.0145474,5.02856,0.117996,0.297281,1.67234,255.851,0,1,0.125,7.50821
1.16835,-1.4319,525.145,0.0229167,4.66719,0.111458,0.351989,1.73723,255.758,0.000520833,0.999479,0.123958,7.54132
