Beta,Energy,Energy Squared,Magnetization,Magnetization Squared,Absolute Magnetization,Specific Heat,Susceptibility,Cluster Size,Non-Wrapping Cluster Size,Wrapping Probability,Dominant Frequency, Dominant Amplitude
1.19303,-1.43931,530.553,0.0279018,4.5731,0.109375,0.308962,1.80219,255.91,0,1,0.123884,7.54374
1.21993,-1.44723,536.393,0.0307018,5.21217,0.118147,0.307829,1.99915,255.783,0.000548246,0.999452,0.122807,7.54876
1.24749,-1.45189,539.834,0.0450932,5.64391,0.123218,0.293319,2.19201,255.935,0,1,0.122807,7.49979
1.27636,-1.45747,543.925,0.0590278,6.04803,0.126447,0.209921,2.49516,255.804,0.00115741,0.999421,0.122685,7.45792
1.31127,-1.46094,546.52,0.0747975,6.89959,0.136719,0.222889,2.7726,255.966,0,1,0.121528,7.46865
1.34608,-1.46687,550.932,0.0797164,7.72483,0.145978,0.172947,3.05503,255.98,0,1,0.121528,7.53813
1.38665,-1.46719,551.165,0.0863636,8.27159,0.151705,0.171959,3.30014,255.968,0,1,0.123864,7.56558
1.42856,-1.4692,552.681,0.107422,9.30919,0.163311,0.188151,3.54501,255.98,0,1,0.122596,7.5765
1.46984,-1.47538,557.333,0.107459,9.76798,0.168485,0.180115,3.6759,255.982,0,1,0.122642,7.6354
1.51324,-1.48025,561.001,0.110259,10.1816,0.173054,0.162836,3.80576,255.989,0,1,0.125,7.68326
1.56024,-1.48317,563.207,0.111929,11.1878,0.185246,0.139543,3.74902,255.996,0,1,0.125,7.79155
1.61259,-1.48582,565.214,0.125868,12.1227,0.196759,0.134046,3.5668,255.997,0,1,0.125,7.80718
1.66779,-1.488,566.869,0.131557,12.8429,0.205776,0.130329,3.34049,256,0,1,0.125,7.88616
1.72569,-1.49041,568.69,0.129797,13.5902,0.216146,0.102888,2.81308,255.999,0,1,0.125,7.99218
1.79312,-1.4926,570.359,0.137061,14.0702,0.22341,0.0924058,2.31794,255.998,0,1,0.125,8.05815
1.86705,-1.49399,571.418,0.125,13.7037,0.219651,0.0850842,2.52529,255.999,0,1,0.125,8.06206
1.94727,-1.49562,572.665,0.130156,14.9559,0.237031,0.0762165,1.11555,255.999,0,1,0.125,8.19688
2.03567,-1.49812,574.567,0.125156,15.7253,0.245781,0.0273502,0.530814,256,0,1,0.125,8.23019
2.18995,-1.49908,575.298,0.126991,15.6896,0.245558,0.0165947,0.554538,255.999,0,1,0.125,8.2372
2.40301,-1.4994,575.541,0.134615,16.0006,0.25,0.013347,0.00144412,256,0,1,0.125,8.2651
2.6637,-1.4994,575.541,0.134615,16.0006,0.25,0.0164,0.00160078,256,0,1,0.125,8.2651
