Beta,Energy,Energy Squared,Magnetization,Magnetization Squared,Absolute Magnetization,Specific Heat,Susceptibility,Cluster Size,Non-Wrapping Cluster Size,Wrapping Probability,Dominant Frequency, Dominant Amplitude
0.200625,-0.432242,50.6773,0.0153245,2.85036,0.0832332,0.114637,0.216044,2.8541,2.8541,0,0.111178,2.23952
0.208051,-0.450061,54.4779,-0.0103401,2.24494,0.073606,0.113573,0.178503,3.05051,3.05051,0,0.121324,2.2551
0.215789,-0.459736,57.1647,0.00285457,3.70733,0.0952524,0.142364,0.298789,3.19674,3.19674,0,0.10637,2.34323
0.222957,-0.48548,63.4179,0.00173611,3.07292,0.0871212,0.153162,0.251907,3.38037,3.38037,0,0.119318,2.31041
0.230097,-0.505409,68.7861,-0.0145733,3.65625,0.0970553,0.179691,0.286424,3.57562,3.57562,0,0.0859375,2.4647
0.2369,-0.505916,68.639,0.00637136,4.90595,0.113471,0.174843,0.381357,3.80924,3.80868,1.51699e-05,0.0928398,2.52751
0.244001,-0.536458,76.9534,-0.00727635,3.68275,0.0981158,0.195268,0.297269,4.02241,4.021,3.06373e-05,0.106005,2.42479
0.250921,-0.549528,80.513,-0.00361144,3.38547,0.0885171,0.201838,0.346179,4.22258,4.21536,0.000147406,0.108491,2.44304
0.257921,-0.578265,88.1758,-0.00104632,4.37151,0.106655,0.171096,0.376426,4.62486,4.62486,0,0.0926339,2.60728
0.265736,-0.575115,87.203,-0.000215023,4.52394,0.104716,0.178602,0.456209,4.94022,4.94022,0,0.0963303,2.63376
0.273617,-0.623526,102.317,0.00176887,4.21698,0.102594,0.208753,0.416562,5.23157,5.23157,0,0.0778302,2.64862
0.281122,-0.657782,113.953,-0.0110294,5.13051,0.113205,0.251957,0.52002,5.8171,5.7981,0.000306373,0.0759804,2.74057
0.288141,-0.671716,117.752,0.0165019,5.07446,0.112325,0.18633,0.531492,6.30022,6.28173,0.000318878,0.0733418,2.85092
0.296508,-0.697246,127.301,0.0260675,8.22912,0.143796,0.250242,0.870457,6.88366,6.85829,0.000464109,0.0705446,3.18294
0.303936,-0.691288,125.312,0.00252525,6.73359,0.131155,0.27481,0.708156,7.80982,7.67235,0.00205177,0.0719697,2.9365
0.311203,-0.751898,148.046,0.0124124,6.71232,0.129673,0.32117,0.749274,8.28242,8.16341,0.00175234,0.0619159,3.09893
0.318085,-0.76875,154.602,0.0168324,8.04673,0.141548,0.33513,0.928026,9.4017,9.07173,0.00454545,0.0625,3.21674
0.324972,-0.767983,153.197,-0.00449587,7.40522,0.143647,0.23323,0.689853,10.1268,9.69531,0.00560142,0.0583726,3.0668
0.333405,-0.798661,166.318,0.00714286,10.1414,0.16369,0.33643,1.09422,11.1158,10.6644,0.00595238,0.0583333,3.42214
0.340609,-0.83044,180.392,0.00166377,10.2418,0.159216,0.44631,1.27805,12.6558,11.572,0.0128762,0.0601852,3.55586
0.346999,-0.853065,189.683,0.000225361,11.1197,0.173903,0.407757,1.17206,13.9761,12.4452,0.0177284,0.0594952,3.71568
0.35381,-0.917218,219.793,0.00946514,18.97,0.225661,0.55367,2.0994,16.8256,13.973,0.0307993,0.0420673,4.49122
0.35977,-0.911262,216.821,-0.0353774,16.8104,0.20283,0.548652,2.25884,19.4736,15.0653,0.0445165,0.0489387,4.34624
0.365857,-0.938251,230.543,0.0292218,24.4764,0.248422,0.69361,3.1748,20.6378,15.0338,0.054988,0.0396635,4.65586
0.371363,-0.972542,245.911,-0.00637136,20.9718,0.233768,0.520756,2.59286,23.8516,15.8266,0.0752427,0.0382282,4.62788
0.377812,-0.99399,257.54,-0.0252404,26.2722,0.270282,0.657662,2.86033,27.0687,16.7166,0.0942007,0.03125,4.97283
0.383651,-1.00333,261.778,-0.0279948,24.6599,0.262514,0.599324,2.69244,32.1413,16.8262,0.1318,0.0283565,4.92116
0.389862,-1.06795,297.353,-0.00714917,33.0612,0.295475,0.817506,4.17583,37.532,17.1035,0.165684,0.03125,5.71521
0.395267,-1.09493,313.373,0.0222583,47.7099,0.383107,1.00958,4.00661,44.8068,16.1862,0.219045,0.0170991,6.51749
0.400197,-1.12,327.465,0.0200781,54.4145,0.405703,1.01517,4.9137,51.3264,15.5061,0.263437,0.016875,6.92916
0.405175,-1.14437,341.695,-0.106364,57.8009,0.413167,1.05762,5.71292,60.9035,15.0677,0.319336,0.0240885,7.01423
0.410113,-1.21293,382.619,-0.0112201,60.8572,0.418135,1.00759,6.6024,66.6376,13.9232,0.351396,0.0179521,7.34441
0.415233,-1.2596,414.166,-0.0459798,85.6086,0.526774,1.37876,6.05032,80.8097,11.7298,0.43571,0.0104167,8.8299
0.419666,-1.29355,435.888,0.0418883,93.9335,0.555352,1.32625,6.28615,91.4049,10.3296,0.490193,0.00797872,9.22811
0.424233,-1.33135,461.596,0.0731314,100.516,0.582474,1.41101,5.79561,101.184,8.95151,0.539626,0.00773196,9.63556
0.428709,-1.39046,503.324,0.0574013,120.476,0.655757,1.53986,4.45516,110.912,7.36414,0.582895,0.00328947,10.6058
0.433039,-1.39594,507.359,0.0737201,120.77,0.650515,1.59433,5.38652,122.355,5.98205,0.630984,0.00664894,10.6073
0.437337,-1.39704,508.324,-0.0870066,125.115,0.668586,1.66085,4.67125,131.242,4.96908,0.669243,0.00394737,10.8988
0.44159,-1.45736,552.086,-0.0380859,143.28,0.727214,1.63225,3.48725,137.559,4.59196,0.688965,0.00195312,11.6834
0.445922,-1.49123,574.48,-0.0918367,148.506,0.741071,1.03306,3.52899,147.508,3.24235,0.73007,0.00382653,11.9383
0.451421,-1.54911,622.717,0.0553253,167.051,0.790019,1.70874,3.28364,161.842,2.31601,0.777105,0.00127551,12.728
0.455749,-1.56802,634.504,-0.0475852,173.059,0.811632,1.05462,2.01446,168.378,1.97696,0.797033,0.00189394,13.0302
0.461311,-1.56132,628.583,-0.0919811,171.474,0.808815,0.963081,1.84677,176.363,1.46108,0.818396,0.000589623,12.9834
0.467203,-1.61027,668.443,0.0949405,178.925,0.829464,1.01391,1.30531,182.008,0.981548,0.8375,0,13.2714
0.473018,-1.63386,687.897,0.0234375,188.92,0.852614,1.00733,1.33407,191.964,0.704327,0.865385,0.000600962,13.6598
0.478925,-1.68394,728.66,0.00881807,202.658,0.88815,0.626472,0.346291,201.759,0.487624,0.887995,0,14.2104
0.486508,-1.70441,747.632,-0.0338273,205.983,0.895135,0.93385,0.417519,203.093,0.578608,0.886598,0,14.3222
0.492818,-1.71993,759.841,0.0641801,209.874,0.904402,0.620635,0.237036,209.695,0.40121,0.905914,0,14.4704
0.500658,-1.74507,782.353,-0.0372792,214.533,0.914487,0.691671,0.222161,212.689,0.272418,0.908288,0,14.6318
0.508203,-1.76683,801.886,0.0706559,218.066,0.921617,0.706778,0.317531,220.377,0.190247,0.930632,0,14.7459
0.515779,-1.78594,819.309,-0.0347222,220.698,0.92691,0.739134,0.388144,219.537,0.193056,0.921528,0,14.8306
0.523298,-1.79327,825.518,0.0714286,221.693,0.92943,0.621438,0.287787,220.884,0.225962,0.921703,0,14.8709
0.531618,-1.82639,855.872,-0.0151042,228.405,0.94375,0.546569,0.2101,227.278,0.120833,0.939583,0,15.1
0.54063,-1.84001,868.126,-0.0980632,231.325,0.950114,0.410923,0.124312,230.863,0.135417,0.949219,0,15.2018
0.551201,-1.8556,882.959,0.0910886,233.498,0.954584,0.452537,0.122641,233.225,0.0686813,0.953984,0,15.2734
0.56147,-1.86042,887.11,0.142622,234.313,0.956337,0.332675,0.101551,233.944,0.0979167,0.950694,0,15.3014
0.57367,-1.88314,909.201,0.0847168,238.062,0.963949,0.451215,0.107819,237,0.0872396,0.958984,0,15.4232
0.584374,-1.89899,924.068,0.0276199,241.517,0.971117,0.304116,0.0535777,242.776,0.0353535,0.977904,0,15.5379
0.597655,-1.90883,933.469,-0.0689433,243.04,0.974227,0.250716,0.0395032,242.532,0.0373711,0.973582,0,15.5876
0.612615,-1.91546,940.158,-0.0939145,244.177,0.97648,0.33653,0.0476579,244.341,0.0394737,0.976316,0,15.6237
0.62585,-1.93668,960.774,-0.13528,247.162,0.982484,0.23108,0.0326751,246.46,0.0322368,0.982237,0,15.7197
0.642167,-1.93308,957.23,-0.0306187,246.685,0.981534,0.250989,0.0337411,247.854,0.0347222,0.984848,0,15.7045
0.658232,-1.95137,975.205,0.0793208,249.34,0.986846,0.171254,0.0202753,247.672,0.026148,0.982143,0,15.7895
0.678167,-1.95812,981.856,-0.0513048,250.322,0.988805,0.13486,0.015055,249.883,0.0167526,0.987758,0,15.8209
0.701312,-1.9574,981.211,-0.0755757,250.208,0.988569,0.180843,0.0188733,251.061,0.0138158,0.990132,0,15.8171
0.721981,-1.96922,992.975,-0.150174,251.72,0.991556,0.129297,0.0179303,251.407,0.0132576,0.989899,0,15.8649
0.747146,-1.97855,1002.34,-0.195925,253.12,0.994332,0.101193,0.0105655,253.261,0.00551471,0.995711,0,15.9093
0.776583,-1.97917,1002.96,-0.199479,253.239,0.994568,0.10889,0.00996703,253.683,0.0047619,0.995833,0,15.9131
0.806078,-1.98208,1005.93,-0.213925,253.476,0.995021,0.132498,0.0152595,254.027,0.00612745,0.995711,0,15.9203
0.833833,-1.98772,1011.6,-0.163425,254.299,0.996652,0.0906787,0.00904028,254.751,0.00255102,0.998087,0,15.9464
0.868537,-1.99162,1015.52,-0.0718428,254.934,0.997906,0.0603309,0.00434142,254.284,0.00451031,0.99549,0,15.9665
0.912855,-1.99127,1015.16,-0.0392157,254.831,0.997702,0.0690065,0.00547831,255.312,0.00122549,0.998775,0,15.9632
0.956408,-1.99715,1021.11,-0.0381611,255.617,0.999249,0.0250276,0.00187351,255.433,0.00120192,0.998798,0,15.988
1.03218,-1.99624,1020.18,-0.0740017,255.52,0.99906,0.0282012,0.00170763,255.705,0.000578704,0.999421,0,15.985
1.10921,-1.99816,1022.13,-0.0785846,255.766,0.99954,0.017029,0.000959525,255.769,0.000612745,0.999387,0,15.9926
1.21574,-1.99941,1023.4,-0.132075,255.925,0.999853,0.00684029,0.000351652,255.961,0,1,0,15.9976
