Beta,Energy,Energy Squared,Magnetization,Magnetization Squared,Absolute Magnetization,Specific Heat,Susceptibility,Cluster Size,Non-Wrapping Cluster Size,Wrapping Probability,Dominant Frequency, Dominant Amplitude
0.833296,-1.65489,701.452,0.0602679,247.68,0.983418,0.243404,0.0824435,253.904,0.00637755,0.994898,0,15.7347
0.854464,-1.6661,710.949,0.101802,249.167,0.986368,0.237601,0.0848228,254.335,0.00382653,0.996173,0,15.7819
0.876434,-1.67065,714.735,0.0676294,250.258,0.988557,0.168493,0.0728462,254.615,0.00378788,0.996843,0,15.8169
0.903194,-1.67708,720.272,0.00899621,251.659,0.991319,0.199434,0.0758047,254.605,0.00441919,0.996212,0,15.8611
0.928542,-1.67938,722.125,7.8125e-05,252.395,0.992891,0.110783,0.0206296,255.481,0.00125,0.999375,0,15.8863
0.963506,-1.68694,728.624,0.0656994,253.923,0.995908,0.0980446,0.0137917,255.542,0.000595238,0.999405,0,15.9345
1.00207,-1.68908,730.444,0.0565301,254.314,0.996683,0.0749543,0.00943818,255.805,0,1,0,15.9469
1.04795,-1.69355,734.279,0.115044,255.155,0.998341,0.0468455,0.0038983,255.602,0.00110619,0.998894,0,15.9735
1.10863,-1.69561,736.047,0.0756191,255.474,0.998968,0.0314056,0.00231252,255.782,0.000589623,0.99941,0,15.9835
1.18703,-1.69738,737.572,0.0769982,255.732,0.999474,0.0169311,0.00116436,255.814,0.000600962,0.999399,0,15.9916
1.30137,-1.69759,737.758,0.0688428,255.763,0.999536,0.0181129,0.00113619,255.983,0,1,0,15.9926
1.42256,-1.69895,738.924,0.0400781,255.96,0.999922,0.0038347,0.000220052,255.995,0,1,0,15.9987
