Beta,Energy,Energy Squared,Magnetization,Magnetization Squared,Absolute Magnetization,Specific Heat,Susceptibility,Cluster Size,Non-Wrapping Cluster Size,Wrapping Probability,Dominant Frequency,Dominant Amplitude,Rho T,Unique Families,Overlap,Absolute Overlap,Overlap Variance,Free Energy
0.00222353,-0.00690161,3.09771,0.0032328,1.01622,0.0251905,1.50742e-05,0.000814762,0.984141,0.984652,0,0.215256,1.83446,1.10488,4781,2.21504e-05,0.0250016,0.000359149,0.0117945
0.00445674,-0.0121697,3.14725,0.000792291,1.0215,0.0251597,5.95002e-05,0.00166368,0.997804,0.998481,0,0.214993,1.83203,1.1949,4586,-0.000261635,0.0253148,0.000358141,0.0353725
0.00670466,-0.0208922,3.41641,0.000265234,0.99936,0.0249629,0.000133484,0.00242212,1.01127,1.01209,0,0.215087,1.82033,1.294,4392,-0.000376953,0.0249191,0.000350531,0.0711411
0.00896495,-0.0273922,3.7743,0.00019586,1.03259,0.0253253,0.00024159,0.00336923,1.02558,1.02632,0,0.21419,1.83603,1.38742,4222,0.000811587,0.0251834,0.000357134,0.127227
0.0112246,-0.033035,4.04351,-0.00017521,1.0367,0.0252882,0.000368652,0.00428619,1.04038,1.04113,0,0.213638,1.84307,1.49759,4056,-0.00117915,0.0248865,0.000354393,0.198466
0.0134991,-0.0404571,4.60624,-0.000188116,1.02834,0.0252361,0.000533953,0.00507825,1.05475,1.05553,0,0.21079,1.84657,1.60184,3904,-0.000340252,0.0253398,0.000357381,0.283116
0.0157803,-0.0479988,5.28486,0.000399342,1.03884,0.0254915,0.000728551,0.00589272,1.07031,1.07153,0,0.212813,1.85763,1.70893,3761,-0.000364395,0.0251754,0.00035844,0.385398
0.0180659,-0.053191,6.00817,0.00025426,1.01779,0.0251065,0.00101535,0.0067263,1.08567,1.08683,0,0.213575,1.86391,1.79872,3640,0.000179593,0.0246939,0.000350785,0.505556
0.0203182,-0.0590291,6.41283,-0.00016276,1.05517,0.0256436,0.0011744,0.00775745,1.10195,1.10302,0,0.208729,1.85882,1.89352,3537,-0.000414941,0.0242133,0.000344621,0.636296
0.0226046,-0.0661554,7.3231,0.000228074,1.06659,0.0256461,0.00145193,0.00888553,1.11874,1.11969,0,0.20942,1.86978,2.0028,3430,-2.5864e-05,0.0246124,0.000351589,0.782109
