Beta,Energy,Energy Squared,Magnetization,Magnetization Squared,Absolute Magnetization,Specific Heat,Susceptibility,Cluster Size,Non-Wrapping Cluster Size,Wrapping Probability,Dominant Frequency,Dominant Amplitude,Rho T,Unique Families,Overlap,Absolute Overlap,Overlap Variance,Free Energy
0.238172,-0.544088,305.371,-0.000379915,1.53586,0.0309072,0.126714,0.132824,7.73105,7.55775,0.0169388,0.173044,2.59243,10.4706,1692,-3.51774e-05,0.0282474,1318.46,0.0289899
0.243204,-0.555973,318.689,0.000449211,1.55643,0.0310654,0.128024,0.138189,8.12955,8.1248,0.0109762,0.173738,2.61691,10.6436,1654,4.51567e-06,0.0285043,1346.5,0.0300219
0.248315,-0.567427,331.862,-0.000123889,1.56183,0.0311611,0.133248,0.14092,8.63335,8.62683,0.0161648,0.172382,2.64207,10.7949,1625,0.000361442,0.0289307,1386.12,0.0289888
0.253431,-0.578428,344.836,0.000173493,1.56493,0.0311372,0.143062,0.144998,9.42535,9.23304,0.0166085,0.172051,2.67632,11.0735,1602,0.000575422,0.0291346,1404.4,0.0289242
0.258469,-0.589238,357.687,3.11333e-05,1.57772,0.0313663,0.143811,0.147396,9.93046,9.91274,0.0157766,0.174898,2.71081,11.4979,1576,-2.5419e-05,0.0296419,1431.2,0.0325189
0.263594,-0.599269,369.905,0.000657218,1.54706,0.0310056,0.150236,0.14831,10.6172,10.5942,0.0134025,0.174149,2.72562,11.8991,1550,0.000305545,0.0294834,1436.42,0.0290305
0.268708,-0.610543,383.895,0.000538002,1.58818,0.0314126,0.157867,0.155246,11.3712,11.3358,0.016065,0.175252,2.76727,12.1002,1526,-2.1575e-06,0.0297886,1463.27,0.0289591
0.273794,-0.621713,397.959,-0.000622072,1.56423,0.0311459,0.161532,0.156304,12.218,12.1646,0.0164705,0.175968,2.79369,12.2985,1507,0.000220211,0.0301223,1496.36,0.0288978
0.278917,-0.632833,412.259,0.000602443,1.58407,0.0312952,0.168884,0.162099,13.087,13.0103,0.0161445,0.175902,2.81772,12.3344,1481,0.000528366,0.0301459,1490.41,0.0289713
0.284021,-0.643546,426.204,-3.60377e-05,1.57366,0.0313144,0.170425,0.161758,14.116,14.0042,0.0166704,0.177156,2.85468,12.5335,1455,-0.000393067,0.0307081,1551.49,0.0289633
0.289194,-0.655017,441.514,0.000879319,1.58701,0.0315388,0.181449,0.164391,15.2734,15.1017,0.0166913,0.17753,2.89916,12.7023,1431,0.000354399,0.0307082,1546.46,0.0289531
0.2943,-0.666082,456.463,0.000236611,1.58655,0.0314941,0.186216,0.168005,16.426,16.1969,0.0162532,0.177998,2.9196,12.9976,1411,-2.55902e-05,0.0308508,1566.11,0.0287908
0.299428,-0.676664,470.998,0.000148941,1.62817,0.0319283,0.191416,0.174952,17.789,17.4576,0.0169052,0.177034,2.96042,13.1469,1396,-0.000160141,0.0314475,1627.76,0.0289035
0.304575,-0.687847,486.636,0.000523818,1.65646,0.0320561,0.199226,0.184024,19.2861,18.8184,0.0174254,0.179122,3.0042,13.2513,1372,0.000126635,0.0314721,1649.88,0.0288512
0.309706,-0.698884,502.327,-5.96449e-05,1.62543,0.031784,0.207737,0.183023,20.9748,20.3168,0.0176053,0.178688,3.02838,13.4096,1351,-2.53934e-05,0.032214,1710.66,0.0290243
0.314816,-0.710332,518.832,2.68417e-05,1.58625,0.0313439,0.213184,0.182665,22.8935,21.9652,0.0190347,0.179852,3.07061,13.7317,1338,0.000347165,0.0319879,1670.79,0.0289475
0.319943,-0.722079,536.134,0.000233095,1.58307,0.0313315,0.227422,0.184878,24.8011,23.5712,0.0203472,0.180289,3.12146,13.9729,1323,-0.000373698,0.03267,1750.03,0.0289534
0.324988,-0.733067,552.444,0.000336242,1.62262,0.0317788,0.228038,0.191253,27.222,25.5129,0.0227927,0.181489,3.17044,14.1835,1303,-0.000101425,0.0330662,1802.56,0.0289631
0.330106,-0.743833,568.705,-5.15222e-05,1.58481,0.0313165,0.233045,0.191642,29.6341,27.3168,0.0254677,0.181251,3.21511,14.3785,1288,0.000264101,0.0330657,1797.97,0.0290334
0.335248,-0.755059,586.004,-5.70629e-06,1.57941,0.0312498,0.247956,0.194251,32.639,29.3136,0.0281328,0.182116,3.24658,14.5702,1270,0.000436039,0.0335042,1845.85,0.0290061
0.340311,-0.766825,604.338,-2.99088e-05,1.60838,0.0315019,0.255362,0.201531,35.6938,31.508,0.0312487,0.182359,3.31044,14.757,1254,-0.000314043,0.0343318,1935.79,0.0315681
0.345375,-0.777184,620.683,0.000559102,1.62007,0.031837,0.259044,0.201059,38.77,33.5584,0.0367587,0.183536,3.34486,14.9841,1232,-0.000142428,0.0341707,1932.99,0.0290469
0.350478,-0.788114,638.213,-0.000130417,1.61093,0.0316248,0.267976,0.205659,42.7183,35.803,0.0426212,0.18396,3.39098,15.2466,1218,0.00069595,0.0342958,1945.56,0.028953
0.355569,-0.799801,657.333,-4.88574e-05,1.58274,0.0311836,0.290634,0.208715,47.13,37.9404,0.0522505,0.184967,3.45707,15.5915,1203,0.000661139,0.035389,2065.84,0.0290035
0.360529,-0.81118,676.162,-0.000615111,1.5931,0.0314132,0.306303,0.210053,52.0674,40.0756,0.0627456,0.185572,3.51059,15.8834,1184,-0.000495018,0.035365,2055.62,0.0307188
0.365428,-0.822376,694.804,0.000107768,1.58943,0.0315338,0.303165,0.208727,56.8837,42.1109,0.0748338,0.18612,3.5704,16.2583,1167,0.000552531,0.0366046,2188.11,0.0312765
0.370418,-0.832639,712.165,-0.000334445,1.57309,0.0312132,0.307138,0.213157,62.2314,44.11,0.0864363,0.186527,3.62658,16.8563,1154,-0.00048149,0.0369232,2235.9,0.0291733
0.375445,-0.843248,730.386,0.000196491,1.55566,0.0311537,0.317574,0.21093,67.919,45.772,0.101067,0.187645,3.68579,17.3235,1145,0.000250527,0.0372609,2286.98,0.0289298
0.380455,-0.854041,749.092,-0.000212134,1.54758,0.0308818,0.318554,0.21724,74.1753,47.3766,0.117062,0.188849,3.73135,17.7412,1129,-0.000373097,0.0381949,2406.41,0.0289942
0.385524,-0.865492,769.282,-0.000293557,1.5442,0.0309662,0.331143,0.216772,81.4874,48.3954,0.13714,0.188479,3.80342,18.0195,1121,-0.000208059,0.0385587,2456.35,0.0287876
0.390562,-0.876631,789.123,0.000422862,1.52253,0.0307357,0.335308,0.216828,89.4233,49.5821,0.157875,0.188834,3.87201,18.0603,1110,-0.000371039,0.0386497,2478.35,0.0289996
0.395634,-0.887944,809.619,-0.000401916,1.53007,0.0309095,0.352371,0.21829,98.214,51.0103,0.179051,0.189221,3.93335,18.3535,1101,0.000157082,0.0400412,2650.6,0.0290631
0.400645,-0.898898,829.647,-0.000350723,1.5048,0.0306063,0.359043,0.218579,107.877,51.2405,0.205044,0.190708,4.03714,18.737,1089,-0.000149631,0.0399987,2640.89,0.028853
0.405674,-0.909917,850.09,0.000591244,1.50961,0.0307395,0.373604,0.219882,116.022,51.3955,0.228708,0.191197,4.07439,18.7804,1073,-0.000228894,0.0412722,2809.99,0.0290753
0.410664,-0.921155,871.144,-4.55001e-05,1.50614,0.03068,0.379828,0.222697,127.085,51.2918,0.257196,0.19135,4.17905,18.8846,1057,0.000217168,0.0421281,2919.02,0.0289858
0.415675,-0.93167,891.182,-0.000463302,1.52096,0.0306285,0.404524,0.232918,137.042,50.7355,0.283316,0.191716,4.26244,19.1768,1046,0.000510683,0.0425964,2997.43,0.0289375
0.42059,-0.942958,912.743,8.80232e-05,1.47828,0.0301464,0.395149,0.230338,148.656,50.1701,0.310981,0.192061,4.32288,19.6306,1033,-2.74949e-05,0.0432625,3077.76,0.028986
0.425621,-0.953893,933.983,4.71062e-05,1.42614,0.0298772,0.404374,0.217949,160.364,49.117,0.343226,0.193488,4.41786,20.0396,1017,0.000834056,0.0443546,3217.5,0.0289322
0.430654,-0.965682,957.144,-0.000317299,1.43827,0.0298541,0.411898,0.226357,171.17,48.3095,0.369661,0.193663,4.52875,20.7791,1001,-0.000380838,0.0460202,3483.11,0.0290041
0.4357,-0.977454,980.594,-0.000426964,1.44618,0.0300617,0.426522,0.226908,185.357,46.7824,0.402887,0.19419,4.59976,20.891,984,3.9243e-05,0.0463527,3507.34,0.0288671
0.440717,-0.988112,1002.11,3.17053e-05,1.42909,0.0297965,0.448692,0.229153,196.969,45.1199,0.431366,0.194564,4.72219,20.6643,974,-0.000448797,0.0474124,3665.51,0.029644
0.445665,-0.999841,1025.98,-0.000159951,1.40817,0.0295576,0.458661,0.22887,209.838,43.1976,0.460921,0.194654,4.83303,21.0461,965,-0.000348128,0.0479782,3802.12,0.0291832
0.450613,-1.01154,1050.07,-0.000490042,1.36033,0.0290455,0.466768,0.223703,222.092,41.4775,0.489028,0.195541,4.9692,21.0501,958,-8.99877e-06,0.0491435,4010.13,0.0290152
0.455573,-1.02216,1072.18,0.000291121,1.38539,0.0292719,0.474989,0.231423,235.366,39.9161,0.517713,0.196423,5.07288,21.4497,951,-0.000128754,0.0506722,4251.39,0.0289119
0.460544,-1.03331,1095.6,0.000101857,1.35908,0.0291336,0.476406,0.225642,247.747,38.2326,0.54209,0.196739,5.17818,21.5356,943,0.000280405,0.0517719,4443.22,0.0289242
0.465562,-1.04446,1119.34,-0.000486192,1.34974,0.0289305,0.490904,0.229373,259.082,35.8356,0.568198,0.197241,5.34422,21.6345,931,0.000176924,0.0537607,4728.32,0.0288682
0.470558,-1.05667,1145.67,-6.1619e-05,1.32386,0.0285674,0.511433,0.229717,270.769,34.2638,0.590614,0.197623,5.49689,21.6758,924,0.000737441,0.055805,5093.27,0.0289754
0.475506,-1.06825,1170.85,-0.000480123,1.34058,0.0287563,0.519469,0.234808,282.944,32.3069,0.615719,0.198038,5.65758,21.7463,915,-0.000399539,0.0564556,5269.45,0.029001
0.480468,-1.07876,1194.01,0.000209632,1.28569,0.02824,0.544584,0.225364,293.616,30.3101,0.636436,0.198517,5.79149,22.116,905,-0.000232043,0.0589896,5718.71,0.0289122
0.485364,-1.09012,1219.11,0.000628016,1.26361,0.0281036,0.526818,0.220763,304.368,29.3874,0.655693,0.198546,5.9454,22.3337,900,0.000593182,0.0603919,5988.37,0.0289162
0.490392,-1.10216,1246.17,0.00052821,1.23352,0.0276662,0.542918,0.220545,314.97,27.5775,0.67605,0.199095,6.09642,22.4827,892,-0.000250299,0.061328,6160.43,0.0289515
0.495397,-1.11336,1271.55,-0.000206931,1.21064,0.0274437,0.548309,0.217681,323.997,26.5246,0.690762,0.199577,6.29417,22.7362,882,-0.00144091,0.0638468,6714.21,0.028966
0.500428,-1.12456,1297.23,0.000100078,1.19708,0.0272345,0.563575,0.218969,333.128,25.1869,0.70724,0.199823,6.48889,23.1377,876,-0.000508397,0.0663458,7136.56,0.028851
0.505441,-1.13589,1323.46,-0.000353085,1.17645,0.0270054,0.573653,0.217163,342.07,24.3813,0.720455,0.200504,6.67146,23.3691,864,0.000117562,0.0681541,7634.42,0.0288443
0.510459,-1.14663,1348.54,0.000157953,1.1846,0.0270991,0.577768,0.220831,350.435,23.2743,0.734124,0.200668,6.87263,23.8254,852,0.00146096,0.0710891,8207.65,0.0289717
0.515509,-1.15775,1374.78,-5.69297e-05,1.14254,0.0266905,0.590107,0.212937,358.627,22.8132,0.744072,0.200867,7.05738,24.1121,840,0.000328241,0.0732507,8679.07,0.0289805
0.520556,-1.16856,1400.58,0.000159552,1.14738,0.0267671,0.614353,0.215357,365.364,21.5529,0.757292,0.201144,7.2586,24.2034,832,-0.00130043,0.0750782,9152.9,0.0289309
0.52555,-1.18008,1428.25,0.000258369,1.13965,0.0266675,0.615369,0.216228,372.484,21.5078,0.764294,0.20149,7.50322,24.3479,821,0.00065498,0.0775898,9814.02,0.0289983
0.530588,-1.19195,1457.18,-2.52169e-05,1.10109,0.0259903,0.655307,0.217214,379.517,20.3757,0.77635,0.202271,7.75767,24.4581,813,-0.00102719,0.0815584,10785.9,0.0289304
0.535517,-1.20333,1485.06,-0.000255415,1.07194,0.0257713,0.660606,0.209837,386.182,20.6583,0.782214,0.203024,8.00643,24.7752,802,0.000387947,0.0852987,11843.2,0.0289843
0.540471,-1.21463,1513.02,-0.000223991,1.05521,0.0255747,0.67002,0.208325,392.213,19.405,0.793072,0.203598,8.29044,25.4133,793,0.000622285,0.0889116,12867.1,0.0290442
0.545437,-1.22644,1542.58,-0.00027516,1.00787,0.0248877,0.691988,0.203778,398.995,18.907,0.801403,0.204259,8.58765,25.3274,785,0.00220832,0.0916845,13696.9,0.0291086
0.550367,-1.23733,1570.05,0.000154809,0.99153,0.0248152,0.706804,0.198659,403.786,19.7515,0.803323,0.20496,8.84868,25.7314,781,-0.000178176,0.0954774,14841.6,0.0290687
0.55529,-1.24941,1600.85,-1.1457e-05,0.952871,0.0243317,0.729656,0.19248,410.211,19.6315,0.810363,0.205744,9.15321,26.2057,773,-0.0014397,0.101232,16699.9,0.0290782
0.560178,-1.26129,1631.42,0.000230958,0.94924,0.0241973,0.745896,0.195882,415.108,19.3288,0.813097,0.206774,9.49177,26.4659,769,0.00136123,0.106375,18314.5,0.0290766
0.565056,-1.27347,1663.11,-0.00020488,0.909458,0.0235506,0.786404,0.192975,421.205,19.2853,0.818417,0.207768,9.8536,26.7902,764,-0.00125457,0.114664,21125.2,0.0292229
0.569848,-1.28502,1693.42,0.000109698,0.877405,0.0232604,0.81738,0.184274,426.567,19.7675,0.817634,0.208942,10.2036,27.2226,756,0.00135359,0.120414,23240.5,0.0291775
0.574587,-1.29676,1724.57,-0.000222372,0.848998,0.0229059,0.869143,0.179114,432.476,19.8678,0.821238,0.209997,10.5898,27.5991,751,0.000702063,0.127527,26306.7,0.0293158
0.579222,-1.30896,1757.17,2.48544e-05,0.825868,0.0224846,0.896173,0.178503,439.026,19.5711,0.823427,0.211157,10.9969,28.1316,742,-0.000136993,0.138383,30587.9,0.0291922
0.583823,-1.32136,1790.61,0.000193239,0.787704,0.0220152,0.922127,0.170128,444.809,19.8864,0.823506,0.212347,11.4452,28.393,736,0.000133194,0.153106,36847.5,0.0291704
0.588395,-1.33398,1824.93,0.000442025,0.75274,0.021617,0.944132,0.161356,451.227,19.6005,0.824154,0.213333,11.9017,28.8176,730,-0.00136578,0.166517,42944.3,0.029017
0.592949,-1.34644,1859.11,8.49185e-05,0.726182,0.0211677,0.951645,0.158529,457.726,19.6095,0.824707,0.214347,12.3204,29.2571,721,-0.00236876,0.17964,49337.1,0.0288497
0.59752,-1.35922,1894.44,-0.000221637,0.698253,0.0207223,0.933189,0.15448,465.733,19.1632,0.824935,0.215328,12.7832,29.5676,712,-0.00089374,0.193262,56313.7,0.0287232
0.602171,-1.3705,1925.81,-0.000180838,0.686372,0.02056,0.892694,0.152658,472.169,19.2765,0.823932,0.216086,13.1807,30.0528,710,-0.00291591,0.206867,62751,0.0285811
0.606964,-1.38255,1959.64,-0.000133946,0.650785,0.0199763,0.852211,0.146979,478.71,19.1041,0.822265,0.216812,13.5685,30.3497,703,-0.000321238,0.225334,72757.7,0.0284358
0.611908,-1.39344,1990.44,0.000153251,0.634909,0.0197464,0.809303,0.144184,485.4,19.0122,0.821658,0.217335,13.9478,30.958,699,-0.00104511,0.238121,80213.6,0.0283132
0.617023,-1.40374,2019.87,-0.000265735,0.605139,0.0192628,0.799247,0.13894,493.247,18.1338,0.824972,0.217744,14.2762,31.02,693,-0.0036013,0.251507,87921.9,0.028222
0.622213,-1.41403,2049.38,-9.89417e-05,0.569102,0.0186404,0.744691,0.132717,498.361,18.245,0.821723,0.21803,14.594,31.6853,684,-0.00131234,0.262183,94818.8,0.0282285
0.627635,-1.42423,2078.9,0.000311881,0.549345,0.0183697,0.699971,0.127913,505.238,17.5145,0.826955,0.21828,14.8803,31.9052,680,0.00417251,0.273809,102919,0.0282024
0.633276,-1.43421,2108.05,-0.000281052,0.53933,0.0182379,0.693745,0.125847,512.3,17.1506,0.827511,0.218413,15.1234,32.0233,670,0.00204031,0.283229,108689,0.0282577
0.638994,-1.44405,2136.93,-8.41562e-05,0.520303,0.017884,0.649632,0.123192,515.853,15.8368,0.832401,0.218554,15.3668,32.0744,665,0.00069273,0.292982,115460,0.0281318
0.644955,-1.4535,2164.8,0.000159228,0.50278,0.0175834,0.596128,0.120081,522.721,16.1109,0.833411,0.218616,15.5929,32.1706,652,-0.00185358,0.30451,123758,0.0280956
0.651237,-1.46222,2190.74,-8.11537e-05,0.48209,0.0172337,0.564333,0.115895,526.547,15.448,0.837102,0.218647,15.766,32.4965,644,-0.00367638,0.310092,128539,0.0281262
0.657756,-1.47039,2215.17,0.000151304,0.482043,0.0172473,0.532263,0.116709,531.38,14.7394,0.843365,0.218725,15.9371,32.7003,643,0.00979036,0.317396,133947,0.0282543
0.664536,-1.4782,2238.65,-0.000102388,0.473063,0.0170937,0.493134,0.115533,535.07,15.3323,0.839699,0.218734,16.0802,33.3088,640,-0.00410269,0.322901,138044,0.0282496
0.671652,-1.48598,2262.18,-0.000156064,0.463834,0.0169034,0.475232,0.115022,538.39,14.0901,0.847848,0.218741,16.2201,33.6728,635,0.000307857,0.325268,139995,0.0282849
0.678979,-1.49374,2285.77,0.000153643,0.448304,0.0166213,0.440773,0.112306,543.049,13.7492,0.852116,0.21875,16.361,34.4901,631,4.98563e-05,0.3342,146498,0.0282286
0.686669,-1.5012,2308.59,-0.000249302,0.434637,0.0163519,0.420557,0.110441,547.266,13.336,0.852712,0.21875,16.4732,34.5739,627,-0.00300195,0.340168,152365,0.0282344
0.694632,-1.50772,2328.6,-3.42108e-05,0.42823,0.0163042,0.390448,0.108379,549.212,13.3965,0.858713,0.21875,16.5719,35.1056,623,-0.00668704,0.340332,153262,0.0282343
