Beta,Energy,Energy Squared,Magnetization,Magnetization Squared,Absolute Magnetization,Specific Heat,Susceptibility,Cluster Size,Non-Wrapping Cluster Size,Wrapping Probability,Dominant Frequency,Dominant Amplitude,Rho T,Unique Families,Overlap,Absolute Overlap,Overlap Variance,Free Energy
0.0498201,-0.113067,15.2999,-2.19364e-05,1.18942,0.0270774,0.0054826,0.0218533,1.28684,1.28761,0,0.197434,1.93946,2.94648,2826,-0.000237383,0.0251509,0.000362489,2.92231
0.0540412,-0.121652,17.3999,0.000104491,1.17849,0.0269792,0.00655753,0.0234076,1.32141,1.32179,0,0.196186,1.94943,3.1067,2740,-0.000172843,0.0253097,0.000363584,3.4312
0.0582426,-0.132538,20.1655,-7.82502e-05,1.20116,0.0272358,0.00738694,0.0257181,1.35632,1.35672,0,0.193109,1.95399,3.36998,2657,0.000470284,0.0254618,0.000365596,3.97486
0.0624665,-0.140085,22.3054,-0.000332472,1.18357,0.0270632,0.00862631,0.0270841,1.39416,1.39481,0,0.195476,1.95563,3.53025,2586,0.000251026,0.0252608,0.000360091,4.56806
0.0666857,-0.150433,25.34,-0.000435335,1.23587,0.0277759,0.00963525,0.0297321,1.43334,1.43363,0,0.190638,1.97626,3.68341,2511,0.000133346,0.0248486,0.000354554,5.19347
0.0709238,-0.15927,28.1612,-0.000598349,1.18154,0.0272091,0.0109929,0.0300318,1.47215,1.47276,0,0.192246,1.98102,3.87659,2443,-0.0012611,0.0251014,0.000356219,5.86625
0.0751624,-0.168747,31.3158,0.000316849,1.20978,0.0273624,0.0121841,0.033305,1.51445,1.51469,0,0.19101,1.99477,3.96468,2402,7.96005e-05,0.0251712,0.000355353,6.57766
0.0794152,-0.178049,34.647,-0.000159907,1.25332,0.0279098,0.0137794,0.0361865,1.55518,1.55591,0,0.190395,2.01067,4.06898,2351,-0.00025484,0.025675,0.000376973,7.33249
0.0836613,-0.187319,38.1488,3.80832e-05,1.2797,0.0281668,0.015527,0.0390941,1.60469,1.60549,0,0.187929,2.01979,4.25127,2303,-3.80832e-05,0.0255997,0.00036612,8.12681
0.0878879,-0.196762,41.8706,-0.00064474,1.29836,0.0283759,0.0171953,0.0416453,1.65225,1.65282,0,0.183185,2.02921,4.38966,2254,0.000466095,0.0252872,0.000367371,8.95785
0.0921012,-0.204585,45.0103,0.00130927,1.25374,0.0279737,0.0182428,0.041669,1.70296,1.70337,0,0.183064,2.02904,4.53369,2211,0.000743204,0.0248769,0.000359706,9.82692
0.0963441,-0.214702,49.302,0.00041913,1.26265,0.0278712,0.0194815,0.0450122,1.75251,1.75338,0,0.186049,2.05026,4.67016,2160,0.00041721,0.0257249,0.000379946,10.7356
0.100628,-0.222749,52.9253,-0.000396464,1.31795,0.0287298,0.0214409,0.0475706,1.81028,1.81083,0,0.181083,2.056,4.81989,2113,-0.00043565,0.0252992,0.000370239,11.697
0.104923,-0.23224,57.3914,0.000292242,1.28766,0.028336,0.0237935,0.0488371,1.86852,1.86899,0,0.181135,2.08246,4.93763,2081,-0.000104044,0.0257326,0.000374296,12.6967
0.109201,-0.239859,61.0298,0.000722695,1.32369,0.0287583,0.0252439,0.0520668,1.93331,1.93425,0,0.180979,2.08117,5.10525,2038,0.000611363,0.0253479,0.000371681,13.7344
0.113494,-0.25027,66.2379,-0.000757952,1.36623,0.0292076,0.0270475,0.0559158,1.99606,1.997,0,0.17664,2.10228,5.23934,2002,-0.000504007,0.0253619,0.000375629,14.8087
0.117803,-0.259855,71.3611,-0.000193082,1.35654,0.0288622,0.0307474,0.0593156,2.07755,2.07863,0,0.175143,2.12099,5.2951,1984,-0.000634631,0.026143,0.000378668,15.9328
0.122061,-0.267603,75.4523,-4.21097e-06,1.42349,0.0298608,0.031618,0.0623033,2.14049,2.14214,0,0.176585,2.13315,5.38985,1957,-0.000476605,0.0260456,0.000374348,17.0865
0.126341,-0.276543,80.4226,-0.000348063,1.40402,0.0295196,0.033701,0.0646491,2.1974,2.1985,0,0.174626,2.14372,5.55208,1923,0.000144421,0.025898,0.000381112,18.2792
0.130637,-0.28564,85.6825,0.000215694,1.40588,0.0297233,0.0364227,0.0654761,2.28122,2.28273,0,0.172592,2.15577,5.72729,1899,0.000242512,0.0254155,0.000382028,19.5157
0.13493,-0.293999,90.5903,-0.00026116,1.40921,0.0298434,0.0378788,0.0670885,2.36507,2.36657,0,0.173807,2.15462,5.92684,1864,-0.000868098,0.0259903,0.000380127,20.7915
0.139249,-0.303279,96.2857,0.000481561,1.47784,0.0303145,0.0407178,0.0747502,2.44119,2.44278,0,0.170148,2.16733,6.11039,1830,0.000259597,0.0255396,0.000377471,22.1114
0.14357,-0.312047,101.718,-0.000333956,1.40431,0.029739,0.0413912,0.0715958,2.52618,2.52936,0,0.170323,2.17792,6.17793,1807,0.000187107,0.0265094,0.000386577,23.4736
0.147941,-0.322294,108.409,-0.000433091,1.4488,0.0300358,0.0446983,0.0776689,2.62787,2.62982,0,0.169698,2.19756,6.31941,1788,-0.000384033,0.0261694,0.000396845,24.8899
0.152319,-0.329979,113.573,-0.00103852,1.47205,0.0302685,0.048127,0.0813201,2.72649,2.73041,0,0.169722,2.22369,6.48243,1768,0.000378233,0.0259931,0.000380855,26.3548
0.156684,-0.338744,119.562,-0.000857226,1.51139,0.0305562,0.0505944,0.0870064,2.84373,2.84572,0,0.16557,2.23365,6.61299,1746,-0.000174208,0.026198,0.000392947,27.8498
0.161048,-0.349674,127.276,-7.84981e-05,1.53754,0.0307938,0.0536873,0.0912373,2.94285,2.94577,0,0.166323,2.24786,6.75318,1729,-0.000798582,0.0264814,0.000396347,29.3839
0.165409,-0.357453,132.908,0.000251903,1.53081,0.0308824,0.0565986,0.091668,3.05107,3.05346,0,0.166056,2.25972,6.86465,1708,0.00036951,0.0261832,0.000386272,30.9653
0.169767,-0.366345,139.468,0.000692732,1.60617,0.0316461,0.0587343,0.0985768,3.16812,3.17106,0,0.163548,2.27979,7.06786,1687,-0.000262533,0.0265825,0.000401842,32.5808
0.174141,-0.374746,145.861,-0.000136634,1.56872,0.0311072,0.0623525,0.100625,3.30231,3.30504,0,0.164982,2.29597,7.20247,1669,-0.00045093,0.0269052,0.000404788,34.2417
0.178514,-0.383912,152.982,0.000334067,1.54985,0.0309315,0.0655374,0.101777,3.4237,3.42761,0,0.165635,2.30239,7.37794,1650,-2.29185e-05,0.0264577,0.000389175,35.9396
0.182884,-0.394592,161.397,0.000289338,1.60012,0.0314119,0.065464,0.107854,3.57335,3.57701,0,0.162944,2.33997,7.61252,1630,0.000288179,0.02736,0.000422526,37.678
0.187309,-0.403918,169.058,0.000976562,1.57099,0.0310699,0.0699318,0.109105,3.73011,3.73363,0,0.163143,2.3548,7.71651,1616,0.000238707,0.0267674,0.00041351,39.4851
0.19174,-0.411281,175.281,-0.000542749,1.59698,0.0314034,0.0760566,0.112579,3.89897,3.90387,0,0.162252,2.37116,7.90552,1597,-0.000452742,0.0269165,0.000410711,41.3379
0.196134,-0.419288,182.073,0.000192149,1.6467,0.0318859,0.0789231,0.118777,4.05494,4.06021,0,0.162652,2.37371,8.07295,1582,-0.000507766,0.0271408,0.000411024,43.2087
0.200518,-0.427628,189.257,0.000813029,1.71342,0.0328486,0.0805454,0.122014,4.22574,4.23155,0,0.160401,2.39872,8.16645,1570,-8.85324e-05,0.027065,0.000415583,45.1114
0.204924,-0.437957,198.424,-0.000662293,1.68611,0.0322894,0.0845874,0.126741,4.44532,4.4498,0,0.160614,2.41983,8.29244,1557,-0.000261891,0.0268335,0.000414165,47.0605
0.209334,-0.44653,206.212,-8.94443e-05,1.68,0.0322377,0.0893141,0.128905,4.61861,4.62475,0,0.159451,2.41683,8.5344,1550,0.000529726,0.0277455,0.000437886,49.0586
0.213734,-0.455458,214.468,-0.00127325,1.71173,0.0326505,0.0935401,0.132535,4.82237,4.82797,0,0.16019,2.43936,8.8225,1540,7.60152e-05,0.0274322,0.000429218,51.0906
0.218124,-0.464388,222.845,0.000412818,1.75584,0.0329773,0.0958014,0.140087,5.05182,5.05932,1.86525e-06,0.159081,2.47671,9.04576,1529,-0.000124156,0.027606,0.00043384,53.158
0.222527,-0.472833,230.939,0.000809051,1.69085,0.0323472,0.099148,0.137832,5.28594,5.29196,0,0.158493,2.48081,9.17666,1517,-0.000251852,0.0281407,0.000448068,55.2717
0.226942,-0.481754,239.678,0.00079459,1.6839,0.0322967,0.104099,0.139747,5.55387,5.56369,2.03499e-06,0.157841,2.50015,9.33123,1508,-0.0010155,0.0278658,0.000442454,57.4297
0.231354,-0.490429,248.331,0.000453694,1.77062,0.0331034,0.109097,0.150028,5.84353,5.853,0,0.15753,2.52063,9.60031,1491,-1.9709e-05,0.0284308,0.000454647,59.6262
0.235754,-0.499361,257.386,0.000169601,1.78654,0.0332178,0.113345,0.154804,6.12231,6.13071,2.2529e-06,0.159224,2.55117,9.7127,1484,0.000652461,0.0279141,0.000453673,61.8564
0.240149,-0.508348,266.568,0.00060657,1.78597,0.0332124,0.112363,0.157641,6.42951,6.43907,0,0.154978,2.56886,9.73925,1471,-0.00065311,0.0287725,0.000471381,64.1235
0.24459,-0.515531,274.179,0.000357945,1.83276,0.033658,0.121343,0.16454,6.72495,6.73615,4.92126e-06,0.158446,2.57557,9.88398,1458,-0.00017532,0.0285548,0.000463862,66.4549
0.24901,-0.524982,284.246,-0.000532495,1.86489,0.0341635,0.125568,0.166772,7.03306,7.04319,1.2922e-05,0.155663,2.60426,10.0249,1450,0.000386146,0.0282736,0.000459151,68.8088
0.253422,-0.536634,296.913,0.000391852,1.86052,0.03395,0.130084,0.172391,7.48523,7.49827,1.72107e-05,0.156747,2.64235,10.1997,1439,0.000634171,0.0288866,0.000468147,71.2008
0.25783,-0.546777,308.153,-0.00141803,1.87757,0.0343456,0.133804,0.172652,7.89149,7.90641,1.99123e-05,0.155805,2.64948,10.2782,1425,-0.000115315,0.0290027,0.000482861,73.643
0.262242,-0.555686,318.156,0.00118006,1.9576,0.0349593,0.134666,0.185175,8.31925,8.33289,3.97722e-05,0.154781,2.67551,10.4088,1420,-0.000196231,0.0292621,0.00049055,76.1335
0.266687,-0.564121,327.821,0.000109657,1.96259,0.034917,0.138764,0.190449,8.77714,8.79228,4.49612e-05,0.154784,2.70171,10.4764,1413,-0.000115408,0.0291362,0.000487205,78.6824
0.271153,-0.573296,338.534,-0.000599603,2.00045,0.0351931,0.145363,0.19853,9.26564,9.27926,7.25689e-05,0.15356,2.72923,10.6958,1401,-0.000846431,0.0292174,0.000491879,81.2818
0.275614,-0.581833,348.632,0.00121974,1.96091,0.0347007,0.150167,0.200612,9.81094,9.82408,8.87412e-05,0.156207,2.74819,10.8827,1391,0.000375542,0.0297394,0.000494246,83.9208
0.280073,-0.591357,359.991,0.000142808,1.91992,0.0343845,0.148693,0.198643,10.3233,10.3355,0.000102108,0.156373,2.79078,10.8683,1387,-0.00141846,0.0293103,0.000492564,86.5976
0.284577,-0.599094,369.573,0.00133371,1.98851,0.0351771,0.165675,0.205291,11.0103,11.0127,0.000195893,0.153529,2.8067,11.0934,1381,-8.21516e-05,0.0298172,0.000519948,89.3451
0.289019,-0.608671,381.34,-9.96804e-05,1.98315,0.0349168,0.164403,0.212344,11.61,11.611,0.000251292,0.155669,2.82043,11.2966,1372,-0.000887958,0.0304927,0.000548897,92.0905
0.293473,-0.617132,391.968,0.000476251,2.0413,0.0356378,0.170223,0.217395,12.3012,12.2918,0.000330443,0.155456,2.85389,11.3406,1362,0.000214256,0.0302299,0.000522694,94.8867
0.297929,-0.624472,401.32,0.000572718,2.01147,0.0352758,0.177127,0.21964,13.0413,13.0187,0.000486251,0.154496,2.86334,11.5079,1348,0.000657919,0.0302765,0.00053001,97.7226
0.302375,-0.634646,414.462,-0.000490008,1.97058,0.0348842,0.18461,0.21906,13.8366,13.8036,0.000557062,0.15714,2.90016,11.6535,1342,-0.000418636,0.0307585,0.000549591,100.586
0.306803,-0.643394,425.835,-0.00133919,2.06957,0.0360571,0.183006,0.2265,14.6963,14.6362,0.000772947,0.154763,2.93254,11.7294,1336,0.000411587,0.0311942,0.000550899,103.484
0.311264,-0.650277,434.953,7.44706e-05,2.03383,0.0357996,0.188373,0.224563,15.5331,15.4506,0.000995058,0.156084,2.95026,11.7643,1332,0.000167751,0.0309671,0.000554115,106.442
0.315741,-0.660444,448.588,0.000370487,2.10135,0.0360233,0.192739,0.243921,16.639,16.5046,0.00140245,0.157302,2.98004,11.9628,1325,0.000175635,0.0314356,0.000583268,109.444
0.320233,-0.669937,461.494,-0.000343462,2.11511,0.0361913,0.195534,0.247816,17.7758,17.5813,0.00180221,0.156318,3.01248,12.0687,1319,0.000337654,0.0321011,0.000578188,112.502
0.324748,-0.676956,471.259,-0.000714852,2.13043,0.0364932,0.20992,0.248989,18.907,18.6417,0.00233358,0.156952,3.03503,12.2984,1307,-0.000561475,0.0314216,0.00055099,115.619
0.329226,-0.686377,484.388,-0.000843938,2.14834,0.0364258,0.213351,0.259976,20.1819,19.8174,0.00299322,0.157292,3.09286,12.5485,1301,-0.000352765,0.0321225,0.000567105,118.743
0.333698,-0.694755,496.174,-0.000712637,2.01633,0.0352732,0.21214,0.247693,21.5961,21.1136,0.0037431,0.158078,3.08659,12.7908,1291,-0.000521613,0.0324881,0.000599513,121.907
0.338204,-0.70316,508.149,-0.00069207,2.13713,0.036439,0.211484,0.262941,23.0286,22.4049,0.00455807,0.156962,3.14206,12.9384,1288,-0.000160245,0.0323028,0.00060857,125.132
0.34276,-0.713643,523.459,0.000215023,2.21621,0.0369427,0.229055,0.280615,24.7193,23.8632,0.00598502,0.157465,3.17875,13.2923,1274,2.64883e-05,0.03314,0.000614582,128.432
0.347282,-0.72017,533.037,-0.000670289,2.12151,0.0363275,0.234521,0.267458,26.462,25.3187,0.00765177,0.160638,3.18572,13.2199,1269,0.000227461,0.0329343,0.000630244,131.757
0.35179,-0.729718,547.21,0.00113458,2.17374,0.0368409,0.240324,0.275772,28.471,26.9513,0.00968069,0.159509,3.23627,13.2749,1264,-0.000316807,0.0335215,0.000615437,135.102
0.356292,-0.737782,559.252,-0.00128942,2.19367,0.0369512,0.236853,0.283432,30.3686,28.5093,0.0114199,0.158396,3.23366,13.4807,1257,0.00104169,0.0339463,0.000654453,138.486
0.360837,-0.747376,573.939,-0.000321371,2.12037,0.0360566,0.255396,0.284734,32.8468,30.3378,0.0147856,0.15884,3.30392,13.6125,1256,-0.000846614,0.0344559,0.000654527,141.939
0.365346,-0.755734,586.721,2.61301e-05,2.1799,0.036797,0.250914,0.289858,35.0716,31.9625,0.0176018,0.159476,3.3535,13.6084,1249,0.000556141,0.0337429,0.000649866,145.41
0.369885,-0.76467,600.642,-1.94148e-06,2.28519,0.0377404,0.258365,0.305773,38.0049,34.0899,0.0209384,0.159505,3.37348,13.8734,1247,-0.000274525,0.0347792,0.000670338,148.943
0.374435,-0.773005,613.794,-0.00106354,2.25469,0.037422,0.268717,0.307291,40.8595,35.9407,0.0255062,0.160394,3.42148,13.9971,1244,0.000103675,0.0343078,0.00068424,152.526
0.378973,-0.780019,624.921,-0.000536008,2.20351,0.0371801,0.271453,0.298622,43.8772,37.7544,0.0309275,0.159533,3.45588,14.2337,1239,0.000471471,0.0347412,0.0006969,156.138
0.383521,-0.790361,641.523,-0.00132478,2.27909,0.0374653,0.273682,0.322829,47.8099,39.9777,0.0377014,0.161425,3.48581,14.2715,1233,-0.00121103,0.0357792,0.000728598,159.791
0.388092,-0.798041,654.018,0.00100514,2.18276,0.0367669,0.280683,0.309898,51.2712,41.7981,0.0441964,0.161872,3.54805,14.74,1231,7.1437e-05,0.0361344,0.000759852,163.51
0.392672,-0.806272,667.52,0.000667209,2.23222,0.0372251,0.284139,0.319342,55.4872,43.8161,0.05228,0.161444,3.54248,14.7444,1226,-0.00040445,0.0353277,0.000713663,167.273
0.397271,-0.815121,682.173,-0.000409017,2.32438,0.0382356,0.284721,0.328673,59.6474,45.5517,0.0616399,0.162622,3.59622,14.8526,1223,0.000384007,0.0359435,0.000740255,171.09
0.401902,-0.823982,697.076,-0.000813675,2.2005,0.036948,0.296345,0.322559,64.5028,47.3523,0.072331,0.1632,3.67111,14.9385,1218,-0.000848088,0.036831,0.000770006,174.976
0.406532,-0.831348,709.586,-2.93732e-05,2.29724,0.037669,0.307237,0.343208,69.18,48.616,0.08375,0.164886,3.6821,15.0471,1214,0.000481033,0.0376583,0.000805101,178.902
0.411144,-0.840649,725.546,-0.000573525,2.19708,0.0371534,0.320207,0.322162,74.7284,50.5327,0.0955355,0.165187,3.72167,15.2488,1211,0.000340207,0.0373331,0.000796488,182.849
0.415726,-0.849383,740.6,0.000203611,2.28819,0.0377156,0.317013,0.345712,80.3414,51.8753,0.109526,0.164677,3.79799,15.3871,1208,0.000304648,0.0384144,0.000848807,186.814
0.420331,-0.85761,754.919,0.000790751,2.26704,0.0372258,0.313254,0.356447,86.7901,53.432,0.124513,0.164764,3.83048,15.5743,1203,-0.0014091,0.0384871,0.000843411,190.839
0.424986,-0.866056,769.867,-0.000436468,2.35645,0.0383741,0.327231,0.360617,93.223,54.0265,0.141933,0.165039,3.89797,15.9425,1197,-0.000162568,0.0397921,0.000893266,194.946
0.429641,-0.874699,785.266,0.00030949,2.23666,0.0373754,0.333277,0.34638,100.573,55.1982,0.15973,0.164776,3.9417,16.2393,1193,-0.000485566,0.0397916,0.000915025,199.094
0.4343,-0.882031,798.53,-0.00015653,2.28704,0.0378975,0.354773,0.354542,107.991,55.8025,0.177954,0.165981,3.99521,16.3385,1188,3.73804e-05,0.0391092,0.000892433,203.288
0.438914,-0.891555,815.754,-0.000265239,2.16665,0.0368052,0.348074,0.342141,115.439,56.2608,0.196838,0.167264,4.05136,16.6511,1184,-0.000698878,0.0408472,0.00093265,207.475
0.443551,-0.900112,831.451,0.000893284,2.24149,0.0373003,0.355071,0.362286,123.625,56.7745,0.217824,0.168839,4.10711,16.9157,1178,-0.000708656,0.0407729,0.000947052,211.729
0.448203,-0.907366,844.916,0.000988844,2.36122,0.0382947,0.370148,0.385248,131.602,56.2884,0.239648,0.167077,4.16754,17.1196,1171,-0.000832356,0.0419534,0.000990418,216.036
0.452836,-0.917157,863.129,-7.76947e-05,2.33036,0.0380142,0.361951,0.385184,140.903,56.2245,0.263913,0.169255,4.21844,17.1547,1167,-0.00101959,0.0416121,0.000997424,220.362
0.457511,-0.926086,880.006,7.97275e-05,2.26453,0.0373684,0.37413,0.381847,149.737,55.8751,0.283245,0.169343,4.29023,17.149,1166,0.000112253,0.043346,0.00104723,224.772
0.462192,-0.932721,892.704,-0.000507813,2.28882,0.0375151,0.396591,0.391779,158.107,55.901,0.30463,0.169783,4.34547,17.3211,1165,-0.000297752,0.0439409,0.00105545,229.231
0.466831,-0.940921,908.335,-0.00069977,2.21133,0.0369504,0.382403,0.379639,167.59,54.4526,0.33026,0.1699,4.41473,17.185,1159,1.358e-05,0.0439217,0.00109494,233.682
0.471516,-0.949128,924.256,3.70544e-05,2.24889,0.0373759,0.398347,0.385889,178.186,53.6708,0.355447,0.170696,4.49935,17.178,1159,-0.000189256,0.0444426,0.00112399,238.216
0.476199,-0.957694,940.914,-5.99922e-05,2.24608,0.0371431,0.391081,0.396843,187.008,53.126,0.375278,0.171099,4.55448,17.3443,1151,-0.00108979,0.0452759,0.00116408,242.787
0.480926,-0.964667,954.667,-0.000912148,2.35377,0.0381106,0.40511,0.416719,197.552,50.4662,0.405076,0.170558,4.63576,17.414,1149,-0.00126882,0.0457231,0.00119282,247.442
0.485657,-0.973055,971.373,-0.000557751,2.37624,0.0384856,0.427308,0.417445,207.763,50.2129,0.425566,0.171798,4.72079,17.2512,1143,-0.00126362,0.0464195,0.00124202,252.136
0.49035,-0.980322,985.781,-7.10372e-05,2.27763,0.0375811,0.405223,0.407674,216.932,48.3455,0.449089,0.172086,4.76311,17.2776,1139,0.000948627,0.0472904,0.00128362,256.832
0.495108,-0.989735,1004.78,0.000296471,2.21076,0.0369506,0.414456,0.402345,227.153,46.7874,0.474002,0.172416,4.88415,17.574,1135,-0.000366907,0.0494115,0.00139203,261.628
0.499897,-0.998044,1021.66,-0.000428191,2.28535,0.037493,0.415763,0.422858,235.084,45.4233,0.489764,0.173384,4.93996,17.8517,1130,-0.000330296,0.048657,0.0013412,266.502
0.50472,-1.00597,1037.95,-0.000390546,2.2051,0.0371565,0.430596,0.399417,244.893,44.0523,0.51141,0.175034,5.01542,17.951,1130,0.00050767,0.0500995,0.00142319,271.451
0.509542,-1.01258,1051.59,-9.00039e-05,2.26487,0.0375824,0.433425,0.417076,253.828,42.4883,0.531888,0.173398,5.09012,17.9415,1125,0.000618926,0.0512662,0.0014888,276.437
0.514377,-1.02059,1068.26,-0.0011361,2.26,0.0376058,0.43998,0.417606,265.221,40.4884,0.55738,0.174383,5.21411,18.1127,1123,0.00225798,0.0515884,0.00151317,281.471
0.519225,-1.02933,1086.6,0.000462145,2.14263,0.0364033,0.447375,0.407919,272.871,39.3365,0.574067,0.174714,5.30298,18.2182,1122,-0.00106685,0.0528508,0.00156542,286.558
0.524081,-1.03642,1101.6,-0.000938592,2.22566,0.0371121,0.452883,0.427277,284.105,38.0795,0.59433,0.17614,5.43032,18.5963,1120,-0.000705625,0.0528372,0.00158622,291.696
0.528949,-1.04532,1120.6,1.90162e-05,2.15005,0.0365484,0.46889,0.413748,290.809,36.9175,0.608966,0.176052,5.54865,18.6094,1119,0.000104589,0.0555702,0.00174561,296.882
0.533803,-1.05347,1138.04,-8.66724e-05,2.20215,0.0371657,0.456725,0.420482,300.134,34.9867,0.62771,0.176987,5.64824,18.7432,1116,0.000492475,0.0551097,0.00178609,302.099
0.538705,-1.06091,1154.16,0.000103419,2.11187,0.0363531,0.470485,0.408665,307.742,32.8225,0.645614,0.177161,5.71813,19.1119,1114,0.000204865,0.0564689,0.00184097,307.406
0.543616,-1.06842,1170.52,-0.000233338,2.20277,0.0371691,0.477824,0.42841,314.009,32.656,0.656879,0.177431,5.84593,19.2275,1112,0.00155519,0.0577504,0.00185356,312.761
0.548536,-1.07688,1189.1,0.000313867,2.30374,0.0381154,0.479479,0.447652,322.717,31.7588,0.670253,0.177456,6.0187,19.3635,1109,-0.000860679,0.0590098,0.00187427,318.164
0.553478,-1.08456,1206.17,-0.000715334,2.15366,0.0365394,0.513308,0.435307,329.777,30.6128,0.682884,0.177243,6.0886,19.5681,1108,0.000966349,0.0606529,0.00210549,323.633
0.558369,-1.09188,1222.42,0.0002024,2.17743,0.0368014,0.498198,0.441433,335.107,30.2974,0.69256,0.178131,6.23145,19.4768,1107,-0.000614683,0.0625083,0.00218107,329.085
0.563292,-1.09907,1238.51,-4.23399e-05,2.11247,0.0363206,0.494818,0.429018,341.893,29.1159,0.704075,0.178179,6.34774,19.6657,1107,0.00128235,0.0639251,0.0023235,334.61
0.568263,-1.10618,1254.54,0.000121139,2.14767,0.036615,0.494427,0.44031,349.645,27.5313,0.719684,0.178881,6.44599,19.7902,1104,0.000936967,0.0640948,0.00236244,340.224
0.573279,-1.11389,1272.07,0.000605859,2.11696,0.0363395,0.508901,0.438393,354.458,27.2712,0.72616,0.178431,6.62267,19.9924,1099,0.00126133,0.0680043,0.00257907,345.926
0.578305,-1.12088,1288.07,0.000717045,2.0604,0.0358892,0.514807,0.428789,359.671,26.6986,0.734011,0.179132,6.77291,20.0817,1090,0.000799583,0.0696669,0.00274449,351.679
0.583344,-1.12986,1308.79,-0.000877027,2.16482,0.0365697,0.530152,0.463981,366.362,25.5565,0.746377,0.179595,6.91736,19.8739,1087,0.00012232,0.0715021,0.00288809,357.482
0.588373,-1.13529,1321.33,0.000767755,1.996,0.0350129,0.525452,0.43579,370.547,24.935,0.750641,0.180314,7.05027,20.241,1083,0.000293448,0.0735588,0.00308378,363.321
0.593431,-1.14329,1340.02,-0.000544182,2.01242,0.0352091,0.545207,0.44091,375.32,24.903,0.757407,0.179845,7.2483,20.4236,1075,-0.000671211,0.074466,0.00312507,369.221
0.598478,-1.14984,1355.41,-0.000788684,1.98248,0.0350189,0.549798,0.434933,379.844,22.9692,0.767536,0.180195,7.34604,20.2559,1069,-0.00250504,0.076382,0.00332226,375.149
0.603531,-1.15678,1371.72,-0.00022281,1.9278,0.0344361,0.53692,0.43062,384.56,23.4698,0.771677,0.180409,7.51158,20.0421,1066,0.000472713,0.0784942,0.00342249,381.118
0.608637,-1.16486,1391.01,-0.000766251,2.01565,0.0352435,0.570321,0.452664,388.292,23.4325,0.776043,0.180809,7.70081,20.403,1061,0.000926838,0.0805925,0.00378926,387.187
0.613715,-1.17147,1406.79,-1.09955e-05,1.9968,0.0351404,0.571094,0.449438,392.572,24.2262,0.779372,0.180717,7.8776,20.6438,1056,-0.000104661,0.0823982,0.00396116,393.264
0.618799,-1.17855,1423.8,0.00115148,1.97132,0.0349422,0.565604,0.446191,396.176,23.0767,0.784124,0.181322,8.07812,21.0018,1055,0.000259154,0.0867391,0.00418364,399.382
0.623918,-1.18517,1439.82,0.000756436,2.01935,0.0352835,0.573145,0.464535,401.573,22.8269,0.791776,0.181673,8.25122,20.9751,1054,-0.000199315,0.0901207,0.0045196,405.58
