Beta,Energy,Energy Squared,Magnetization,Magnetization Squared,Absolute Magnetization,Specific Heat,Susceptibility,Cluster Size,Non-Wrapping Cluster Size,Wrapping Prob. (Neither),Dominant Frequency,Dominant Amplitude,Rho T,Unique Families,Overlap,Absolute Overlap,Overlap Variance,Free Energy,Wrapping Prob. (Z-dir.),Wrapping Prob. (X-dir.),Wrapping Prob. (both dir.),Z-Wrapping Cluster Size,X-Wrapping Cluster Size,Both-Wrapping Cluster Size
0.00559863,-0.00504621,1.87597,0.00218872,0.974465,0.0500061,5.85974e-05,0.00187168,0.982414,0.982369,1,0.194066,1.61058,1.10145,480,0.00294869,0.0481821,0.00146717,0.0262881,0,0,0,nan,nan,nan
0.0113277,-0.0190673,1.88901,-0.0052682,0.935884,0.0485512,0.000230448,0.00376571,1.00725,1.00711,1,0.190014,1.62025,1.19273,461,0.00212524,0.0489104,0.00129233,0.0415074,0,0,0,nan,nan,nan
0.0171728,-0.0358527,2.53561,-0.00118096,1.13693,0.0533551,0.000650722,0.00700921,1.03438,1.03438,1,0.185562,1.61442,1.27321,443,0.00570797,0.0470718,0.00133315,0.0779161,0,0,0,nan,nan,nan
0.0224461,-0.0449666,2.28721,0.000656011,1.10186,0.0528387,0.000891567,0.00868948,1.06053,1.06058,1,0.184637,1.66732,1.32932,432,-0.00347388,0.0492754,0.00127842,0.134146,0,0,0,nan,nan,nan
0.0283346,-0.0562074,2.94297,0.00276629,1.00803,0.0505837,0.00171344,0.010002,1.0892,1.08916,1,0.197228,1.66154,1.40805,413,0.00282709,0.0480606,0.00141262,0.209777,0,0,0,nan,nan,nan
0.0336966,-0.0666687,3.10758,-0.000864625,1.16471,0.0536067,0.00223655,0.0144575,1.11114,1.11112,1,0.184783,1.67783,1.52322,395,-0.00183733,0.0509048,0.00141206,0.294788,0,0,0,nan,nan,nan
0.0392779,-0.0749877,3.33858,0.00172244,1.10273,0.0515194,0.00292977,0.0166241,1.13614,1.13619,1,0.180733,1.68493,1.60425,381,-6.15157e-05,0.0475209,0.00125393,0.397919,0,0,0,nan,nan,nan
0.0449621,-0.0843506,3.76636,-0.00189209,1.21344,0.0552979,0.00393182,0.019362,1.17155,1.1717,1,0.18396,1.69867,1.64795,372,0.00276184,0.0498199,0.00133541,0.51486,0,0,0,nan,nan,nan
0.0505789,-0.109466,5.17595,-0.00161114,1.17674,0.0545355,0.00539361,0.0210086,1.19706,1.197,1,0.181907,1.72653,1.79791,355,0.00189993,0.0515716,0.00154598,0.643987,0,0,0,nan,nan,nan
0.0559737,-0.11648,5.55992,-0.00209154,1.18282,0.0549643,0.00653745,0.0229172,1.22772,1.22781,1,0.181348,1.72182,1.86775,346,0.000984252,0.0499815,0.00132447,0.803031,0,0,0,nan,nan,nan
0.0613964,-0.126798,6.1255,0.000496032,1.26327,0.0558656,0.00757518,0.0285065,1.26396,1.26378,1,0.177331,1.75343,1.93295,338,0.0014881,0.0493242,0.00137311,0.972572,0,0,0,nan,nan,nan
0.0669221,-0.136068,6.87215,-4.6503e-05,1.20588,0.0543,0.00955034,0.0301866,1.28982,1.2897,1,0.177827,1.75757,2.00381,329,-0.00282118,0.0483631,0.00145294,1.15979,0,0,0,nan,nan,nan
0.0722862,-0.146358,7.38432,0.00206338,1.42399,0.0599641,0.00993124,0.0363953,1.32256,1.32246,1,0.167213,1.78562,2.15027,318,-0.00595388,0.0479146,0.00139338,1.35453,0,0,0,nan,nan,nan
0.0779681,-0.158747,8.46465,-0.00214524,1.31308,0.0561283,0.0122387,0.0394968,1.36009,1.36004,1,0.173412,1.79197,2.28013,305,0.00115266,0.0477715,0.00146379,1.57532,0,0,0,nan,nan,nan
0.0834888,-0.165927,8.92014,0.000305427,1.50666,0.0621624,0.0130485,0.0431995,1.40122,1.40116,1,0.175026,1.82274,2.40478,294,0.00186471,0.0481932,0.00134782,1.80758,0,0,0,nan,nan,nan
0.0892139,-0.178594,10.2535,0.0040027,1.49399,0.0625161,0.0166195,0.0440247,1.42169,1.42171,1,0.165252,1.83905,2.50639,282,0.00503151,0.0515207,0.00140119,2.05859,0,0,0,nan,nan,nan
0.0946347,-0.194957,11.7881,0.000129132,1.39921,0.0604016,0.0184304,0.0440273,1.47722,1.47717,1,0.160124,1.81311,2.70644,271,0.00182399,0.0525084,0.0016398,2.31432,0,0,0,nan,nan,nan
0.100095,-0.198386,12.2103,0.000144083,1.62132,0.0630603,0.0213894,0.0603881,1.51957,1.51974,1,0.157403,1.83093,2.85542,262,-0.00128074,0.0489242,0.00147815,2.59471,0,0,0,nan,nan,nan
0.105456,-0.207465,13.0199,0.00114133,1.62812,0.0634484,0.0222556,0.0630142,1.5528,1.55283,1,0.15445,1.8533,2.95094,251,-0.00157536,0.0489969,0.00133224,2.87486,0,0,0,nan,nan,nan
