Beta,Energy,Energy Squared,Magnetization,Magnetization Squared,Absolute Magnetization,Specific Heat,Susceptibility,Cluster Size,Non-Wrapping Cluster Size,Wrapping Prob. (Neither),Dominant Frequency,Dominant Amplitude,Rho T,Unique Families,Overlap,Absolute Overlap,Overlap Variance,Free Energy,Wrapping Prob. (Z-dir.),Wrapping Prob. (X-dir.),Wrapping Prob. (both dir.),Z-Wrapping Cluster Size,X-Wrapping Cluster Size,Both-Wrapping Cluster Size
0.00561789,-0.0183411,2.09753,0.0057373,1.15063,0.0528564,6.34816e-05,0.00244615,0.983887,0.983841,1,0.18811,1.65483,1.07956,485,0.0058136,0.0495453,0.00130691,0.00866066,0,0,0,nan,nan,nan
0.0111411,-0.0244792,2.50846,-0.00113358,1.09712,0.0518076,0.000292317,0.00456794,1.01432,1.01432,1,0.180392,1.64738,1.19954,459,0.000796569,0.0500306,0.00142975,0.0424606,0,0,0,nan,nan,nan
0.0162454,-0.0343203,2.26787,0.000303988,1.076,0.051374,0.000518942,0.00650366,1.03181,1.03177,1,0.197592,1.65491,1.268,441,-0.00366306,0.0509028,0.00154326,0.0822688,0,0,0,nan,nan,nan
0.0218315,-0.046663,2.33806,-0.00320979,1.15583,0.0533551,0.000848678,0.00932322,1.05124,1.05124,1,0.192587,1.6764,1.36711,424,0.000529918,0.0524921,0.00139154,0.139214,0,0,0,nan,nan,nan
0.0277017,-0.0574234,2.78928,-0.00428624,1.03599,0.0512524,0.00149266,0.0100704,1.08358,1.08356,1,0.190661,1.69107,1.49132,400,-0.00331347,0.0502493,0.00154537,0.217201,0,0,0,nan,nan,nan
0.0333182,-0.063174,3.27304,-0.00327819,1.12439,0.052451,0.00249924,0.0139971,1.11449,1.11452,1,0.198652,1.66169,1.61476,380,-0.00174632,0.0477635,0.00142241,0.30763,0,0,0,nan,nan,nan
0.0385388,-0.0775383,3.53693,-0.000231596,1.16974,0.053653,0.00296723,0.01668,1.14169,1.14152,1,0.182683,1.69689,1.70679,368,-0.00200716,0.0516613,0.00159754,0.39989,0,0,0,nan,nan,nan
0.0440808,-0.086634,4.07013,-0.000514777,1.25157,0.0554142,0.00417524,0.0205181,1.16946,1.16947,1,0.176841,1.66792,1.78775,359,-0.00193798,0.0474201,0.00117215,0.517774,0,0,0,nan,nan,nan
0.0494245,-0.104,4.94819,0.000249648,1.18383,0.0533218,0.00532352,0.0225359,1.19489,1.19489,1,0.180334,1.72379,1.95036,346,0.000234962,0.0486666,0.00152542,0.644197,0,0,0,nan,nan,nan
0.0547307,-0.10388,4.93025,-0.00350523,1.23218,0.0545687,0.00649344,0.0257166,1.22112,1.22108,1,0.177519,1.72917,2.07101,332,-0.00447065,0.0506327,0.00149238,0.793327,0,0,0,nan,nan,nan
0.060051,-0.123703,5.92571,0.00386203,1.27471,0.055395,0.00724216,0.0293734,1.24519,1.24489,1,0.184552,1.75584,2.20007,323,-0.00112028,0.0497936,0.00146001,0.942626,0,0,0,nan,nan,nan
0.0655785,-0.132577,6.53927,-0.000825472,1.25537,0.0569575,0.00877166,0.0278617,1.29293,1.29282,1,0.175825,1.73637,2.33179,310,-0.00142983,0.0487176,0.00127685,1.12552,0,0,0,nan,nan,nan
0.0710633,-0.147722,7.41651,-0.00225131,1.44218,0.0599505,0.00924219,0.0371022,1.31871,1.31865,1,0.156966,1.79373,2.46926,302,0.000119275,0.0505725,0.00150033,1.31954,0,0,0,nan,nan,nan
0.0768535,-0.156523,8.39983,0.0048601,1.40386,0.0590328,0.012569,0.0393282,1.35057,1.35063,1,0.174176,1.80106,2.59149,288,-0.00416364,0.0498274,0.00137912,1.54634,0,0,0,nan,nan,nan
0.0822232,-0.164786,8.81334,0.0033633,1.30565,0.0567839,0.0125868,0.0394839,1.39012,1.39008,1,0.175434,1.78761,2.65351,285,0.000165903,0.0505701,0.00137802,1.76942,0,0,0,nan,nan,nan
0.0879641,-0.177972,9.9962,0.00801164,1.50138,0.0609222,0.0146062,0.0484886,1.4276,1.42777,1,0.162377,1.83024,2.83353,275,0.000459559,0.0518382,0.00156779,2.01941,0,0,0,nan,nan,nan
0.0936654,-0.193382,11.5324,0.00272672,1.36998,0.0579963,0.0171849,0.0476664,1.47309,1.47318,1,0.163725,1.847,3.00269,268,0.000367647,0.0547794,0.00140954,2.2871,0,0,0,nan,nan,nan
0.0992623,-0.201654,12.4936,-0.000873162,1.5083,0.0610754,0.0205289,0.0549289,1.51744,1.51738,1,0.164338,1.84657,3.11034,260,0.00629596,0.0483303,0.00153489,2.57205,0,0,0,nan,nan,nan
0.104689,-0.211884,13.7286,0.00144958,1.50089,0.061142,0.0245019,0.0569373,1.53869,1.53874,1,0.164185,1.84158,3.2196,251,-0.000305176,0.0508423,0.00150632,2.86006,0,0,0,nan,nan,nan
0.109928,-0.229167,15.5316,-0.000800075,1.65427,0.0642413,0.0252219,0.0657121,1.59599,1.59604,1,0.149724,1.86241,3.22575,242,-0.00233747,0.0515343,0.00158445,3.15215,0,0,0,nan,nan,nan
0.11535,-0.234499,16.0991,0.00264019,1.8331,0.0681355,0.0269005,0.0743581,1.62662,1.62635,1,0.138216,1.90752,3.25735,236,-0.00256299,0.051476,0.00143957,3.47815,0,0,0,nan,nan,nan
0.120859,-0.250744,18.2215,-0.000279018,1.71286,0.0640191,0.0310557,0.0802091,1.70105,1.70097,1,0.156002,1.92439,3.38955,227,-0.00199963,0.0523158,0.00174296,3.81672,0,0,0,nan,nan,nan
0.126231,-0.25914,19.1,0.00327322,2.08677,0.0715786,0.0304139,0.0978491,1.74041,1.74002,1,0.141675,1.96162,3.53856,221,-0.00243948,0.0498085,0.00153947,4.16947,0,0,0,nan,nan,nan
0.131901,-0.272406,21.3619,0.000828125,1.92722,0.0686719,0.0411522,0.0949645,1.794,1.79381,1,0.147875,1.96714,3.732,214,-0.000609375,0.0499219,0.00140319,4.55354,0,0,0,nan,nan,nan
0.136994,-0.285813,23.093,0.00114062,1.94753,0.0694844,0.0409256,0.0974774,1.85997,1.85944,1,0.15075,1.95892,3.872,207,-0.00684375,0.052875,0.00145619,4.91658,0,0,0,nan,nan,nan
0.142299,-0.288491,23.6385,-0.00107978,1.97104,0.0706618,0.0472278,0.0985852,1.90432,1.90441,1,0.139482,1.99719,3.87914,198,-0.00201664,0.0541952,0.00163592,5.31255,0,0,0,nan,nan,nan
0.147428,-0.306795,26.4811,0.00677516,2.03332,0.071674,0.051851,0.105884,1.94919,1.94944,1,0.138485,2.00565,3.93416,195,-0.0028527,0.0559193,0.00167277,5.6992,0,0,0,nan,nan,nan
0.152499,-0.311592,27.0638,-0.00786113,2.14455,0.0739594,0.0513684,0.113494,2.03059,2.03052,1,0.13667,2.02351,4.04607,192,-0.00277165,0.0540878,0.00159479,6.10535,0,0,0,nan,nan,nan
0.15777,-0.328223,30.1348,0.000508797,1.95414,0.0709198,0.0636175,0.105163,2.07778,2.07801,1,0.136423,1.99352,4.04279,190,0.00101759,0.0560005,0.00173265,6.53354,0,0,0,nan,nan,nan
