0,0.0625,0.125,0.1875,0.25,
100,66,66,52,76,
63,71,81,77,57,
70,66,78,74,56,
71,69,65,66,61,
73,70,64,71,75,
84,74,83,46,68,
77,64,76,63,71,
110,72,64,60,58,
58,76,70,69,70,
83,72,70,69,61,
91,63,64,71,55,
74,86,86,65,61,
75,78,73,62,66,
81,83,82,62,63,
87,76,67,71,64,
92,84,78,67,51,
86,88,79,75,54,
105,65,79,65,60,
90,94,82,75,48,
96,79,99,62,59,
94,104,84,62,60,
91,111,81,70,59,
102,106,73,78,51,
107,103,82,62,68,
103,109,87,79,47,
109,122,89,66,49,
111,110,80,69,58,
109,110,79,74,56,
124,109,85,74,42,
121,120,95,49,44,
124,123,79,61,48,
115,127,95,63,39,
114,125,90,71,44,
116,115,99,51,47,
141,124,77,53,42,
111,139,111,68,31,
133,112,84,65,45,
126,109,94,75,43,
121,137,98,67,39,
119,127,97,71,44,
136,140,84,64,29,
136,130,88,68,34,
144,162,87,54,29,
150,150,89,51,38,
133,150,101,53,34,
152,144,91,68,29,
155,141,90,64,33,
152,155,96,54,26,
150,162,106,45,26,
175,155,95,54,17,
163,185,100,52,23,
200,159,98,46,19,
179,170,90,44,20,
172,183,87,52,10,
198,181,77,38,18,
178,171,87,36,23,
196,189,80,40,9,
198,173,69,39,16,
210,163,75,35,12,
206,173,82,30,14,
215,183,72,26,13,
226,172,79,22,12,
231,179,66,22,13,
218,198,56,22,16,
229,195,54,24,7,
213,217,52,19,11,
234,208,47,18,5,
230,184,70,13,7,
217,179,56,28,10,
255,164,49,16,3,
244,177,46,18,6,
244,173,44,12,3,
267,159,46,8,2,
277,151,35,13,4,
259,170,38,14,3,
268,165,32,12,4,
282,141,43,9,3,
292,149,29,7,1,
288,149,27,7,3,
323,129,18,9,1,
330,129,18,6,2,
307,145,22,1,1,
316,122,21,5,0,
340,97,24,6,1,
348,100,21,4,0,
361,92,14,3,0,
366,95,10,4,1,
364,92,10,0,2,
369,87,8,4,0,
391,72,10,0,1,
392,75,13,2,0,
420,50,7,0,0,
418,53,5,0,0,
434,37,6,0,1,
445,35,6,0,0,
442,38,4,0,0,
454,21,2,1,0,
454,23,0,1,0,
467,16,2,1,0,
474,13,1,0,0,
471,16,0,1,0,
478,9,1,0,0,
474,10,2,0,0,
482,6,0,0,0,
486,6,0,0,0,
494,4,0,0,0,
492,6,0,0,0,
483,5,0,0,0,
488,2,0,0,0,
496,2,0,0,0,
494,0,0,0,0,
492,0,0,0,0,
488,0,0,0,0,
498,0,0,0,0,
498,0,0,0,0,
494,0,0,0,0,
488,0,0,0,0,
488,0,0,0,0,
482,0,0,0,0,
478,0,0,0,0,
480,0,0,0,0,
480,0,0,0,0,
484,0,0,0,0,
474,0,0,0,0,
476,0,0,0,0,
476,0,0,0,0,
486,0,0,0,0,
496,0,0,0,0,
492,0,0,0,0,
482,0,0,0,0,
478,0,0,0,0,
470,0,0,0,0,
476,0,0,0,0,
482,0,0,0,0,
484,0,0,0,0,
486,0,0,0,0,
482,0,0,0,0,
478,0,0,0,0,
472,0,0,0,0,
478,0,0,0,0,
484,0,0,0,0,
482,0,0,0,0,
488,0,0,0,0,
486,0,0,0,0,
488,0,0,0,0,
492,0,0,0,0,
494,0,0,0,0,
496,0,0,0,0,
500,0,0,0,0,
506,0,0,0,0,
502,0,0,0,0,
504,0,0,0,0,
500,0,0,0,0,
492,0,0,0,0,
490,0,0,0,0,
494,0,0,0,0,
496,0,0,0,0,
490,0,0,0,0,
488,0,0,0,0,
488,0,0,0,0,
488,0,0,0,0,
