Beta,Energy,Energy Squared,Magnetization,Magnetization Squared,Absolute Magnetization,Specific Heat,Susceptibility,Cluster Size,Non-Wrapping Cluster Size,Wrapping Prob. (Neither),Dominant Frequency,Dominant Amplitude,Rho T,Unique Families,Overlap,Absolute Overlap,Overlap Variance,Free Energy,Wrapping Prob. (Z-dir.),Wrapping Prob. (X-dir.),Wrapping Prob. (both dir.),Z-Wrapping Cluster Size,X-Wrapping Cluster Size,Both-Wrapping Cluster Size
0.00548251,-0.0118725,2.38312,0.00242987,0.993049,0.0501353,7.05471e-05,0.00191657,0.983621,0.983652,1,0.202141,1.6357,1.10438,477,-0.00312192,0.0487666,0.00151593,0.00291158,0,0,0,nan,nan,nan
0.0105956,-0.0187129,2.10104,0.00637661,0.987185,0.0483418,0.000225811,0.00412095,1.005,1.00501,1,0.196517,1.62532,1.20686,451,0.00115798,0.0487123,0.00147679,0.02637,0,0,0,nan,nan,nan
0.0161188,-0.0300245,2.14681,0.00369179,1.05579,0.0513021,0.000497815,0.00615774,1.03008,1.03008,1,0.192034,1.63703,1.32257,432,-0.00382966,0.049663,0.00133859,0.0606503,0,0,0,nan,nan,nan
0.0217778,-0.0414734,2.35437,-0.0040741,1.10446,0.0522919,0.000907772,0.00880791,1.05535,1.05541,1,0.197266,1.64104,1.40762,415,0.000167847,0.0521393,0.0014804,0.112031,0,0,0,nan,nan,nan
0.0274397,-0.0604002,2.96838,-0.00268651,1.08195,0.0518466,0.00153181,0.010806,1.08372,1.0837,1,0.185153,1.62827,1.49979,397,0.000247036,0.0477705,0.00139794,0.180041,0,0,0,nan,nan,nan
0.0329315,-0.0649914,3.12562,-0.00121494,1.28436,0.0561177,0.00221701,0.0157466,1.10826,1.10834,1,0.177042,1.67366,1.54225,389,-0.00189161,0.0458446,0.00122913,0.272841,0,0,0,nan,nan,nan
0.0384101,-0.0819257,3.77099,-0.000904923,1.16657,0.0531793,0.00302852,0.0169999,1.13174,1.13166,1,0.190396,1.70091,1.63608,375,0.000693774,0.0515203,0.00157099,0.371813,0,0,0,nan,nan,nan
0.0438773,-0.0928113,4.16848,0.00258903,1.3852,0.0582758,0.00377982,0.0226324,1.15915,1.15919,1,0.174661,1.73911,1.75395,357,-0.0012718,0.0505693,0.00122314,0.494367,0,0,0,nan,nan,nan
0.0494678,-0.0970588,4.58333,-0.00185355,1.26425,0.0566023,0.0053143,0.021967,1.19038,1.19029,1,0.179779,1.70405,1.807,346,0.000382966,0.051057,0.00156619,0.635072,0,0,0,nan,nan,nan
0.0547832,-0.104298,4.66525,0.00378465,1.27958,0.0561618,0.00564358,0.025864,1.21848,1.21839,1,0.180691,1.73256,1.88875,339,-0.000106396,0.0509028,0.00146275,0.774887,0,0,0,nan,nan,nan
0.0604955,-0.127594,6.24255,-0.000579834,1.32538,0.0586853,0.00759321,0.0268433,1.25374,1.2537,1,0.170532,1.72013,1.9455,330,-0.0018158,0.0522919,0.00145755,0.935276,0,0,0,nan,nan,nan
0.0659336,-0.140594,7.08909,-0.00215993,1.37877,0.0593903,0.00881969,0.0313714,1.28777,1.28769,1,0.172426,1.76121,2.07997,319,0.00182292,0.048943,0.00127638,1.12077,0,0,0,nan,nan,nan
0.0714331,-0.137102,6.95331,-0.00140931,1.25368,0.056587,0.0109264,0.0309978,1.31611,1.31603,1,0.173162,1.73917,2.21838,306,-0.000199142,0.0500153,0.00143811,1.3266,0,0,0,nan,nan,nan
0.0767861,-0.155053,8.41079,0.00373299,1.47628,0.0614132,0.0133027,0.0392189,1.34727,1.34721,1,0.164315,1.80618,2.30473,295,-0.00132308,0.0504347,0.00140615,1.52237,0,0,0,nan,nan,nan
0.0820011,-0.168364,9.16207,-0.000901442,1.23365,0.0550829,0.0128121,0.0374673,1.38364,1.38366,1,0.165486,1.75653,2.42587,284,0.00384299,0.0537228,0.00143636,1.7372,0,0,0,nan,nan,nan
0.0876759,-0.17512,9.98122,-0.000551285,1.37257,0.058893,0.0163773,0.0424936,1.43425,1.43436,1,0.165449,1.78871,2.58113,274,-0.00118133,0.050986,0.00155955,1.98971,0,0,0,nan,nan,nan
0.0930425,-0.192257,11.5717,-0.0015751,1.41274,0.0584992,0.0182596,0.0499328,1.45918,1.45907,1,0.168221,1.80117,2.70308,261,0.00166961,0.0487966,0.00145106,2.23822,0,0,0,nan,nan,nan
0.0984361,-0.199709,12.4856,0.0013917,1.42491,0.059685,0.0220474,0.0504941,1.50352,1.50354,1,0.165612,1.82985,2.7332,255,0.00297318,0.0509236,0.00138346,2.5116,0,0,0,nan,nan,nan
0.103629,-0.213307,13.9103,-0.0012167,1.56077,0.0624039,0.0242958,0.0584305,1.54034,1.54034,1,0.161117,1.86931,2.77143,246,-0.00792456,0.0524942,0.00164226,2.78497,0,0,0,nan,nan,nan
0.108837,-0.224464,14.9766,0.00739282,1.95467,0.0696991,0.0246183,0.0773868,1.59801,1.59813,1,0.147082,1.93232,2.84304,242,-0.00279248,0.0495706,0.00141331,3.07722,0,0,0,nan,nan,nan
0.11427,-0.228524,15.588,-0.00200939,1.75177,0.0650881,0.0289733,0.0762452,1.6258,1.626,1,0.151235,1.88226,2.90437,240,0.00101273,0.0506205,0.00142482,3.39726,0,0,0,nan,nan,nan
0.119529,-0.245803,17.4021,0.00222753,1.80023,0.0675039,0.0276429,0.0757454,1.67442,1.67491,1,0.14579,1.90409,3.02233,234,-0.00235666,0.0531056,0.00156423,3.71272,0,0,0,nan,nan,nan
0.125161,-0.259598,19.4593,-0.00175383,1.9111,0.0705676,0.0345755,0.0796361,1.73782,1.73779,1,0.152168,1.97137,3.09038,230,-0.00259885,0.0506537,0.00141133,4.07495,0,0,0,nan,nan,nan
0.130433,-0.269531,21.0029,-0.00100911,1.86868,0.0667969,0.0409194,0.0947543,1.78454,1.78446,1,0.145833,1.97146,3.18142,224,0.000569661,0.0524902,0.00161502,4.4332,0,0,0,nan,nan,nan
0.135484,-0.28161,22.6084,-0.00135656,2.01801,0.0711461,0.0423395,0.0978466,1.82738,1.82743,1,0.141606,1.97999,3.34816,220,-0.00604733,0.0530204,0.00151672,4.78969,0,0,0,nan,nan,nan
0.140642,-0.286826,23.2875,-0.00273771,2.02684,0.0700454,0.044044,0.108409,1.88368,1.88362,1,0.148504,2.00671,3.56125,208,-0.00565905,0.0537026,0.00171936,5.1694,0,0,0,nan,nan,nan
0.145891,-0.303534,25.7521,-0.00403811,2.12009,0.073098,0.0461043,0.109739,1.9278,1.92765,1,0.144383,1.99406,3.61409,202,0.00237342,0.0537975,0.00153256,5.56271,0,0,0,nan,nan,nan
0.151213,-0.30805,26.6705,-0.00184599,2.30498,0.0748945,0.0543615,0.131409,2.00825,2.00803,1,0.133175,2.03458,3.81438,195,0.000609836,0.051902,0.00146339,5.98416,0,0,0,nan,nan,nan
0.156294,-0.31995,28.4834,0.00712025,2.32246,0.0756527,0.0556266,0.133988,2.05571,2.05554,1,0.135812,2.06605,3.92565,194,-0.000741693,0.0521328,0.00145973,6.39261,0,0,0,nan,nan,nan
0.161485,-0.326867,29.6168,-0.00364142,1.98159,0.0706435,0.0590707,0.113689,2.10275,2.10234,1,0.128972,2.03483,4.02183,190,0.00153933,0.0523868,0.0016971,6.8257,0,0,0,nan,nan,nan
0.166689,-0.349378,33.714,0.00402211,2.5961,0.0808561,0.068502,0.153762,2.20527,2.20499,1,0.133607,2.12918,4.11609,186,-0.000215175,0.0532144,0.00161487,7.26906,0,0,0,nan,nan,nan
0.171678,-0.367717,37.0715,0.00198623,2.57131,0.0808395,0.0723932,0.154225,2.31533,2.31537,1,0.126986,2.14262,4.12956,184,-0.00119174,0.0549523,0.00181262,7.72314,0,0,0,nan,nan,nan
0.176676,-0.376149,38.4342,0.00551471,2.50039,0.0797335,0.0690866,0.154219,2.36933,2.36945,1,0.125263,2.16018,4.19285,181,-0.00213367,0.0510439,0.00150876,8.2015,0,0,0,nan,nan,nan
0.181941,-0.384749,40.1599,-0.00490702,2.27944,0.0757038,0.0749321,0.147789,2.46054,2.46031,1,0.126679,2.13036,4.28164,179,0.000677944,0.0545261,0.00196268,8.71633,0,0,0,nan,nan,nan
0.187148,-0.395594,42.4294,-0.00254969,2.6165,0.0813285,0.0828971,0.172781,2.57533,2.57533,1,0.123823,2.14728,4.42919,177,-0.0014056,0.0495554,0.00153402,9.23704,0,0,0,nan,nan,nan
0.192239,-0.408468,45.1637,-0.000900206,2.61748,0.0833333,0.0905801,0.161423,2.62992,2.62971,1,0.117155,2.16983,4.5259,174,-0.00302212,0.0544303,0.0017373,9.76055,0,0,0,nan,nan,nan
0.197243,-0.422355,48.1,0.00128074,2.87173,0.085137,0.0946833,0.200431,2.75004,2.75004,1,0.110272,2.21399,4.64005,173,1.60092e-05,0.0572009,0.00183912,10.2916,0,0,0,nan,nan,nan
0.202264,-0.424789,48.5905,0.00150487,2.96606,0.0866739,0.0980432,0.21094,2.82626,2.82621,1,0.120389,2.23287,4.70724,169,0.00818071,0.0524942,0.00172381,10.8423,0,0,0,nan,nan,nan
0.207324,-0.445249,53.118,0.000255102,3.11971,0.0871811,0.101737,0.243391,2.94308,2.94322,1,0.118112,2.27471,4.69804,167,0.00269452,0.0541614,0.00184635,11.4004,0,0,0,nan,nan,nan
0.212415,-0.459568,56.4503,0.0129015,3.09054,0.087416,0.107496,0.240944,3.04602,3.04662,1,0.109188,2.30997,4.74992,165,0.00540027,0.0569752,0.00202996,11.9887,0,0,0,nan,nan,nan
0.21749,-0.473228,59.9849,0.00441438,2.94137,0.0868902,0.125589,0.21936,3.17991,3.17987,1,0.116108,2.31185,4.85822,162,0.00182609,0.0568629,0.00192495,12.5937,0,0,0,nan,nan,nan
0.222298,-0.487755,63.4224,-0.000542092,3.19458,0.0890306,0.124468,0.259067,3.29751,3.29756,1,0.105612,2.33125,5.12287,158,-0.00135523,0.0583705,0.00201392,13.1841,0,0,0,nan,nan,nan
0.227233,-0.498362,66.1111,0.000299269,3.16321,0.0890404,0.130626,0.25759,3.44376,3.44381,1,0.101184,2.35032,5.16227,156,-0.00170111,0.0569241,0.0017569,13.8082,0,0,0,nan,nan,nan
0.232158,-0.514912,70.5537,0.0031157,3.95024,0.0990358,0.144408,0.334161,3.6172,3.6172,1,0.0962302,2.48297,5.35006,152,0.000744048,0.0589348,0.00202567,14.4444,0,0,0,nan,nan,nan
0.236944,-0.530125,74.533,-0.0024927,4.03867,0.100772,0.145328,0.340958,3.67923,3.67891,1,0.0946012,2.48454,5.36723,151,0.00170233,0.0567242,0.00194256,15.0831,0,0,0,nan,nan,nan
0.241812,-0.544604,78.4788,0.00649528,4.24743,0.104121,0.149158,0.355965,3.91722,3.91617,1,0.092781,2.55068,5.56607,149,-0.00690407,0.0541727,0.00199923,15.7518,0,0,0,nan,nan,nan
0.246717,-0.550347,80.4559,-0.00311303,4.41272,0.10695,0.177624,0.366248,4.07251,4.07048,0.999942,0.083932,2.53381,5.66639,144,0.00115242,0.0581148,0.00212881,16.4435,0,5.80518e-05,0,nan,39,nan
0.251302,-0.560973,82.9422,0.00121887,4.49562,0.107627,0.150396,0.384544,4.19841,4.19478,0.99994,0.0916353,2.60225,5.88289,142,0.00155663,0.0615308,0.00210638,17.0974,5.9673e-05,0,0,63,nan,nan
0.256378,-0.567469,84.9969,-0.0026341,4.55771,0.105184,0.168238,0.442352,4.40186,4.40224,1,0.0805795,2.5665,5.89025,141,-0.00537296,0.062066,0.0021855,17.8342,0,0,0,nan,nan,nan
0.261275,-0.583999,90.0259,-0.000313096,4.78206,0.108167,0.18539,0.466848,4.62485,4.62485,1,0.0850429,2.67634,6.18772,138,0.00204258,0.0636778,0.00224165,18.5534,0,0,0,nan,nan,nan
0.266028,-0.605152,96.847,0.00523347,5.05553,0.112678,0.219213,0.480253,4.87417,4.86919,0.999862,0.0799952,2.75534,6.36544,134,0.000799348,0.0626056,0.00224521,19.2719,0.000137893,0,0,41.5,nan,nan
0.270479,-0.623672,102.258,-0.0104064,5.21498,0.112062,0.196247,0.541009,5.18816,5.18265,0.999925,0.0817688,2.77575,6.44831,133,-0.00402977,0.0624537,0.00239689,19.9693,7.45768e-05,0,0,58,nan,nan
0.275261,-0.624939,102.979,0.0025231,5.70598,0.120623,0.227214,0.545357,5.42171,5.41442,0.999767,0.0812257,2.79458,6.69957,131,0,0.0644759,0.00211713,20.7408,0.000155642,7.7821e-05,0,58.5,101,nan
0.279785,-0.62788,103.835,0.0095435,5.46492,0.118888,0.227919,0.516632,5.43709,5.42649,0.999755,0.0808824,2.78484,6.68205,131,0.00598958,0.0649969,0.00250782,21.4724,0.000163399,8.16993e-05,0,54,40,nan
0.284375,-0.654289,112.778,-0.00165441,6.31183,0.128401,0.257672,0.594691,5.9241,5.91468,0.999673,0.071201,2.89977,6.95886,130,0.00162377,0.0686581,0.00241402,22.2181,0.000326797,0,0,49.75,nan,nan
0.288764,-0.66966,117.679,0.00447498,7.12772,0.133815,0.239885,0.734515,6.21761,6.20988,0.999913,0.0721983,3.01495,6.95821,129,-0.000793223,0.0636225,0.00235608,22.961,0,8.70777e-05,0,nan,58,nan
0.293382,-0.690363,125.043,0.00658993,7.38317,0.13493,0.261057,0.798713,6.60551,6.57987,0.999546,0.0690601,3.09133,7.2876,125,0.00129711,0.065467,0.00282036,23.7605,0.000272628,9.0876e-05,9.0876e-05,52.3333,71,78
0.29788,-0.694923,126.755,-0.00269397,7.33399,0.136315,0.277546,0.76766,6.95501,6.9189,0.999312,0.066092,3.07742,7.29217,123,0.00315793,0.0652089,0.00257777,24.5633,0.00068769,0,0,58.7143,nan,nan
0.302309,-0.708984,132.027,0.0125451,7.58224,0.135712,0.305784,0.866807,7.37526,7.33351,0.999272,0.0719952,3.14342,7.48521,122,-0.00232873,0.0645583,0.00271946,25.3591,0.0002079,0.000519751,0,50,69.8,nan
0.306591,-0.719055,135.463,0.00318909,7.86868,0.139389,0.291447,0.887515,7.55446,7.48626,0.998884,0.0672607,3.16351,7.62939,116,0.000213623,0.0706482,0.00289548,26.1442,0.000669643,0.000446429,0,72.1667,58.5,nan
0.31104,-0.737854,142.755,0.0071106,8.97614,0.15155,0.327091,0.963122,8.09375,8.01473,0.998392,0.0620117,3.3054,7.89642,114,-0.00120544,0.0690765,0.00269368,26.971,0.000574449,0.00103401,0,51,70.2222,nan
0.3153,-0.741511,143.921,0.00928888,8.14179,0.143393,0.314339,0.90744,8.45349,8.38445,0.99877,0.0638533,3.24149,8.09489,112,0.00172244,0.0770792,0.0032453,27.7836,0.000984252,0.000123031,0.000123031,62.875,61,60
0.319705,-0.768279,154.27,-0.00570101,9.97062,0.158904,0.323543,1.12103,8.72413,8.66077,0.999004,0.0569498,3.4644,8.29221,111,0.00383084,0.0749578,0.00335916,28.6276,0.000373646,0.000498194,0.000124549,69.3333,67.5,105
0.324108,-0.780551,159.626,0.0151082,9.6802,0.156037,0.38401,1.11727,9.79313,9.60643,0.996239,0.0565418,3.31106,8.31201,109,-0.00556299,0.0722276,0.00312147,29.5014,0.00181582,0.00155642,0.000389105,61.0714,57.0833,101.667
0.328205,-0.803223,168.701,0.00338745,9.8761,0.16095,0.381189,1.06485,10.0511,9.69257,0.994358,0.0541992,3.50464,8.23975,109,-0.00296021,0.0813599,0.00336697,30.328,0.00202546,0.00274884,0.000868056,72.3571,73.6842,110.5
0.332369,-0.817616,174.882,0.0103248,10.886,0.165809,0.413965,1.27891,10.9667,10.4684,0.99276,0.0509804,3.58648,8.41984,109,-0.00372243,0.0787531,0.00336049,31.1921,0.00346908,0.00286576,0.000904977,78.8261,70.1053,125.5
0.336415,-0.838739,184.073,0.00997572,13.1609,0.183469,0.450635,1.52856,12.1791,11.1411,0.984728,0.0506723,3.80366,8.96811,105,-0.000855951,0.0856729,0.00364368,32.047,0.00863214,0.00514608,0.00149402,81.0577,72.8387,102
0.340341,-0.849609,188.513,0.0140561,13.7449,0.185227,0.43129,1.6887,13.3059,12.3469,0.985842,0.0470031,3.90917,9.00296,104,-0.00496286,0.0834401,0.00430049,32.8979,0.00726528,0.00540238,0.00149031,85.6923,73.5862,113
0.3444,-0.860645,193.827,0.00330285,14.3033,0.194519,0.498747,1.59006,14.2136,12.8161,0.980081,0.0462398,3.98294,9.16287,101,-0.00622459,0.0852706,0.00426929,33.7887,0.0105691,0.00650407,0.00284553,77.8077,86.8125,113
0.34822,-0.874904,199.898,0.0126793,14.1847,0.190574,0.477901,1.70184,14.7394,13.3571,0.981665,0.0457223,4.00043,9.35988,98,0.00296171,0.0916208,0.00494344,34.6382,0.0125108,0.00194133,0.00388266,87.8448,74.8889,110.667
0.352166,-0.888766,206.514,-0.0181452,17.0918,0.212166,0.533059,1.9609,15.7314,14.0448,0.975022,0.0433468,4.19551,9.2433,97,-0.00373299,0.0909621,0.00436769,35.5299,0.0139113,0.0078405,0.0031586,78.8068,79.0314,117.504
0.355944,-0.901544,211.812,0.0190292,16.7179,0.207094,0.473853,2.04262,16.5501,14.3195,0.96806,0.0435492,4.19334,9.43533,97,0.00247866,0.0963542,0.00478019,36.3974,0.0178361,0.00987479,0.00422868,81.4119,83.3206,112.447
0.359995,-0.905188,213.575,-0.000953125,18.1325,0.219016,0.494729,2.10694,18.2229,15.4322,0.962725,0.041625,4.31817,10.04,95,0.00226562,0.0929844,0.0048677,37.3402,0.01825,0.011275,0.007775,83.8616,88.5676,119.058
0.364004,-0.92792,225.067,0.000806052,18.865,0.221974,0.614969,2.27546,19.1496,15.9944,0.957143,0.0379464,4.37777,10.5151,94,0.00578187,0.0981058,0.0055167,38.2772,0.0210847,0.0136243,0.0081746,84.9724,86.1534,118.249
0.36764,-0.957598,239.339,-0.0152312,24.6625,0.257608,0.620229,2.82121,21.3954,17.1227,0.944096,0.0357863,4.85428,10.3367,93,-0.00203188,0.105516,0.00735769,39.1488,0.0265265,0.0174251,0.0119528,88.8415,86.3405,122.831
0.371297,-0.980563,250.932,0.0165071,26.01,0.259514,0.659939,3.25592,24.4667,18.225,0.923353,0.0369204,4.98458,10.4221,92,-0.00683594,0.107548,0.00653456,40.0532,0.0343414,0.0221774,0.0201949,90.9452,90.9758,130.912
