Beta,Energy,Energy Squared,Magnetization,Magnetization Squared,Absolute Magnetization,Specific Heat,Susceptibility,Cluster Size,Non-Wrapping Cluster Size,Wrapping Prob. (Neither),Dominant Frequency,Dominant Amplitude,Rho T,Unique Families,Overlap,Absolute Overlap,Overlap Variance,Free Energy,Wrapping Prob. (Z-dir.),Wrapping Prob. (X-dir.),Wrapping Prob. (both dir.),Z-Wrapping Cluster Size,X-Wrapping Cluster Size,Both-Wrapping Cluster Size
0.00545363,-0.0124628,1.75769,0.00133309,1.02133,0.0503162,5.10948e-05,0.00203534,0.991831,0.991707,1,0.194816,1.63097,1.10623,475,0.00102307,0.0483631,0.00128243,0.0119245,0,0,0,nan,nan,nan
0.01143,-0.0212324,2.11391,0.00105532,1.12919,0.0535062,0.000261095,0.00452954,1.0024,1.0024,1,0.18498,1.61899,1.19911,452,0.00381174,0.0503717,0.00133547,0.0388201,0,0,0,nan,nan,nan
0.016971,-0.0356563,2.48563,0.00379687,1.14653,0.0534844,0.000622157,0.00702978,1.03147,1.03144,1,0.189875,1.6711,1.312,430,-0.00584375,0.0496875,0.00135659,0.0768026,0,0,0,nan,nan,nan
0.0223006,-0.0436635,2.40193,-0.00216156,1.10375,0.0528347,0.000951799,0.00867782,1.06108,1.06105,1,0.195035,1.62227,1.41386,412,-0.00231596,0.0480484,0.00143524,0.133374,0,0,0,nan,nan,nan
0.0279628,-0.0514688,2.60537,0.00529688,1.18566,0.0542344,0.00150693,0.0120986,1.0859,1.08592,1,0.185875,1.65342,1.504,396,0.003625,0.0485937,0.00115574,0.204549,0,0,0,nan,nan,nan
0.0336054,-0.0706604,3.07844,-0.00251455,1.15451,0.0536595,0.00203307,0.0140268,1.1125,1.11238,1,0.185602,1.66633,1.59812,378,0.000411184,0.0467169,0.00134497,0.286761,0,0,0,nan,nan,nan
0.0394435,-0.0808952,3.66497,-7.78137e-05,1.22831,0.0536759,0.00309554,0.0193566,1.14322,1.14327,1,0.182644,1.69796,1.70235,362,0.00188309,0.0492872,0.00145428,0.400194,0,0,0,nan,nan,nan
0.0449967,-0.0902374,4.05911,0.00233164,1.15262,0.0537791,0.00399789,0.0185484,1.17025,1.17013,1,0.178658,1.69953,1.82156,353,-0.00384569,0.0494186,0.00139,0.523052,0,0,0,nan,nan,nan
0.0505712,-0.0981427,4.63432,-0.000486439,1.19278,0.0546728,0.00554589,0.0216225,1.20219,1.20231,1,0.195283,1.70537,1.93307,343,-0.00114976,0.0512972,0.00153074,0.659704,0,0,0,nan,nan,nan
0.0558905,-0.110227,5.29547,-0.00277549,1.45433,0.059049,0.00682566,0.0313944,1.23116,1.23128,1,0.179511,1.76254,2.01043,331,-0.000543351,0.0478589,0.001193,0.801263,0,0,0,nan,nan,nan
0.0611897,-0.124023,6.07706,-0.00241181,1.44451,0.0597035,0.00800998,0.0325529,1.25124,1.25129,1,0.171165,1.75591,2.03025,322,0.0036991,0.0501598,0.00146654,0.958659,0,0,0,nan,nan,nan
0.0665452,-0.131411,6.45551,-0.000596374,1.36605,0.0590708,0.00901012,0.031461,1.29114,1.29104,1,0.175811,1.73358,2.10142,313,0.000745468,0.0486045,0.00154246,1.13655,0,0,0,nan,nan,nan
0.0720367,-0.153264,8.18931,0.00719414,1.42999,0.0579301,0.0112915,0.0411242,1.32215,1.32203,1,0.169402,1.80828,2.17275,302,0.00392133,0.0513996,0.00134375,1.32912,0,0,0,nan,nan,nan
0.077347,-0.159798,8.36828,-0.00521352,1.40504,0.0588116,0.0109552,0.0401881,1.35725,1.35733,1,0.164965,1.79136,2.26981,294,-0.000606947,0.0488515,0.00140683,1.54537,0,0,0,nan,nan,nan
0.0831356,-0.171439,9.57022,-0.00280129,1.37214,0.0566795,0.0141411,0.0457012,1.39122,1.39103,1,0.159612,1.80334,2.38885,286,-0.000326818,0.0478866,0.00136522,1.79006,0,0,0,nan,nan,nan
0.0886119,-0.17886,10.2059,0.00294118,1.41636,0.059038,0.0158312,0.0464394,1.43532,1.43521,1,0.164583,1.82553,2.47982,282,-0.000811887,0.0519455,0.0014213,2.03829,0,0,0,nan,nan,nan
0.0941285,-0.186608,11.1581,0.000784326,1.54069,0.062823,0.019878,0.0499193,1.46725,1.46734,1,0.162771,1.8122,2.48388,276,-0.0046752,0.0473671,0.00136584,2.29873,0,0,0,nan,nan,nan
0.0993582,-0.200824,12.39,0.00608648,1.53876,0.0609859,0.0203908,0.0582858,1.50731,1.50718,1,0.160368,1.83404,2.59149,271,0.0030281,0.0500848,0.00139871,2.55647,0,0,0,nan,nan,nan
0.104809,-0.21723,14.3653,0.00100316,1.7255,0.0659655,0.0250994,0.0640935,1.5577,1.55747,1,0.15321,1.89,2.70632,267,0.00165674,0.0475894,0.00126448,2.84455,0,0,0,nan,nan,nan
