0,0.0625,0.125,0.1875,0.25,
224,138,114,112,132,
149,133,139,142,133,
149,140,156,137,118,
134,145,132,125,129,
167,159,130,130,128,
140,130,152,151,136,
158,147,133,139,145,
139,151,142,146,149,
146,138,144,146,150,
134,152,152,149,149,
152,131,150,170,140,
141,153,140,161,143,
162,131,162,138,148,
149,128,161,161,141,
157,144,148,151,137,
176,150,147,159,135,
159,143,173,147,153,
145,164,181,155,139,
161,124,170,180,139,
148,152,172,176,133,
144,136,151,175,173,
160,156,148,187,154,
132,136,174,197,172,
156,146,160,198,155,
157,131,154,207,157,
159,150,173,201,160,
162,125,197,188,172,
165,160,182,194,159,
150,157,180,201,184,
157,164,157,193,170,
137,177,207,179,160,
141,166,189,215,166,
155,151,199,217,173,
168,156,190,185,181,
160,149,200,192,157,
158,156,171,197,178,
149,125,192,242,159,
132,148,202,226,164,
151,154,193,219,150,
154,146,183,221,153,
129,152,198,248,174,
107,141,220,254,179,
118,146,211,250,190,
124,141,207,248,183,
130,138,227,247,158,
132,149,190,278,165,
141,122,202,268,176,
133,142,196,259,184,
115,164,212,244,173,
133,123,213,272,171,
116,139,211,279,164,
110,146,208,290,181,
104,150,226,307,173,
127,149,215,294,168,
127,144,230,282,189,
125,127,244,290,177,
116,133,225,319,178,
115,138,250,318,169,
115,123,248,306,174,
111,123,214,364,156,
102,128,251,332,137,
86,119,255,342,160,
109,151,234,342,127,
113,105,255,334,143,
93,113,244,354,139,
101,113,237,367,150,
81,104,229,394,149,
93,93,224,420,147,
98,102,210,396,144,
83,81,236,419,126,
73,96,222,408,144,
62,98,237,423,137,
81,85,244,410,147,
76,102,231,430,135,
79,79,246,417,144,
63,67,231,469,130,
74,81,239,458,107,
57,76,228,466,125,
66,76,214,471,127,
59,71,236,494,107,
57,69,256,480,110,
56,71,236,508,91,
45,52,215,555,101,
48,58,235,509,112,
49,57,236,528,98,
48,63,207,554,91,
33,56,215,588,78,
29,43,229,585,89,
38,57,203,575,89,
34,31,200,616,81,
37,45,180,616,89,
25,36,184,644,74,
26,21,158,699,56,
29,27,173,668,64,
22,21,172,695,55,
16,24,164,688,60,
21,30,161,707,53,
15,14,152,762,36,
18,15,169,750,49,
9,16,107,815,41,
11,11,142,789,33,
14,14,117,811,29,
13,7,105,819,32,
6,9,100,832,33,
4,11,70,878,19,
2,3,84,863,22,
6,6,81,859,23,
6,7,64,865,20,
1,7,55,882,15,
2,4,56,892,8,
3,1,52,893,17,
3,1,37,912,12,
1,0,34,900,11,
1,1,33,907,11,
1,2,33,904,11,
1,0,31,917,9,
0,1,28,922,5,
1,0,30,921,8,
1,0,20,939,7,
0,0,11,950,5,
1,0,11,950,6,
0,0,6,953,3,
0,0,3,948,5,
0,0,4,947,7,
0,0,4,955,3,
0,0,4,953,5,
0,0,2,958,2,
0,0,0,957,3,
0,0,0,951,3,
0,0,2,970,2,
0,0,1,969,6,
0,0,2,970,4,
0,0,1,961,2,
0,0,1,946,5,
0,0,0,957,1,
0,0,0,951,3,
0,0,0,956,4,
0,0,0,948,6,
0,0,0,956,4,
0,0,0,941,5,
0,0,0,943,3,
0,0,0,933,5,
0,0,0,945,9,
0,0,1,950,9,
0,0,1,950,5,
0,0,1,953,8,
0,0,0,944,10,
0,0,0,933,13,
0,0,0,936,20,
0,0,1,929,28,
0,0,1,917,40,
0,0,0,907,55,
0,0,0,878,74,
0,0,0,845,109,
0,0,0,825,137,
0,0,0,794,178,
0,0,0,749,217,
0,0,0,685,267,
0,0,0,640,308,
0,0,0,589,353,
0,0,0,543,403,
0,0,0,500,454,
0,0,0,447,523,
0,0,1,384,573,
0,0,0,323,625,
0,0,0,264,686,
0,0,0,219,739,
0,0,0,170,790,
0,0,0,134,818,
0,0,0,104,844,
0,0,0,74,880,
0,0,0,51,909,
0,0,0,35,941,
0,0,0,19,953,
0,0,0,7,959,
0,0,0,2,964,
0,0,0,0,964,
0,0,0,0,966,
0,0,0,0,960,
0,0,0,0,958,
