Beta,Energy,Energy Squared,Magnetization,Magnetization Squared,Absolute Magnetization,Specific Heat,Susceptibility,Cluster Size,Non-Wrapping Cluster Size,Wrapping Prob. (Neither),Dominant Frequency,Dominant Amplitude,Rho T,Unique Families,Overlap,Absolute Overlap,Overlap Variance,Free Energy,Wrapping Prob. (Z-dir.),Wrapping Prob. (X-dir.),Wrapping Prob. (both dir.),Z-Wrapping Cluster Size,X-Wrapping Cluster Size,Both-Wrapping Cluster Size
0.00560616,-0.00922736,1.953,0.00595165,1.01726,0.0509043,6.0696e-05,0.001984,0.986236,0.986436,1,0.195436,1.61724,1.10244,955,-0.00212229,0.0489512,0.00135637,0.0059528,0,0,0,nan,nan,nan
0.0112429,-0.0246086,2.14861,0.000539324,1.07501,0.0512358,0.000251993,0.0045307,1.00869,1.00869,1,0.195636,1.62756,1.21183,904,0.00100931,0.0515363,0.00151733,0.0271073,0,0,0,nan,nan,nan
0.0167907,-0.0339681,2.22894,0.00229871,1.11118,0.0519073,0.000545124,0.00707591,1.03423,1.03424,1,0.190047,1.6526,1.2964,867,0.00294328,0.0458111,0.00135638,0.0699239,0,0,0,nan,nan,nan
0.022424,-0.0453371,2.56902,0.00129183,1.05321,0.0506275,0.0010272,0.00890338,1.05541,1.05548,1,0.186639,1.66188,1.395,835,0.00290662,0.0495817,0.00141655,0.126788,0,0,0,nan,nan,nan
0.0279045,-0.0545325,2.94345,-0.00142609,1.02985,0.0512773,0.00169917,0.00995463,1.08737,1.08741,1,0.1906,1.64089,1.51172,795,-0.00199963,0.0475725,0.00138019,0.198249,0,0,0,nan,nan,nan
0.0332072,-0.0664993,3.09375,-0.000271267,1.05083,0.0515796,0.00216318,0.0122785,1.10692,1.10691,1,0.187996,1.67397,1.62195,763,0.00278243,0.0504945,0.00154263,0.280151,0,0,0,nan,nan,nan
0.0388,-0.0750403,3.58575,0.00562686,1.21708,0.0545945,0.00322797,0.0176172,1.14258,1.14258,1,0.175967,1.70246,1.72627,736,0.00122458,0.0483631,0.00138961,0.383254,0,0,0,nan,nan,nan
0.0441494,-0.0899598,4.11887,0.003125,1.31875,0.0581993,0.0039902,0.0199396,1.16974,1.16983,1,0.174134,1.70894,1.80963,712,0.00023979,0.0491105,0.00138014,0.493863,0,0,0,nan,nan,nan
0.0496242,-0.100466,4.47313,-0.00604465,1.29454,0.0569494,0.00465229,0.0230393,1.18911,1.18913,1,0.178916,1.72071,1.89622,690,-0.00173697,0.0517617,0.00159156,0.62783,0,0,0,nan,nan,nan
0.0553232,-0.107809,5.0594,-0.00333627,1.28108,0.056747,0.00637824,0.0252664,1.21836,1.21847,1,0.186223,1.71688,2.00609,665,-0.000448383,0.0511232,0.00144341,0.782291,0,0,0,nan,nan,nan
0.0607494,-0.120182,5.72319,0.000577578,1.30183,0.0575298,0.00747551,0.0276138,1.24724,1.24724,1,0.168288,1.748,2.09314,648,-0.00205952,0.0512296,0.00138633,0.939899,0,0,0,nan,nan,nan
0.0662532,-0.129192,6.35984,-0.00175588,1.31038,0.0564434,0.00916097,0.0327822,1.28533,1.28531,1,0.175062,1.74997,2.15861,630,0.00267636,0.0497215,0.00149747,1.1171,0,0,0,nan,nan,nan
0.0716754,-0.140022,7.10501,0.00271504,1.25989,0.056134,0.0107158,0.032485,1.31449,1.31454,1,0.178589,1.74836,2.22723,612,0.00440903,0.0503249,0.00142853,1.30429,0,0,0,nan,nan,nan
0.0770992,-0.157495,8.4426,-0.00045132,1.46576,0.0604457,0.012439,0.0408948,1.35042,1.35052,1,0.17119,1.79563,2.29758,598,0.000855951,0.0497697,0.00129184,1.5066,0,0,0,nan,nan,nan
