Beta,Energy,Energy Squared,Magnetization,Magnetization Squared,Absolute Magnetization,Specific Heat,Susceptibility,Cluster Size,Non-Wrapping Cluster Size,Wrapping Prob. (Neither),Dominant Frequency,Dominant Amplitude,Rho T,Unique Families,Overlap,Absolute Overlap,Overlap Variance,Free Energy,Wrapping Prob. (Z-dir.),Wrapping Prob. (X-dir.),Wrapping Prob. (both dir.),Z-Wrapping Cluster Size,X-Wrapping Cluster Size,Both-Wrapping Cluster Size
0.00535464,-0.00930652,2.03586,0.00331487,0.978274,0.048618,5.77368e-05,0.00199816,0.986717,0.986709,1,0.201444,1.61491,1.10514,949,0.000754793,0.0504,0.00148069,0.0176939,0,0,0,nan,nan,nan
0.0108747,-0.0196011,2.2295,0.000838718,1.00509,0.0499503,0.000252027,0.00398413,1.00765,1.00763,1,0.188494,1.62606,1.20747,903,-0.00246179,0.0501444,0.00142157,0.0386639,0,0,0,nan,nan,nan
0.0162405,-0.0316761,2.2166,0.00191761,1.03799,0.0502604,0.000516889,0.00635499,1.032,1.03196,1,0.190467,1.62925,1.32231,848,-0.000441919,0.0481061,0.00146049,0.073439,0,0,0,nan,nan,nan
0.021836,-0.0414518,2.60859,0.00217713,1.06179,0.051017,0.00103407,0.00863597,1.05539,1.05532,1,0.188506,1.65845,1.44327,810,-0.00122611,0.048667,0.00138549,0.126631,0,0,0,nan,nan,nan
0.0271551,-0.0535109,2.82423,-0.00123149,1.13264,0.0527814,0.00154205,0.0113903,1.07698,1.077,1,0.18499,1.66575,1.53828,779,-0.00107461,0.0487811,0.0013734,0.19093,0,0,0,nan,nan,nan
0.0325719,-0.060191,2.9103,-0.000419092,1.15165,0.0530032,0.00210363,0.0140859,1.10732,1.10732,1,0.183768,1.66234,1.62066,744,-0.000166055,0.0519278,0.00160951,0.272977,0,0,0,nan,nan,nan
0.0381348,-0.0764598,3.45088,-0.00168078,1.14436,0.0531779,0.00284204,0.0160326,1.1354,1.13546,1,0.188558,1.68448,1.72021,721,-0.00114386,0.0505712,0.00157465,0.366532,0,0,0,nan,nan,nan
0.0437381,-0.0860149,4.06077,-0.00317915,1.21982,0.0554378,0.00414502,0.0189403,1.16293,1.16288,1,0.189418,1.71996,1.82139,698,0.00294709,0.0516166,0.00148496,0.48406,0,0,0,nan,nan,nan
0.0490597,-0.097564,4.4717,0.000238374,1.20772,0.0547567,0.00489772,0.0215941,1.18849,1.18838,1,0.182394,1.72704,1.96657,670,-0.00159172,0.050712,0.00142843,0.609056,0,0,0,nan,nan,nan
0.0545509,-0.103351,4.74768,0.00061919,1.20011,0.0536097,0.00599092,0.0253318,1.21612,1.21606,1,0.182302,1.71717,2.09481,646,0.000550391,0.0508653,0.00152094,0.754064,0,0,0,nan,nan,nan
0.0600716,-0.121193,5.68543,0.000662463,1.3497,0.0579541,0.00694792,0.029428,1.25094,1.25075,1,0.178119,1.74011,2.20201,630,-0.00389864,0.0493573,0.00144107,0.908006,0,0,0,nan,nan,nan
0.0657168,-0.131373,6.43615,0.00055913,1.21524,0.0545267,0.00871475,0.0298429,1.28254,1.28254,1,0.179044,1.7659,2.27797,605,0.000275735,0.0485294,0.00123269,1.09098,0,0,0,nan,nan,nan
0.0712311,-0.139287,7.16948,-0.000353716,1.37558,0.0587937,0.011177,0.034951,1.31633,1.31634,1,0.167507,1.77285,2.36182,582,-0.000668984,0.0491742,0.00143727,1.28427,0,0,0,nan,nan,nan
0.0765088,-0.15141,7.99297,-0.00252895,1.42833,0.0598932,0.012434,0.0390203,1.35007,1.35008,1,0.161604,1.77773,2.48806,562,-7.78137e-06,0.0488904,0.00139288,1.48031,0,0,0,nan,nan,nan
0.0818834,-0.173726,9.69892,-0.00162368,1.4837,0.0601547,0.0132263,0.0456371,1.39052,1.39053,1,0.16491,1.8072,2.55641,552,0.00139621,0.0494321,0.00140107,1.6965,0,0,0,nan,nan,nan
0.0874606,-0.179688,10.1812,-0.00150959,1.37484,0.0584226,0.0146525,0.0438236,1.42496,1.42488,1,0.168513,1.8158,2.66067,536,0.00188309,0.0490849,0.00149984,1.95244,0,0,0,nan,nan,nan
0.0931203,-0.190957,11.5095,-0.000697545,1.47039,0.0600663,0.0188567,0.0509139,1.46184,1.46163,1,0.157986,1.83864,2.75573,523,0.000279018,0.0491846,0.00155034,2.22068,0,0,0,nan,nan,nan
0.0984322,-0.201347,12.483,-0.00421033,1.51173,0.0623441,0.0203913,0.050861,1.4993,1.49917,1,0.15232,1.83448,2.87449,505,0.000116954,0.0496585,0.00137407,2.48825,0,0,0,nan,nan,nan
0.103832,-0.207627,13.1237,0.00375155,1.56218,0.0624768,0.0225089,0.0584487,1.53919,1.53923,1,0.156498,1.8468,2.9801,495,-0.00282333,0.0490795,0.00129289,2.77444,0,0,0,nan,nan,nan
0.109253,-0.222726,14.7317,0.00164637,1.70005,0.0653423,0.0242587,0.0663195,1.58823,1.588,1,0.157741,1.87857,3.11451,478,-0.00201137,0.0514336,0.00154702,3.07047,0,0,0,nan,nan,nan
0.114748,-0.23428,16.1008,-0.00224116,1.7047,0.0649306,0.0269873,0.0717646,1.61828,1.61811,1,0.145833,1.90435,3.22212,464,-0.00342487,0.0505051,0.00140999,3.39162,0,0,0,nan,nan,nan
0.120219,-0.254207,18.809,-0.00051398,1.78784,0.06711,0.0327491,0.0763251,1.68338,1.68333,1,0.147963,1.92587,3.3786,453,0.000648406,0.0489309,0.0013934,3.72765,0,0,0,nan,nan,nan
0.125423,-0.262379,19.8783,0.00128882,1.8651,0.0673848,0.0354662,0.0881322,1.73442,1.73444,1,0.14874,1.9422,3.53408,441,-0.00451088,0.0508608,0.0015563,4.07417,0,0,0,nan,nan,nan
0.13064,-0.268957,20.7141,0.00239955,1.81099,0.0666215,0.037471,0.0881489,1.79003,1.78977,1,0.15051,1.90601,3.66097,430,0.0016183,0.0521604,0.00161298,4.43246,0,0,0,nan,nan,nan
0.135926,-0.279579,22.2101,0.000612589,1.90725,0.0691907,0.0406463,0.0926593,1.83446,1.83415,1,0.143903,1.95667,3.81614,419,-0.000668279,0.050296,0.00146632,4.80428,0,0,0,nan,nan,nan
0.141207,-0.293584,24.1826,-0.000655036,1.89574,0.0689385,0.0422244,0.0958928,1.90402,1.90374,1,0.141296,2.01947,3.89134,410,-0.0036666,0.0545837,0.00159957,5.19013,0,0,0,nan,nan,nan
0.14659,-0.306057,26.23,0.00149807,2.07877,0.0720844,0.0483565,0.10973,1.95508,1.95473,1,0.139304,2.00447,3.98342,398,0.000579897,0.0535116,0.00160869,5.60259,0,0,0,nan,nan,nan
0.151812,-0.312644,27.4838,0.00146185,2.1276,0.0730525,0.0567142,0.115592,2.00812,2.00779,1,0.133052,2.02021,4.02307,393,0.00268405,0.0545118,0.00171232,6.01962,0,0,0,nan,nan,nan
0.156805,-0.328205,29.8346,0.000628501,2.1976,0.0738687,0.0555372,0.125557,2.05577,2.0555,1,0.134738,2.06361,4.07954,387,0.000310272,0.0533589,0.00169783,6.42719,0,0,0,nan,nan,nan
0.162017,-0.338855,31.6967,0.00196907,2.11475,0.0723772,0.0604292,0.125353,2.15022,2.15019,1,0.136607,2.06111,4.17951,379,0.00134726,0.0552695,0.00182841,6.87298,0,0,0,nan,nan,nan
0.16718,-0.352088,33.9294,0.00338117,2.18335,0.0737414,0.0613246,0.132285,2.20801,2.20794,1,0.135056,2.07035,4.27035,372,0.000175025,0.0537965,0.00174126,7.32874,0,0,0,nan,nan,nan
0.172468,-0.362554,36.0686,-0.00370654,2.48875,0.079499,0.0719388,0.150187,2.29166,2.29123,1,0.123594,2.1035,4.39945,363,0.00377844,0.0541842,0.00169981,7.81321,0,0,0,nan,nan,nan
0.177505,-0.373476,38.1846,0.00356134,2.39428,0.0773389,0.0780339,0.153199,2.36893,2.36926,1,0.127888,2.10809,4.49469,359,0.00104274,0.0527785,0.00177026,8.28855,0,0,0,nan,nan,nan
0.182483,-0.384883,40.251,0.00144766,2.41115,0.0776317,0.0775374,0.158454,2.44711,2.44677,1,0.122606,2.14804,4.53729,349,8.89622e-05,0.0555205,0.00167942,8.77232,0,0,0,nan,nan,nan
0.187616,-0.402577,43.8286,-0.00397874,2.60615,0.0798325,0.082335,0.182852,2.54221,2.54221,1,0.121134,2.17015,4.67425,341,0.00311695,0.0547278,0.00179248,9.28597,0,0,0,nan,nan,nan
0.192738,-0.410447,45.6453,-0.000337965,2.84138,0.0838547,0.0935315,0.200695,2.62052,2.6205,1,0.115128,2.23126,4.65165,337,-0.000982457,0.0545696,0.00178812,9.82171,0,0,0,nan,nan,nan
0.197675,-0.420064,47.5166,0.00331559,2.80423,0.0826219,0.0916113,0.208878,2.74794,2.74747,1,0.111958,2.23988,4.76189,333,0.00142547,0.0527738,0.00169948,10.3483,0,0,0,nan,nan,nan
0.20279,-0.434714,50.7574,-0.000762575,2.79305,0.084459,0.0978514,0.196081,2.8226,2.82203,1,0.114666,2.24406,4.86103,329,-0.0020465,0.0557224,0.00178469,10.9063,0,0,0,nan,nan,nan
0.207869,-0.448577,53.9604,-0.00378249,2.95209,0.0868116,0.105768,0.21261,2.95724,2.95676,1,0.110891,2.29332,4.94853,325,-0.000208849,0.05584,0.00171557,11.4793,0,0,0,nan,nan,nan
0.212875,-0.459125,56.3287,-0.000820312,3.2712,0.0894297,0.107174,0.260517,3.07025,3.07021,1,0.106125,2.34443,5.062,319,0.00028125,0.0575312,0.00178342,12.0621,0,0,0,nan,nan,nan
0.217969,-0.472579,59.5508,0.00438488,3.34854,0.0923141,0.112982,0.254355,3.1398,3.13973,1,0.100358,2.36521,5.22192,311,0.00169065,0.0589875,0.00185171,12.6687,0,0,0,nan,nan,nan
0.223048,-0.485164,62.7044,0.00470297,3.50965,0.0934561,0.121693,0.284106,3.2573,3.25697,1,0.10328,2.39336,5.32889,305,-0.000711634,0.0587098,0.00200922,13.2911,0,0,0,nan,nan,nan
0.228057,-0.496829,65.5835,-0.00286974,3.56363,0.0949025,0.124449,0.286888,3.39228,3.39155,1,0.103651,2.40646,5.3779,302,0.000100557,0.059228,0.00199433,13.921,0,0,0,nan,nan,nan
0.233121,-0.509602,68.9023,-0.000631071,3.42141,0.0911538,0.131549,0.301729,3.53958,3.5398,1,0.102186,2.41161,5.45749,296,-0.00361069,0.0586177,0.00195216,14.573,0,0,0,nan,nan,nan
0.238156,-0.525013,73.1676,-0.00601451,3.79847,0.097521,0.147706,0.324801,3.73889,3.73722,1,0.0951502,2.49337,5.45875,295,0.00142407,0.0610441,0.00216463,15.2377,0,0,0,nan,nan,nan
0.24301,-0.539339,77.0084,-0.00527872,4.09771,0.103625,0.15009,0.327756,3.93064,3.9298,1,0.0915411,2.47847,5.48061,291,-0.000324844,0.0607621,0.00204629,15.8979,0,0,0,nan,nan,nan
0.247923,-0.552073,80.6872,-0.0014366,4.26433,0.104145,0.163653,0.368836,4.04135,4.04095,1,0.089876,2.53294,5.57723,286,0.00372062,0.0597156,0.00197986,16.5842,0,0,0,nan,nan,nan
0.252724,-0.560902,83.2563,-0.0111942,4.26416,0.102926,0.173458,0.39226,4.25061,4.25061,1,0.0911674,2.57542,5.56656,281,-0.00368027,0.0595622,0.00189002,17.2706,0,0,0,nan,nan,nan
0.257477,-0.572542,86.5666,0.0004572,4.2966,0.104282,0.175587,0.389483,4.35988,4.35793,0.999899,0.0895791,2.58421,5.68582,275,-0.00250257,0.0588424,0.0021503,17.961,6.73242e-05,3.36621e-05,0,43,41,nan
0.26229,-0.583228,89.9144,-0.000166392,4.42829,0.104565,0.195028,0.427324,4.58665,4.58274,0.999931,0.0914681,2.61595,5.73135,273,-0.00180654,0.0625158,0.00201267,18.6743,6.87592e-05,0,0,51.5,nan,nan
0.266942,-0.609688,98.3455,0.00261719,4.98845,0.111242,0.226991,0.485968,4.82707,4.82589,0.999964,0.0824375,2.72003,5.744,271,0.000710937,0.0632578,0.00206174,19.3769,3.57143e-05,0,0,39,nan,nan
0.271331,-0.621674,102.012,-0.00344988,5.3353,0.116878,0.226307,0.498766,5.07954,5.07771,0.999963,0.0829208,2.7737,5.9053,266,-5.4146e-05,0.0635907,0.00228219,20.0697,0,3.66703e-05,0,nan,65,nan
0.275799,-0.628376,104.19,-0.00567769,5.53443,0.117339,0.236344,0.554277,5.3876,5.3776,0.99981,0.0767321,2.8339,6.1069,262,0.00640443,0.0628937,0.00226595,20.7887,0.000151999,3.79997e-05,0,52,72,nan
0.280243,-0.640882,108.212,-0.00501692,5.42055,0.116296,0.24072,0.548775,5.49037,5.48261,0.999799,0.080573,2.84754,6.23108,258,-0.000234224,0.0660587,0.00262855,21.5114,0.00012089,8.05932e-05,0,43.6667,46,nan
0.284717,-0.657153,113.541,-0.0127273,6.56808,0.128545,0.24214,0.665666,5.84393,5.82295,0.99959,0.0718329,2.92228,6.34836,254,0.00107629,0.0655181,0.00242071,22.2533,0.000327963,8.19907e-05,0,54.875,54.5,nan
0.289249,-0.674805,119.516,0.0033729,6.48872,0.127832,0.246231,0.66684,6.28601,6.27331,0.999781,0.0735577,2.97084,6.54956,251,-0.000954026,0.0675406,0.00257639,23.0237,0.000131119,8.74126e-05,0,70.6667,67.5,nan
0.293816,-0.686135,123.418,-0.00197187,6.84928,0.131096,0.250165,0.719747,6.50765,6.48576,0.999579,0.0691579,3.01484,6.78785,242,0.0012446,0.0672085,0.00250569,23.8204,0.0003277,9.36286e-05,0,60.4286,47,nan
0.298417,-0.698094,128.127,0.000866367,6.89981,0.132007,0.300057,0.727777,6.85705,6.82469,0.999319,0.0694917,3.03069,6.98345,237,0.000372386,0.0697881,0.00259188,24.6365,0.000535019,0.000145914,0,55.8182,47.6667,nan
