Beta,Energy,Energy Squared,Magnetization,Magnetization Squared,Absolute Magnetization,Specific Heat,Susceptibility,Cluster Size,Non-Wrapping Cluster Size,Wrapping Prob. (Neither),Dominant Frequency,Dominant Amplitude,Rho T,Unique Families,Overlap,Absolute Overlap,Overlap Variance,Free Energy,Wrapping Prob. (Z-dir.),Wrapping Prob. (X-dir.),Wrapping Prob. (both dir.),Z-Wrapping Cluster Size,X-Wrapping Cluster Size,Both-Wrapping Cluster Size
0.00549645,-0.00919118,2.16863,0.0336703,1.38015,0.059375,6.4863e-05,0.00262536,1.02331,1.02331,1,0.188113,1.67088,1.09958,479,0.0185509,0.0524969,0.00166864,0.0460758,0,0,0,0,0,0
0.0108424,-0.0192116,2.06786,0.0150948,1.05757,0.0497754,0.000231985,0.00458967,1.04481,1.04481,1,0.190619,1.63591,1.19322,453,-0.00552021,0.0497754,0.00132364,0.0665144,0,0,0,0,0,0
0.0164185,-0.0289307,2.08887,0.00282288,1.06107,0.0513458,0.000505333,0.00634,1.06695,1.06695,1,0.198975,1.6069,1.28937,436,0.00128174,0.0500488,0.0015108,0.101797,0,0,0,0,0,0
0.0221397,-0.0394753,2.45658,0.00307302,1.01446,0.0498869,0.0010086,0.00835456,1.09532,1.09532,1,0.196429,1.63411,1.38059,418,0.000993762,0.0496728,0.00140148,0.152058,0,0,0,0,0,0
0.0276005,-0.0506127,2.68162,-0.00390625,1.16437,0.0533241,0.00154325,0.012046,1.12026,1.12026,1,0.182721,1.66771,1.44944,406,0.00067402,0.0508885,0.001426,0.215111,0,0,0,0,0,0
0.033104,-0.0611722,3.05941,-0.00369009,1.26424,0.056741,0.00230292,0.0145669,1.15044,1.15044,1,0.180707,1.7053,1.57009,386,0.00308794,0.0477087,0.00136958,0.294262,0,0,0,0,0,0
0.0385075,-0.0777847,3.24059,-0.00703899,1.18778,0.0548731,0.00250847,0.0160556,1.17463,1.17463,1,0.180446,1.7297,1.69983,371,-0.00052599,0.0497215,0.00155899,0.386724,0,0,0,0,0,0
0.0445301,-0.0918007,4.25111,-0.00335705,1.15121,0.0545637,0.00415167,0.0173241,1.20734,1.20734,1,0.184901,1.70547,1.74689,358,-0.00355817,0.0509282,0.00160602,0.514523,0,0,0,0,0,0
0.0499436,-0.101058,4.7215,-0.00125367,1.23887,0.0561093,0.00525575,0.0216214,1.2348,1.2348,1,0.180895,1.7297,1.82099,345,-0.00359283,0.0522719,0.00147095,0.649579,0,0,0,0,0,0
0.05534,-0.115803,5.26095,0.00427534,1.27928,0.0564099,0.00559792,0.0257148,1.26707,1.26707,1,0.181841,1.74946,1.90263,333,0.00287586,0.0495971,0.00135182,0.797111,0,0,0,0,0,0
