Beta,Energy,Energy Squared,Magnetization,Magnetization Squared,Absolute Magnetization,Specific Heat,Susceptibility,Cluster Size,Non-Wrapping Cluster Size,Wrapping Prob. (Neither),Dominant Frequency,Dominant Amplitude,Rho T,Unique Families,Overlap,Absolute Overlap,Overlap Variance,Free Energy,Wrapping Prob. (Z-dir.),Wrapping Prob. (X-dir.),Wrapping Prob. (both dir.),Z-Wrapping Cluster Size,X-Wrapping Cluster Size,Both-Wrapping Cluster Size
0.00581155,-0.0101929,1.98169,0.0197449,1.11053,0.0534668,6.60315e-05,0.00220088,1.02371,1.02371,1,0.18689,1.62551,1.11771,475,0.0182343,0.0510712,0.00152675,-0.023964,0,0,0,0,0,0
0.0114137,-0.0292428,2.37463,0.00379817,1.06472,0.051229,0.000280831,0.00448416,1.04877,1.04877,1,0.191206,1.64636,1.22248,450,0.00247036,0.0495615,0.00137995,-0.00149794,0,0,0,0,0,0
0.0167488,-0.0301006,2.34953,0.00799888,1.03203,0.0508667,0.000594031,0.00619117,1.07079,1.07079,1,0.19334,1.66059,1.31813,426,0.00173956,0.0487078,0.00148187,0.0463501,0,0,0,0,0,0
0.0221318,-0.0400937,2.66387,0.0034375,1.02238,0.0495937,0.00110324,0.00869188,1.09393,1.09393,1,0.201375,1.66106,1.432,407,0.00190625,0.0508438,0.00148962,0.0957139,0,0,0,0,0,0
0.0273512,-0.0597263,2.74507,-0.00084751,1.03184,0.0499723,0.00137039,0.0107366,1.12222,1.12222,1,0.196006,1.64261,1.53084,391,-0.000724236,0.0493559,0.00147253,0.157144,0,0,0,0,0,0
0.0331387,-0.0609809,2.83172,0.00221664,1.11517,0.0523158,0.00206429,0.0137365,1.14561,1.14561,1,0.1875,1.67433,1.64163,374,0.00164311,0.0492312,0.0014203,0.253497,0,0,0,0,0,0
0.0388521,-0.0756612,3.32036,0.00152819,1.27302,0.0562001,0.00279988,0.018045,1.17681,1.17681,1,0.17989,1.698,1.75896,358,-0.00272892,0.0541261,0.00149937,0.350581,0,0,0,0,0,0
0.0446036,-0.088604,4.24638,0.00271332,1.20465,0.0559194,0.0044497,0.0180264,1.20341,1.20341,1,0.176148,1.70035,1.88246,340,-0.00268214,0.0449414,0.00123329,0.469884,0,0,0,0,0,0
0.0498414,-0.1031,4.67395,-0.00188253,1.28671,0.0567269,0.004851,0.0230724,1.23109,1.23109,1,0.176456,1.71202,1.98787,321,0.000172565,0.0534168,0.00145992,0.596544,0,0,0,0,0,0
0.0554469,-0.113697,5.71094,-0.00100858,1.23172,0.0546715,0.00738336,0.0258682,1.26584,1.26584,1,0.173028,1.74686,2.10797,310,0.00060835,0.050301,0.00134254,0.752364,0,0,0,0,0,0
