Beta,Energy,Energy Squared,Magnetization,Magnetization Squared,Absolute Magnetization,Specific Heat,Susceptibility,Cluster Size,Non-Wrapping Cluster Size,Wrapping Prob. (Neither),Dominant Frequency,Dominant Amplitude,Rho T,Unique Families,Overlap,Absolute Overlap,Overlap Variance,Free Energy,Wrapping Prob. (Z-dir.),Wrapping Prob. (X-dir.),Wrapping Prob. (both dir.),Z-Wrapping Cluster Size,X-Wrapping Cluster Size,Both-Wrapping Cluster Size
0.00533491,-0.01205,2.03538,0.0409116,1.47014,0.0604197,5.68716e-05,0.00285736,1.02073,1.02073,1,0.177392,1.69158,1.08734,481,0.0204635,0.0534702,0.00167127,0.0532432,0,0,0,0,0,0
0.0108763,-0.0227696,2.16712,0.015128,1.19781,0.0544856,0.000240658,0.00476199,1.04495,1.04495,1,0.18924,1.62897,1.17585,458,0.000217445,0.0492048,0.00166157,0.0782205,0,0,0,0,0,0
0.0163682,-0.0371439,2.49361,0.00842645,1.0734,0.0521396,0.000573457,0.00617821,1.06983,1.06983,1,0.183816,1.65078,1.2911,435,0.00221022,0.050221,0.00139465,0.118145,0,0,0,0,0,0
0.0217224,-0.0489772,2.80986,0.0044867,1.10228,0.0526167,0.0010361,0.00854869,1.09172,1.09172,1,0.196787,1.66612,1.40724,412,7.84388e-05,0.0506557,0.00150852,0.176868,0,0,0,0,0,0
0.0270086,-0.0512715,2.78884,0.00132844,1.04403,0.0520939,0.00154345,0.00943417,1.11526,1.11526,1,0.191549,1.67427,1.52437,390,0.00118611,0.0525209,0.00144372,0.25102,0,0,0,0,0,0
0.0323937,-0.0650676,3.19664,-0.00139341,1.13167,0.0527148,0.00221706,0.0136145,1.14486,1.14486,1,0.194013,1.70682,1.60843,375,-0.00250501,0.0497871,0.00136756,0.329578,0,0,0,0,0,0
0.0377827,-0.075019,3.54729,-0.00030109,1.03984,0.0508526,0.00300718,0.0142754,1.17263,1.17263,1,0.185472,1.68147,1.7013,359,0.00182239,0.0494263,0.00137625,0.427214,0,0,0,0,0,0
0.0431797,-0.0828655,3.95447,-0.00238585,1.22845,0.0558103,0.00409553,0.0186133,1.19949,1.19949,1,0.175524,1.68598,1.85059,346,0.000623752,0.0499938,0.0014634,0.538749,0,0,0,0,0,0
0.048465,-0.0940582,4.44551,0.00274285,1.18214,0.0538092,0.00512214,0.0213686,1.22563,1.22563,1,0.180597,1.68919,1.91987,336,0.000523915,0.049587,0.00145701,0.658782,0,0,0,0,0,0
0.0537695,-0.109121,5.15783,0.00719447,1.30825,0.0571755,0.00609894,0.0253459,1.25378,1.25378,1,0.175837,1.73169,2.06337,320,-3.16937e-05,0.0483329,0.00139661,0.794352,0,0,0,0,0,0
0.0591627,-0.111603,5.31714,0.00048632,1.18559,0.0528207,0.00745066,0.0278858,1.2829,1.2829,1,0.180974,1.72379,2.16126,313,0.00112952,0.0529932,0.00142006,0.952837,0,0,0,0,0,0
0.0645317,-0.126733,6.12513,0.00795426,1.20883,0.0541677,0.00838476,0.0295353,1.32093,1.32093,1,0.179183,1.72957,2.27627,304,0.000551285,0.0494109,0.00157076,1.11406,0,0,0,0,0,0
0.070052,-0.14263,7.18941,0.00276858,1.34178,0.0574084,0.00972394,0.034891,1.3528,1.3528,1,0.179099,1.75188,2.36642,298,-0.00295952,0.0482752,0.00129432,1.30104,0,0,0,0,0,0
0.0756167,-0.147409,7.65574,-0.00202546,1.4166,0.0589635,0.0119677,0.0398174,1.38256,1.38256,1,0.165895,1.79422,2.51486,289,-0.000900206,0.0506366,0.00151198,1.51208,0,0,0,0,0,0
0.0810311,-0.15765,8.53208,-0.00155932,1.47912,0.0605906,0.0142454,0.0436993,1.42343,1.42343,1,0.170061,1.79831,2.63604,283,-0.00101833,0.0473842,0.0013,1.72423,0,0,0,0,0,0
0.0863492,-0.176734,10.3317,0.00555767,1.67257,0.0640561,0.0174143,0.0537227,1.47073,1.47073,1,0.164888,1.83684,2.64393,279,-0.000730437,0.0507177,0.00136398,1.94674,0,0,0,0,0,0
0.0914748,-0.18386,10.6353,0.00152171,1.55488,0.0613548,0.0165788,0.0540787,1.50277,1.50277,1,0.166416,1.83867,2.73786,272,0.00360818,0.0489772,0.00144081,2.18659,0,0,0,0,0,0
0.0970398,-0.19958,12.3292,0.000972641,1.45871,0.0604606,0.0200783,0.0507427,1.55431,1.55431,1,0.164659,1.80087,2.83463,263,0.00164721,0.051346,0.00168421,2.45642,0,0,0,0,0,0
0.102404,-0.212961,13.7595,-0.00549365,1.66288,0.063605,0.0225388,0.0642288,1.59212,1.59212,1,0.163969,1.84516,2.83726,257,0.00192978,0.0506412,0.00143194,2.73835,0,0,0,0,0,0
0.107747,-0.215564,13.8632,-0.00372243,1.56823,0.0614124,0.0228417,0.0649426,1.6174,1.6174,1,0.158088,1.89752,3.00654,250,0.00257353,0.0512255,0.00154094,3.03755,0,0,0,0,0,0
0.113332,-0.23036,15.5527,-0.000560259,1.53555,0.0623132,0.0252754,0.0613706,1.68599,1.68599,1,0.156001,1.87103,3.19439,243,0.00126058,0.0518395,0.00148871,3.35365,0,0,0,0,0,0
0.118916,-0.243308,17.3285,0.00596591,1.85259,0.0671402,0.0307373,0.0830736,1.73379,1.73379,1,0.154419,1.8988,3.19355,238,0.000962753,0.0493213,0.00157686,3.69084,0,0,0,0,0,0
0.124229,-0.253067,18.3952,0.00492076,1.8782,0.0678361,0.0308679,0.0869787,1.78434,1.78434,1,0.145833,1.90802,3.42714,231,0.000191718,0.0517319,0.00144225,4.02964,0,0,0,0,0,0
0.129768,-0.272595,21.3728,-0.000145877,1.95432,0.0689348,0.0395729,0.095744,1.83711,1.83711,1,0.146395,1.97466,3.62855,224,0,0.0514458,0.00129883,4.39635,0,0,0,0,0,0
0.134877,-0.287998,23.4327,0.00122838,1.85466,0.0667748,0.0400094,0.0961929,1.90485,1.90485,1,0.139937,1.96319,3.69843,219,0.00466785,0.0549823,0.00167768,4.76078,0,0,0,0,0,0
0.140159,-0.287044,23.2076,0.00838216,1.97191,0.0703288,0.0415403,0.09891,1.95081,1.95081,1,0.142708,2.02314,3.7066,216,0.00146484,0.0525065,0.00165286,5.15809,0,0,0,0,0,0
0.145546,-0.29681,24.732,0.00454102,1.87314,0.0669434,0.0461683,0.105652,2.00786,2.00786,1,0.139583,1.97131,3.80642,213,-0.00260417,0.0493164,0.00137801,5.56171,0,0,0,0,0,0
0.150852,-0.306941,26.2688,-0.00705592,1.85109,0.0693586,0.0489348,0.0934634,2.06957,2.06957,1,0.140921,1.97919,4.15512,205,0.00389803,0.0552138,0.00159023,5.97283,0,0,0,0,0,0
0.156194,-0.328709,29.7085,-0.000162085,2.0732,0.0722251,0.0499614,0.115237,2.15058,2.15058,1,0.138485,2.03098,4.18812,200,0.000956302,0.0524669,0.00151829,6.40043,0,0,0,0,0,0
0.161668,-0.338318,31.5394,-0.00241245,2.17763,0.0737315,0.0584893,0.127059,2.2195,2.2195,1,0.130624,2.02922,4.23426,196,-0.00207694,0.052307,0.00148027,6.869,0,0,0,0,0,0
0.166904,-0.351325,33.8404,-0.000998352,2.32895,0.0773485,0.0624703,0.133082,2.29747,2.29747,1,0.122211,2.12456,4.44561,190,0.000744802,0.0512012,0.00154802,7.33043,0,0,0,0,0,0
