Beta,Energy,Energy Squared,Magnetization,Magnetization Squared,Absolute Magnetization,Specific Heat,Susceptibility,Cluster Size,Non-Wrapping Cluster Size,Wrapping Prob. (Neither),Dominant Frequency,Dominant Amplitude,Rho T,Unique Families,Overlap,Absolute Overlap,Overlap Variance,Free Energy,Wrapping Prob. (Z-dir.),Wrapping Prob. (X-dir.),Wrapping Prob. (both dir.),Z-Wrapping Cluster Size,X-Wrapping Cluster Size,Both-Wrapping Cluster Size
0.00512567,-0.0118243,2.31503,-0.000105574,0.942779,0.0486698,5.98815e-05,0.00172417,1.01119,1.01135,1,0.166807,1.57389,1.16417,137,-0.00675676,0.0469806,0.00138895,0.0170588,0,0,0,nan,nan,nan
0.0103142,-0.0224743,2.22517,-0.00321062,1.28146,0.0550086,0.000222964,0.00522748,1.0165,1.01677,1,0.156678,1.71038,1.26665,131,0.00770548,0.0465539,0.00111191,0.0406284,0,0,0,nan,nan,nan
0.015725,-0.0325,2.13917,0.00192708,1.06156,0.0483854,0.000462099,0.00726853,1.02794,1.02788,1,0.190833,1.67354,1.37333,126,-0.0028125,0.050625,0.00122454,0.0795714,0,0,0,nan,nan,nan
0.0214551,-0.0472005,2.74262,0.000976562,0.796875,0.0439453,0.000999945,0.00648995,1.05072,1.05078,1,0.217448,1.59328,1.46123,119,-0.00439453,0.0484484,0.00155774,0.135069,0,0,0,nan,nan,nan
0.0267698,-0.0574384,2.91197,0.0113886,0.902839,0.0467099,0.00148153,0.00921666,1.07314,1.07296,1,0.215229,1.6956,1.53243,115,-0.00225572,0.0473702,0.00134382,0.207159,0,0,0,nan,nan,nan
0.0322177,-0.0629464,3.07589,-0.00329241,1.33337,0.0586496,0.00213986,0.0145878,1.09976,1.09988,1,0.179464,1.71807,1.56122,111,0.000111607,0.0541295,0.00168513,0.295033,0,0,0,nan,nan,nan
0.0376733,-0.0702055,3.61387,-0.0031036,1.13806,0.0544735,0.00333828,0.0142561,1.13393,1.13387,1,0.188356,1.68637,1.63258,109,0.0161601,0.0475171,0.00134487,0.390902,0,0,0,nan,nan,nan
0.0427809,-0.07875,3.18083,0.000625,1.28,0.0576042,0.00291594,0.0184185,1.14903,1.14891,1,0.185417,1.67967,1.78667,105,0.00760417,0.0483333,0.00123648,0.490539,0,0,0,nan,nan,nan
0.0489867,-0.0871711,3.91776,0.00668174,1.26377,0.0567434,0.00473333,0.0215297,1.18374,1.18368,1,0.182977,1.69922,1.92175,102,-0.000616776,0.0548931,0.00151941,0.623426,0,0,0,nan,nan,nan
0.0545641,-0.120249,5.54941,-0.00475084,1.20988,0.0551098,0.00550101,0.0235928,1.22363,1.22369,1,0.188767,1.68633,1.97224,98,0.000791807,0.0468222,0.00104955,0.755828,0,0,0,nan,nan,nan
