Beta,Energy,Energy Squared,Magnetization,Magnetization Squared,Absolute Magnetization,Specific Heat,Susceptibility,Cluster Size,Non-Wrapping Cluster Size,Wrapping Prob. (Neither),Dominant Frequency,Dominant Amplitude,Rho T,Unique Families,Overlap,Absolute Overlap,Overlap Variance,Free Energy,Wrapping Prob. (Z-dir.),Wrapping Prob. (X-dir.),Wrapping Prob. (both dir.),Z-Wrapping Cluster Size,X-Wrapping Cluster Size,Both-Wrapping Cluster Size
0.00520809,-0.00481592,2.71019,0.00706336,1.01648,0.0509418,7.33507e-05,0.001834,0.996094,0.996147,1,0.192209,1.59325,1.12591,139,0.00176584,0.0460723,0.00130827,0.0123872,0,0,0,nan,nan,nan
0.00997149,-0.03125,2.36708,0.00825264,1.09089,0.0541373,0.000210502,0.0033962,1.02091,1.02085,1,0.182218,1.60059,1.23487,131,0.00429137,0.0483055,0.00140176,0.0261927,0,0,0,nan,nan,nan
0.0153551,-0.0276786,2.37054,0.00915179,1.00335,0.0495536,0.000512679,0.00575394,1.04633,1.04639,1,0.208929,1.62666,1.34694,125,-0.00178571,0.0520089,0.00136699,0.0771449,0,0,0,nan,nan,nan
0.0206672,-0.0416295,2.22277,0.00368304,1.24152,0.0551339,0.00075992,0.00957598,1.04828,1.0481,1,0.195089,1.72356,1.40816,121,0.0171875,0.0507812,0.00153765,0.12257,0,0,0,nan,nan,nan
0.0265399,-0.0626166,3.16371,0.000991138,1.26154,0.0571945,0.00152142,0.0112559,1.07645,1.07621,1,0.188899,1.62812,1.50368,113,0.0113106,0.0538713,0.00188687,0.192999,0,0,0,nan,nan,nan
0.0318698,-0.0622633,3.12973,0.005741,1.22857,0.0553385,0.00217081,0.0141697,1.1046,1.10479,1,0.187973,1.70229,1.61846,106,-0.000118371,0.0449811,0.00130867,0.286262,0,0,0,nan,nan,nan
0.0372278,-0.0799632,3.49449,0.00476792,1.3133,0.0572725,0.00257445,0.0176306,1.12107,1.12113,1,0.192555,1.77376,1.67063,104,-0.00419347,0.0493451,0.00134071,0.379565,0,0,0,nan,nan,nan
0.0429751,-0.0876736,3.89323,-0.00173611,1.46853,0.0645616,0.00355603,0.0172533,1.16224,1.16224,1,0.163628,1.65352,1.72164,102,-0.000759549,0.0472005,0.00141303,0.505104,0,0,0,nan,nan,nan
0.0486203,-0.102902,4.9875,0.00329241,1.43092,0.0621094,0.00538213,0.0215571,1.18326,1.1839,1,0.172321,1.70638,1.89796,98,-0.0016183,0.0507254,0.00127345,0.639691,0,0,0,nan,nan,nan
0.0538116,-0.104313,4.64261,-0.000660211,1.27751,0.056338,0.00537729,0.0250209,1.22302,1.22289,1,0.159771,1.73646,1.97877,95,0.00319102,0.0544674,0.00173988,0.784319,0,0,0,nan,nan,nan
